Time(s); gENROE.delta; gENROE.PELEC; iEEEX1_1.EFD; gENROE.PMECH; gENROE.SPEED; GEN1.V; LOAD.V; GEN2.V; FAULT.V
2.60695; 31.0874; 0.333944; 1.81683; 0.4; -0.00564259; 0.272457; 1.02488; 1.00708; 1.00989
2.60795; 30.9859; 0.332104; 1.8138; 0.4; -0.0056345; 0.272457; 1.02497; 1.00714; 1.00992
2.60895; 30.8846; 0.330267; 1.81077; 0.4; -0.0056262; 0.272457; 1.02506; 1.0072; 1.00996
2.60995; 30.7834; 0.328436; 1.80776; 0.4; -0.00561768; 0.272457; 1.02515; 1.00725; 1.00999
2.61095; 30.6824; 0.32661; 1.80477; 0.4; -0.00560895; 0.272457; 1.02523; 1.00731; 1.01002
2.61195; 30.5815; 0.324788; 1.80179; 0.4; -0.00560001; 0.272457; 1.02532; 1.00736; 1.01005
2.61295; 30.4808; 0.322971; 1.79882; 0.4; -0.00559085; 0.272457; 1.02541; 1.00742; 1.01008
2.61395; 30.3802; 0.32116; 1.79586; 0.4; -0.00558148; 0.272457; 1.02549; 1.00747; 1.01011
2.61495; 30.2798; 0.319353; 1.79292; 0.4; -0.0055719; 0.272457; 1.02557; 1.00752; 1.01014
2.61595; 30.1796; 0.317552; 1.78999; 0.4; -0.00556212; 0.272457; 1.02565; 1.00757; 1.01016
2.61695; 30.0796; 0.315756; 1.78707; 0.4; -0.00555212; 0.272457; 1.02573; 1.00762; 1.01019
2.61795; 29.9797; 0.313965; 1.78416; 0.4; -0.00554191; 0.272457; 1.02581; 1.00767; 1.01022
2.61895; 29.8801; 0.31218; 1.78127; 0.4; -0.0055315; 0.272457; 1.02589; 1.00772; 1.01024
2.61995; 29.7806; 0.310401; 1.77839; 0.4; -0.00552087; 0.272457; 1.02597; 1.00776; 1.01027
2.62095; 29.6813; 0.308627; 1.77553; 0.4; -0.00551004; 0.272457; 1.02604; 1.00781; 1.01029
2.62195; 29.5822; 0.306859; 1.77268; 0.4; -0.00549901; 0.272457; 1.02612; 1.00785; 1.01031
2.62295; 29.4833; 0.305096; 1.76984; 0.4; -0.00548776; 0.272457; 1.02619; 1.0079; 1.01034
2.62395; 29.3847; 0.30334; 1.76701; 0.4; -0.00547632; 0.272457; 1.02626; 1.00794; 1.01036
2.62495; 29.2862; 0.301589; 1.76419; 0.4; -0.00546466; 0.272457; 1.02634; 1.00798; 1.01038
2.62595; 29.1879; 0.299845; 1.76139; 0.4; -0.00545281; 0.272457; 1.02641; 1.00803; 1.0104
2.62695; 29.0899; 0.298106; 1.7586; 0.4; -0.00544075; 0.272457; 1.02647; 1.00807; 1.01042
2.62795; 28.9921; 0.296374; 1.75583; 0.4; -0.00542849; 0.272457; 1.02654; 1.00811; 1.01044
2.62895; 28.8945; 0.294648; 1.75306; 0.4; -0.00541603; 0.272457; 1.02661; 1.00815; 1.01046
2.62995; 28.7971; 0.292928; 1.75031; 0.4; -0.00540337; 0.272457; 1.02667; 1.00818; 1.01048
2.63095; 28.6999; 0.291215; 1.74758; 0.4; -0.0053905; 0.272457; 1.02674; 1.00822; 1.0105
2.63195; 28.603; 0.289508; 1.74485; 0.4; -0.00537744; 0.272457; 1.0268; 1.00826; 1.01052
2.63295; 28.5064; 0.287808; 1.74214; 0.4; -0.00536418; 0.272457; 1.02686; 1.00829; 1.01054
2.63395; 28.4099; 0.286115; 1.73944; 0.4; -0.00535072; 0.272457; 1.02692; 1.00833; 1.01055
2.63495; 28.3137; 0.284428; 1.73675; 0.4; -0.00533707; 0.272457; 1.02698; 1.00836; 1.01057
2.63595; 28.2178; 0.282748; 1.73408; 0.4; -0.00532322; 0.272457; 1.02704; 1.0084; 1.01058
2.63695; 28.1221; 0.281075; 1.73142; 0.4; -0.00530917; 0.272457; 1.0271; 1.00843; 1.0106
2.63795; 28.0267; 0.279408; 1.72877; 0.4; -0.00529493; 0.272457; 1.02716; 1.00846; 1.01061
2.63895; 27.9315; 0.277749; 1.72613; 0.4; -0.0052805; 0.272457; 1.02721; 1.00849; 1.01063
2.63995; 27.8366; 0.276097; 1.72351; 0.4; -0.00526587; 0.272457; 1.02727; 1.00852; 1.01064
2.64095; 27.7419; 0.274452; 1.72089; 0.4; -0.00525106; 0.272457; 1.02732; 1.00855; 1.01065
2.64195; 27.6475; 0.272814; 1.7183; 0.4; -0.00523605; 0.272457; 1.02737; 1.00858; 1.01066
2.64295; 27.5534; 0.271183; 1.71571; 0.4; -0.00522085; 0.272457; 1.02742; 1.00861; 1.01068
2.64395; 27.4596; 0.26956; 1.71314; 0.4; -0.00520546; 0.272457; 1.02747; 1.00864; 1.01069
2.64495; 27.366; 0.267944; 1.71057; 0.4; -0.00518988; 0.272457; 1.02752; 1.00866; 1.0107
2.64595; 27.2727; 0.266336; 1.70803; 0.4; -0.00517412; 0.272457; 1.02757; 1.00869; 1.01071
2.64695; 27.1797; 0.264735; 1.70549; 0.4; -0.00515816; 0.272457; 1.02762; 1.00871; 1.01072
2.64795; 27.087; 0.263142; 1.70297; 0.4; -0.00514203; 0.272457; 1.02767; 1.00874; 1.01073
2.64895; 26.9946; 0.261557; 1.70045; 0.4; -0.0051257; 0.272457; 1.02771; 1.00876; 1.01074
2.64995; 26.9025; 0.259979; 1.69795; 0.4; -0.0051092; 0.272457; 1.02775; 1.00878; 1.01074
2.65095; 26.8107; 0.258409; 1.69547; 0.4; -0.00509251; 0.272457; 1.0278; 1.0088; 1.01075
2.65195; 26.7192; 0.256847; 1.69299; 0.4; -0.00507564; 0.272457; 1.02784; 1.00883; 1.01076
2.65295; 26.628; 0.255293; 1.69053; 0.4; -0.00505858; 0.272457; 1.02788; 1.00885; 1.01076
2.65395; 26.5371; 0.253747; 1.68808; 0.4; -0.00504135; 0.272457; 1.02792; 1.00887; 1.01077
2.65495; 26.4465; 0.252209; 1.68565; 0.4; -0.00502394; 0.272457; 1.02796; 1.00888; 1.01078
2.65595; 26.3562; 0.250679; 1.68322; 0.4; -0.00500635; 0.272457; 1.028; 1.0089; 1.01078
2.65695; 26.2662; 0.249157; 1.68081; 0.4; -0.00498858; 0.272457; 1.02804; 1.00892; 1.01079
2.65795; 26.1766; 0.247644; 1.67841; 0.4; -0.00497064; 0.272457; 1.02807; 1.00894; 1.01079
2.65895; 26.0873; 0.246139; 1.67602; 0.4; -0.00495252; 0.272457; 1.02811; 1.00895; 1.01079
2.65995; 25.9983; 0.244642; 1.67365; 0.4; -0.00493422; 0.272457; 1.02814; 1.00897; 1.0108
2.66095; 25.9097; 0.243154; 1.67129; 0.4; -0.00491575; 0.272457; 1.02818; 1.00899; 1.0108
2.66195; 25.8213; 0.241674; 1.66894; 0.4; -0.00489711; 0.272457; 1.02821; 1.009; 1.0108
2.66295; 25.7334; 0.240203; 1.6666; 0.4; -0.0048783; 0.272457; 1.02824; 1.00901; 1.01081
2.66395; 25.6457; 0.238741; 1.66427; 0.4; -0.00485932; 0.272457; 1.02827; 1.00903; 1.01081
2.66495; 25.5584; 0.237287; 1.66196; 0.4; -0.00484017; 0.272457; 1.0283; 1.00904; 1.01081
2.66595; 25.4715; 0.235842; 1.65966; 0.4; -0.00482085; 0.272457; 1.02833; 1.00905; 1.01081
2.66695; 25.3849; 0.234405; 1.65737; 0.4; -0.00480136; 0.272457; 1.02836; 1.00906; 1.01081
2.66795; 25.2986; 0.232977; 1.6551; 0.4; -0.0047817; 0.272457; 1.02839; 1.00907; 1.01081
2.66895; 25.2127; 0.231559; 1.65283; 0.4; -0.00476188; 0.272457; 1.02841; 1.00908; 1.01081
2.66995; 25.1272; 0.230149; 1.65058; 0.4; -0.0047419; 0.272457; 1.02844; 1.00909; 1.01081
2.67095; 25.042; 0.228748; 1.64834; 0.4; -0.00472175; 0.272457; 1.02846; 1.0091; 1.01081
2.67195; 24.9572; 0.227357; 1.64612; 0.4; -0.00470144; 0.272457; 1.02849; 1.00911; 1.01081
2.67295; 24.8728; 0.225974; 1.6439; 0.4; -0.00468097; 0.272457; 1.02851; 1.00912; 1.0108
2.67395; 24.7887; 0.224601; 1.6417; 0.4; -0.00466034; 0.272457; 1.02853; 1.00913; 1.0108
2.67495; 24.705; 0.223237; 1.63951; 0.4; -0.00463955; 0.272457; 1.02855; 1.00913; 1.0108
2.67595; 24.6217; 0.221882; 1.63733; 0.4; -0.00461861; 0.272457; 1.02857; 1.00914; 1.0108
2.67695; 24.5387; 0.220536; 1.63517; 0.4; -0.0045975; 0.272457; 1.02859; 1.00914; 1.01079
2.67795; 24.4562; 0.2192; 1.63302; 0.4; -0.00457625; 0.272457; 1.02861; 1.00915; 1.01079
2.67895; 24.374; 0.217873; 1.63088; 0.4; -0.00455483; 0.272457; 1.02863; 1.00915; 1.01078
2.67995; 24.2922; 0.216555; 1.62875; 0.4; -0.00453326; 0.272457; 1.02865; 1.00916; 1.01078
2.68095; 24.2108; 0.215247; 1.62663; 0.4; -0.00451154; 0.272457; 1.02866; 1.00916; 1.01078
2.68195; 24.1298; 0.213949; 1.62453; 0.4; -0.00448967; 0.272457; 1.02868; 1.00916; 1.01077
2.68295; 24.0491; 0.21266; 1.62244; 0.4; -0.00446765; 0.272457; 1.02869; 1.00917; 1.01077
2.68395; 23.9689; 0.211381; 1.62036; 0.4; -0.00444548; 0.272457; 1.02871; 1.00917; 1.01076
2.68495; 23.8891; 0.210112; 1.61829; 0.4; -0.00442316; 0.272457; 1.02872; 1.00917; 1.01075
2.68595; 23.8097; 0.208852; 1.61624; 0.4; -0.0044007; 0.272457; 1.02873; 1.00917; 1.01075
2.68695; 23.7307; 0.207602; 1.6142; 0.4; -0.00437809; 0.272457; 1.02875; 1.00917; 1.01074
2.68795; 23.6521; 0.206362; 1.61217; 0.4; -0.00435534; 0.272457; 1.02876; 1.00917; 1.01073
2.68895; 23.5739; 0.205131; 1.61015; 0.4; -0.00433244; 0.272457; 1.02877; 1.00917; 1.01073
2.68995; 23.4961; 0.203911; 1.60814; 0.4; -0.0043094; 0.272457; 1.02878; 1.00917; 1.01072
2.69095; 23.4187; 0.2027; 1.60615; 0.4; -0.00428622; 0.272457; 1.02879; 1.00917; 1.01071
2.69195; 23.3418; 0.2015; 1.60417; 0.4; -0.0042629; 0.272457; 1.0288; 1.00917; 1.0107
2.69295; 23.2653; 0.200309; 1.6022; 0.4; -0.00423944; 0.272457; 1.0288; 1.00917; 1.0107
2.69395; 23.1892; 0.199129; 1.60024; 0.4; -0.00421584; 0.272457; 1.02881; 1.00916; 1.01069
2.69495; 23.1135; 0.197958; 1.5983; 0.4; -0.00419211; 0.272457; 1.02882; 1.00916; 1.01068
2.69595; 23.0383; 0.196798; 1.59637; 0.4; -0.00416824; 0.272457; 1.02882; 1.00916; 1.01067
2.69695; 22.9635; 0.195648; 1.59445; 0.4; -0.00414424; 0.272457; 1.02883; 1.00915; 1.01066
2.69795; 22.8891; 0.194508; 1.59254; 0.4; -0.00412011; 0.272457; 1.02883; 1.00915; 1.01065
2.69895; 22.8151; 0.193378; 1.59065; 0.4; -0.00409584; 0.272457; 1.02884; 1.00914; 1.01064
2.69995; 22.7416; 0.192259; 1.58876; 0.4; -0.00407145; 0.272457; 1.02884; 1.00914; 1.01063
2.70095; 22.6686; 0.19115; 1.58689; 0.4; -0.00404692; 0.272457; 1.02884; 1.00913; 1.01062
2.70195; 22.5959; 0.190051; 1.58503; 0.4; -0.00402227; 0.272457; 1.02884; 1.00913; 1.01061
2.70295; 22.5238; 0.188963; 1.58319; 0.4; -0.00399749; 0.272457; 1.02884; 1.00912; 1.0106
2.70395; 22.452; 0.187885; 1.58135; 0.4; -0.00397258; 0.272457; 1.02885; 1.00911; 1.01059
2.70495; 22.3807; 0.186817; 1.57953; 0.4; -0.00394756; 0.272457; 1.02885; 1.00911; 1.01058
2.70595; 22.3099; 0.18576; 1.57772; 0.4; -0.0039224; 0.272457; 1.02885; 1.0091; 1.01057
2.70695; 22.2395; 0.184714; 1.57592; 0.4; -0.00389713; 0.272457; 1.02884; 1.00909; 1.01056
2.70795; 22.1696; 0.183678; 1.57414; 0.4; -0.00387174; 0.272457; 1.02884; 1.00909; 1.01055
2.70895; 22.1001; 0.182652; 1.57236; 0.4; -0.00384623; 0.272457; 1.02884; 1.00908; 1.01054
2.70995; 22.0311; 0.181637; 1.5706; 0.4; -0.00382059; 0.272457; 1.02884; 1.00907; 1.01052
2.71095; 21.9626; 0.180633; 1.56885; 0.4; -0.00379485; 0.272457; 1.02883; 1.00906; 1.01051
2.71195; 21.8945; 0.17964; 1.56711; 0.4; -0.00376898; 0.272457; 1.02883; 1.00905; 1.0105
2.71295; 21.8269; 0.178657; 1.56539; 0.4; -0.00374301; 0.272457; 1.02883; 1.00904; 1.01049
2.71395; 21.7598; 0.177685; 1.56368; 0.4; -0.00371692; 0.272457; 1.02882; 1.00903; 1.01047
2.71495; 21.6931; 0.176723; 1.56197; 0.4; -0.00369071; 0.272457; 1.02882; 1.00902; 1.01046
2.71595; 21.6269; 0.175772; 1.56028; 0.4; -0.0036644; 0.272457; 1.02881; 1.00901; 1.01045
2.71695; 21.5612; 0.174832; 1.55861; 0.4; -0.00363798; 0.272457; 1.0288; 1.009; 1.01044
2.71795; 21.4959; 0.173903; 1.55694; 0.4; -0.00361145; 0.272457; 1.0288; 1.00899; 1.01042
2.71895; 21.4312; 0.172985; 1.55529; 0.4; -0.00358481; 0.272457; 1.02879; 1.00898; 1.01041
2.71995; 21.3669; 0.172077; 1.55365; 0.4; -0.00355807; 0.272457; 1.02878; 1.00897; 1.0104
2.72095; 21.3031; 0.171181; 1.55202; 0.4; -0.00353123; 0.272457; 1.02877; 1.00896; 1.01038
2.72195; 21.2398; 0.170295; 1.5504; 0.4; -0.00350428; 0.272457; 1.02876; 1.00894; 1.01037
2.72295; 21.1769; 0.16942; 1.5488; 0.4; -0.00347723; 0.272457; 1.02876; 1.00893; 1.01036
2.72395; 21.1146; 0.168556; 1.5472; 0.4; -0.00345008; 0.272457; 1.02875; 1.00892; 1.01034
2.72495; 21.0527; 0.167703; 1.54562; 0.4; -0.00342283; 0.272457; 1.02874; 1.00891; 1.01033
2.72595; 20.9914; 0.166861; 1.54405; 0.4; -0.00339548; 0.272457; 1.02873; 1.0089; 1.01032
2.72695; 20.9305; 0.16603; 1.5425; 0.4; -0.00336804; 0.272457; 1.02871; 1.00888; 1.0103
2.72795; 20.8701; 0.16521; 1.54095; 0.4; -0.0033405; 0.272457; 1.0287; 1.00887; 1.01029
2.72895; 20.8102; 0.164401; 1.53942; 0.4; -0.00331287; 0.272457; 1.02869; 1.00886; 1.01028
2.72995; 20.7508; 0.163604; 1.53789; 0.4; -0.00328514; 0.272457; 1.02868; 1.00884; 1.01026
2.73095; 20.692; 0.162817; 1.53638; 0.4; -0.00325733; 0.272457; 1.02867; 1.00883; 1.01025
2.73195; 20.6336; 0.162041; 1.53489; 0.4; -0.00322942; 0.272457; 1.02865; 1.00882; 1.01023
2.73295; 20.5757; 0.161276; 1.5334; 0.4; -0.00320142; 0.272457; 1.02864; 1.0088; 1.01022
2.73395; 20.5183; 0.160522; 1.53192; 0.4; -0.00317334; 0.272457; 1.02863; 1.00879; 1.0102
2.73495; 20.4615; 0.15978; 1.53046; 0.4; -0.00314517; 0.272457; 1.02861; 1.00877; 1.01019
2.73594; 20.4051; 0.159049; 1.52901; 0.4; -0.00311692; 0.272457; 1.0286; 1.00876; 1.01018
2.73694; 20.3492; 0.158328; 1.52757; 0.4; -0.00308858; 0.272457; 1.02858; 1.00874; 1.01016
2.73794; 20.2939; 0.157619; 1.52614; 0.4; -0.00306016; 0.272457; 1.02857; 1.00873; 1.01015
2.73894; 20.2391; 0.156922; 1.52473; 0.4; -0.00303167; 0.272457; 1.02855; 1.00871; 1.01013
2.73994; 20.1848; 0.156235; 1.52332; 0.4; -0.00300309; 0.272457; 1.02854; 1.0087; 1.01012
2.74094; 20.131; 0.155559; 1.52193; 0.4; -0.00297443; 0.272457; 1.02852; 1.00868; 1.0101
2.74194; 20.0777; 0.154895; 1.52055; 0.4; -0.00294569; 0.272457; 1.0285; 1.00867; 1.01009
2.74294; 20.0249; 0.154242; 1.51918; 0.4; -0.00291688; 0.272457; 1.02849; 1.00865; 1.01007
2.74394; 19.9727; 0.1536; 1.51782; 0.4; -0.002888; 0.272457; 1.02847; 1.00864; 1.01006
2.74494; 19.921; 0.152969; 1.51647; 0.4; -0.00285904; 0.272457; 1.02845; 1.00862; 1.01005
2.74594; 19.8698; 0.15235; 1.51514; 0.4; -0.00283001; 0.272457; 1.02843; 1.00861; 1.01003
2.74694; 19.8191; 0.151742; 1.51381; 0.4; -0.00280091; 0.272457; 1.02842; 1.00859; 1.01002
2.74794; 19.7689; 0.151145; 1.5125; 0.4; -0.00277175; 0.272457; 1.0284; 1.00857; 1.01
2.74894; 19.7193; 0.150559; 1.5112; 0.4; -0.00274251; 0.272457; 1.02838; 1.00856; 1.00999
2.74994; 19.6702; 0.149985; 1.50991; 0.4; -0.00271321; 0.272457; 1.02836; 1.00854; 1.00997
2.75094; 19.6216; 0.149422; 1.50863; 0.4; -0.00268384; 0.272457; 1.02834; 1.00853; 1.00996
2.75194; 19.5736; 0.14887; 1.50737; 0.4; -0.00265441; 0.272457; 1.02832; 1.00851; 1.00994
2.75294; 19.5261; 0.148329; 1.50611; 0.4; -0.00262492; 0.272457; 1.0283; 1.00849; 1.00993
2.75394; 19.4791; 0.1478; 1.50487; 0.4; -0.00259536; 0.272457; 1.02828; 1.00848; 1.00992
2.75494; 19.4326; 0.147282; 1.50363; 0.4; -0.00256575; 0.272457; 1.02826; 1.00846; 1.0099
2.75594; 19.3867; 0.146775; 1.50241; 0.4; -0.00253607; 0.272457; 1.02824; 1.00844; 1.00989
2.75694; 19.3413; 0.14628; 1.5012; 0.4; -0.00250634; 0.272457; 1.02822; 1.00843; 1.00987
2.75794; 19.2965; 0.145796; 1.5; 0.4; -0.00247656; 0.272457; 1.0282; 1.00841; 1.00986
2.75894; 19.2522; 0.145323; 1.49881; 0.4; -0.00244672; 0.272457; 1.02818; 1.0084; 1.00984
2.75994; 19.2084; 0.144861; 1.49764; 0.4; -0.00241682; 0.272457; 1.02816; 1.00838; 1.00983
2.76094; 19.1652; 0.144411; 1.49647; 0.4; -0.00238688; 0.272457; 1.02814; 1.00836; 1.00982
2.76194; 19.1225; 0.143972; 1.49532; 0.4; -0.00235688; 0.272457; 1.02812; 1.00835; 1.0098
2.76294; 19.0803; 0.143544; 1.49417; 0.4; -0.00232684; 0.272457; 1.0281; 1.00833; 1.00979
2.76394; 19.0387; 0.143128; 1.49304; 0.4; -0.00229674; 0.272457; 1.02807; 1.00831; 1.00977
2.76494; 18.9976; 0.142722; 1.49192; 0.4; -0.0022666; 0.272457; 1.02805; 1.0083; 1.00976
2.76594; 18.9571; 0.142328; 1.49081; 0.4; -0.00223642; 0.272457; 1.02803; 1.00828; 1.00975
2.76694; 18.9171; 0.141946; 1.4897; 0.4; -0.00220619; 0.272457; 1.02801; 1.00826; 1.00973
2.76794; 18.8777; 0.141574; 1.48862; 0.4; -0.00217592; 0.272457; 1.02798; 1.00824; 1.00972
2.76894; 18.8388; 0.141214; 1.48754; 0.4; -0.00214561; 0.272457; 1.02796; 1.00823; 1.00971
2.76994; 18.8004; 0.140865; 1.48647; 0.4; -0.00211525; 0.272457; 1.02794; 1.00821; 1.00969
2.77094; 18.7626; 0.140528; 1.48541; 0.4; -0.00208486; 0.272457; 1.02792; 1.00819; 1.00968
2.77194; 18.7254; 0.140201; 1.48436; 0.4; -0.00205443; 0.272457; 1.02789; 1.00818; 1.00966
2.77294; 18.6887; 0.139886; 1.48333; 0.4; -0.00202397; 0.272457; 1.02787; 1.00816; 1.00965
2.77394; 18.6525; 0.139582; 1.4823; 0.4; -0.00199347; 0.272457; 1.02785; 1.00814; 1.00964
2.77494; 18.6169; 0.13929; 1.48129; 0.4; -0.00196294; 0.272457; 1.02782; 1.00813; 1.00963
2.77594; 18.5819; 0.139008; 1.48028; 0.4; -0.00193237; 0.272457; 1.0278; 1.00811; 1.00961
2.77694; 18.5473; 0.138738; 1.47929; 0.4; -0.00190178; 0.272457; 1.02777; 1.00809; 1.0096
2.77794; 18.5134; 0.138479; 1.4783; 0.4; -0.00187115; 0.272457; 1.02775; 1.00808; 1.00959
2.77894; 18.48; 0.138231; 1.47733; 0.4; -0.0018405; 0.272457; 1.02773; 1.00806; 1.00957
2.77994; 18.4471; 0.137995; 1.47637; 0.4; -0.00180982; 0.272457; 1.0277; 1.00805; 1.00956
2.78094; 18.4148; 0.137769; 1.47542; 0.4; -0.00177911; 0.272457; 1.02768; 1.00803; 1.00955
2.78194; 18.3831; 0.137555; 1.47447; 0.4; -0.00174838; 0.272457; 1.02765; 1.00801; 1.00954
2.78294; 18.3519; 0.137352; 1.47354; 0.4; -0.00171763; 0.272457; 1.02763; 1.008; 1.00952
2.78394; 18.3212; 0.13716; 1.47262; 0.4; -0.00168685; 0.272457; 1.02761; 1.00798; 1.00952
2.78494; 18.2912; 0.13698; 1.47171; 0.4; -0.00165606; 0.272457; 1.02758; 1.00797; 1.0095
2.78594; 18.2616; 0.13681; 1.4708; 0.4; -0.00162524; 0.272457; 1.02756; 1.00795; 1.00949
2.78694; 18.2327; 0.136651; 1.46991; 0.4; -0.00159441; 0.272457; 1.02753; 1.00794; 1.00948
2.78794; 18.2042; 0.136504; 1.46903; 0.4; -0.00156356; 0.272457; 1.02751; 1.00792; 1.00947
2.78894; 18.1764; 0.136367; 1.46816; 0.4; -0.0015327; 0.272457; 1.02748; 1.0079; 1.00946
2.78994; 18.1491; 0.136242; 1.4673; 0.4; -0.00150182; 0.272457; 1.02746; 1.00789; 1.00944
2.79094; 18.1223; 0.136127; 1.46644; 0.4; -0.00147093; 0.272457; 1.02743; 1.00787; 1.00943
2.79194; 18.0961; 0.136024; 1.4656; 0.4; -0.00144003; 0.272457; 1.02741; 1.00785; 1.00942
2.79294; 18.0705; 0.135932; 1.46477; 0.4; -0.00140912; 0.272457; 1.02738; 1.00784; 1.00941
2.79394; 18.0454; 0.13585; 1.46395; 0.4; -0.0013782; 0.272457; 1.02736; 1.00782; 1.0094
2.79494; 18.0208; 0.13578; 1.46313; 0.4; -0.00134727; 0.272457; 1.02733; 1.00781; 1.00939
2.79594; 17.9969; 0.13572; 1.46233; 0.4; -0.00131634; 0.272457; 1.02731; 1.00779; 1.00938
2.79694; 17.9735; 0.135672; 1.46153; 0.4; -0.0012854; 0.272457; 1.02728; 1.00778; 1.00937
2.79794; 17.9506; 0.135634; 1.46075; 0.4; -0.00125446; 0.272457; 1.02726; 1.00776; 1.00936
2.79894; 17.9283; 0.135608; 1.45997; 0.4; -0.00122352; 0.272457; 1.02723; 1.00774; 1.00934
2.79994; 17.9065; 0.135592; 1.45921; 0.4; -0.00119257; 0.272457; 1.02721; 1.00773; 1.00933
2.80094; 17.8854; 0.135587; 1.45845; 0.4; -0.00116163; 0.272457; 1.02718; 1.00771; 1.00932
2.80194; 17.8647; 0.135593; 1.4577; 0.4; -0.00113068; 0.272457; 1.02715; 1.0077; 1.00931
2.80294; 17.8447; 0.13561; 1.45697; 0.4; -0.00109974; 0.272457; 1.02713; 1.00768; 1.0093
2.80394; 17.8251; 0.135638; 1.45624; 0.4; -0.00106881; 0.272457; 1.0271; 1.00767; 1.00929
2.80494; 17.8062; 0.135676; 1.45552; 0.4; -0.00103788; 0.272457; 1.02708; 1.00765; 1.00928
2.80594; 17.7878; 0.135725; 1.45481; 0.4; -0.00100695; 0.272457; 1.02705; 1.00764; 1.00928
2.80694; 17.7699; 0.135785; 1.4541; 0.4; -0.000976035; 0.272457; 1.02703; 1.00762; 1.00927
2.80794; 17.7526; 0.135856; 1.45341; 0.4; -0.000945127; 0.272457; 1.027; 1.00761; 1.00926
2.80894; 17.7359; 0.135937; 1.45273; 0.4; -0.00091423; 0.272457; 1.02698; 1.00759; 1.00925
2.80994; 17.7197; 0.136029; 1.45205; 0.4; -0.000883344; 0.272457; 1.02695; 1.00758; 1.00924
2.81094; 17.7041; 0.136132; 1.45138; 0.4; -0.000852471; 0.272457; 1.02693; 1.00757; 1.00923
2.81194; 17.689; 0.136245; 1.45073; 0.4; -0.000821612; 0.272457; 1.0269; 1.00755; 1.00922
2.81294; 17.6745; 0.136369; 1.45008; 0.4; -0.000790769; 0.272457; 1.02687; 1.00754; 1.00921
2.81394; 17.6606; 0.136504; 1.44944; 0.4; -0.000759942; 0.272457; 1.02685; 1.00752; 1.0092
2.81494; 17.6472; 0.136649; 1.44881; 0.4; -0.000729132; 0.272457; 1.02682; 1.00751; 1.0092
2.81594; 17.6343; 0.136805; 1.44818; 0.4; -0.000698342; 0.272457; 1.0268; 1.0075; 1.00919
2.81694; 17.622; 0.136971; 1.44757; 0.4; -0.000667572; 0.272457; 1.02677; 1.00748; 1.00918
2.81794; 17.6103; 0.137148; 1.44696; 0.4; -0.000636824; 0.272457; 1.02675; 1.00747; 1.00917
2.81894; 17.5991; 0.137335; 1.44636; 0.4; -0.000606098; 0.272457; 1.02672; 1.00746; 1.00916
2.81994; 17.5885; 0.137533; 1.44577; 0.4; -0.000575396; 0.272457; 1.0267; 1.00745; 1.00916
2.82094; 17.5784; 0.137741; 1.44519; 0.4; -0.00054472; 0.272457; 1.02667; 1.00743; 1.00915
2.82194; 17.5689; 0.137959; 1.44462; 0.4; -0.000514069; 0.272457; 1.02665; 1.00742; 1.00915
2.82294; 17.5599; 0.138188; 1.44405; 0.4; -0.000483446; 0.272457; 1.02662; 1.00741; 1.00914
2.82394; 17.5515; 0.138427; 1.44349; 0.4; -0.000452852; 0.272457; 1.0266; 1.0074; 1.00913
2.82494; 17.5436; 0.138677; 1.44294; 0.4; -0.000422288; 0.272457; 1.02657; 1.00738; 1.00913
2.82594; 17.5363; 0.138936; 1.4424; 0.4; -0.000391755; 0.272457; 1.02655; 1.00737; 1.00912
2.82694; 17.5295; 0.139206; 1.44187; 0.4; -0.000361255; 0.272457; 1.02652; 1.00736; 1.00911
2.82794; 17.5232; 0.139486; 1.44134; 0.4; -0.000330788; 0.272457; 1.0265; 1.00735; 1.00911
2.82894; 17.5176; 0.139776; 1.44083; 0.4; -0.000300356; 0.272457; 1.02648; 1.00734; 1.0091
2.82994; 17.5124; 0.140077; 1.44031; 0.4; -0.000269959; 0.272457; 1.02645; 1.00732; 1.0091
2.83094; 17.5078; 0.140387; 1.43981; 0.4; -0.0002396; 0.272457; 1.02643; 1.00731; 1.00909
2.83194; 17.5038; 0.140708; 1.43932; 0.4; -0.000209279; 0.272457; 1.0264; 1.0073; 1.00908
2.83294; 17.5003; 0.141038; 1.43883; 0.4; -0.000178997; 0.272457; 1.02638; 1.00729; 1.00908
2.83394; 17.4974; 0.141379; 1.43835; 0.4; -0.000148757; 0.272457; 1.02635; 1.00728; 1.00907
2.83494; 17.495; 0.141729; 1.43787; 0.4; -0.000118557; 0.272457; 1.02633; 1.00727; 1.00907
2.83594; 17.4931; 0.14209; 1.43741; 0.4; -8.84013e-05; 0.272457; 1.0263; 1.00725; 1.00906
2.83694; 17.4918; 0.14246; 1.43695; 0.4; -5.82892e-05; 0.272457; 1.02628; 1.00724; 1.00906
2.83794; 17.491; 0.142841; 1.4365; 0.4; -2.82224e-05; 0.272457; 1.02625; 1.00723; 1.00905
2.83894; 17.4908; 0.143231; 1.43606; 0.4; 1.79795e-06; 0.272457; 1.02623; 1.00722; 1.00905
2.83994; 17.4911; 0.143631; 1.43562; 0.4; 3.17708e-05; 0.272457; 1.02621; 1.00721; 1.00904
2.84094; 17.4919; 0.144041; 1.43519; 0.4; 6.16949e-05; 0.272457; 1.02618; 1.0072; 1.00904
2.84194; 17.4933; 0.14446; 1.43476; 0.4; 9.15691e-05; 0.272457; 1.02616; 1.00719; 1.00904
