Time(s) " gENROE.delta" " gENROE.PELEC" " eXNI.EFD" " gENROE.PMECH" " gENROE.SPEED" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
2.43597 " 46.2237" " 0.654509" " 1.2058" " 0.4" " -0.00426763" " 0" " 1.0105" " 0.994718" " 1.0016"
2.43697 " 46.1466" " 0.652899" " 1.15721" " 0.4" " -0.00429706" " 0" " 1.01073" " 0.994892" " 1.00172"
2.43797 " 46.069" " 0.651273" " 1.1093" " 0.4" " -0.00432631" " 0" " 1.01095" " 0.995064" " 1.00184"
2.43897 " 45.9909" " 0.64963" " 1.06207" " 0.4" " -0.00435537" " 0" " 1.01118" " 0.995233" " 1.00196"
2.43997 " 45.9122" " 0.647972" " 1.01551" " 0.4" " -0.00438423" " 0" " 1.01139" " 0.995401" " 1.00208"
2.44097 " 45.833" " 0.646297" " 0.969612" " 0.4" " -0.0044129" " 0" " 1.01161" " 0.995566" " 1.00219"
2.44197 " 45.7534" " 0.644607" " 0.924383" " 0.4" " -0.00444136" " 0" " 1.01182" " 0.99573" " 1.00231"
2.44297 " 45.6732" " 0.642901" " 0.879823" " 0.4" " -0.00446963" " 0" " 1.01203" " 0.995891" " 1.00242"
2.44397 " 45.5924" " 0.64118" " 0.835921" " 0.4" " -0.0044977" " 0" " 1.01223" " 0.996051" " 1.00253"
2.44497 " 45.5112" " 0.639443" " 0.792672" " 0.4" " -0.00452556" " 0" " 1.01243" " 0.996208" " 1.00265"
2.44597 " 45.4295" " 0.63769" " 0.750081" " 0.4" " -0.00455322" " 0" " 1.01263" " 0.996363" " 1.00275"
2.44697 " 45.3473" " 0.635923" " 0.708154" " 0.4" " -0.00458067" " 0" " 1.01282" " 0.996516" " 1.00286"
2.44797 " 45.2646" " 0.63414" " 0.66686" " 0.4" " -0.00460791" " 0" " 1.01301" " 0.996667" " 1.00297"
2.44897 " 45.1814" " 0.632343" " 0.626221" " 0.4" " -0.00463494" " 0" " 1.0132" " 0.996816" " 1.00307"
2.44997 " 45.0978" " 0.63053" " 0.586215" " 0.4" " -0.00466176" " 0" " 1.01338" " 0.996963" " 1.00318"
2.45097 " 45.0136" " 0.628703" " 0.546858" " 0.4" " -0.00468837" " 0" " 1.01356" " 0.997107" " 1.00328"
2.45197 " 44.929" " 0.626862" " 0.508136" " 0.4" " -0.00471476" " 0" " 1.01373" " 0.99725" " 1.00338"
2.45297 " 44.8439" " 0.625006" " 0.470054" " 0.4" " -0.00474093" " 0" " 1.0139" " 0.99739" " 1.00348"
2.45397 " 44.7583" " 0.623136" " 0.432609" " 0.4" " -0.00476688" " 0" " 1.01407" " 0.997529" " 1.00357"
2.45497 " 44.6723" " 0.621251" " 0.395788" " 0.4" " -0.00479262" " 0" " 1.01424" " 0.997665" " 1.00367"
2.45597 " 44.5858" " 0.619353" " 0.359586" " 0.4" " -0.00481813" " 0" " 1.0144" " 0.997799" " 1.00377"
2.45697 " 44.4988" " 0.617441" " 0.324019" " 0.4" " -0.00484342" " 0" " 1.01455" " 0.997931" " 1.00386"
2.45797 " 44.4114" " 0.615516" " 0.289073" " 0.4" " -0.00486848" " 0" " 1.01471" " 0.998061" " 1.00395"
2.45897 " 44.3235" " 0.613577" " 0.254745" " 0.4" " -0.00489331" " 0" " 1.01486" " 0.998189" " 1.00404"
2.45996 " 44.2352" " 0.611625" " 0.221032" " 0.4" " -0.00491792" " 0" " 1.01501" " 0.998314" " 1.00413"
2.46096 " 44.1465" " 0.609659" " 0.187929" " 0.4" " -0.0049423" " 0" " 1.01515" " 0.998438" " 1.00422"
2.46196 " 44.0573" " 0.607681" " 0.155433" " 0.4" " -0.00496644" " 0" " 1.01529" " 0.998559" " 1.0043"
2.46296 " 43.9677" " 0.605689" " 0.12355" " 0.4" " -0.00499035" " 0" " 1.01543" " 0.998679" " 1.00439"
2.46396 " 43.8777" " 0.603685" " 0.092257" " 0.4" " -0.00501403" " 0" " 1.01556" " 0.998796" " 1.00447"
2.46496 " 43.7872" " 0.601669" " 0.0615696" " 0.4" " -0.00503747" " 0" " 1.01569" " 0.998911" " 1.00455"
2.46596 " 43.6963" " 0.59964" " 0.031475" " 0.4" " -0.00506068" " 0" " 1.01581" " 0.999024" " 1.00463"
2.46696 " 43.605" " 0.597599" " 0.00197876" " 0.4" " -0.00508364" " 0" " 1.01594" " 0.999135" " 1.00471"
2.46796 " 43.5133" " 0.595546" " -0.0269227" " 0.4" " -0.00510637" " 0" " 1.01606" " 0.999244" " 1.00479"
2.46896 " 43.4212" " 0.593481" " -0.055242" " 0.4" " -0.00512885" " 0" " 1.01617" " 0.999351" " 1.00486"
2.46996 " 43.3287" " 0.591405" " -0.0829824" " 0.4" " -0.00515109" " 0" " 1.01629" " 0.999455" " 1.00494"
2.47096 " 43.2357" " 0.589317" " -0.110138" " 0.4" " -0.00517309" " 0" " 1.0164" " 0.999558" " 1.00501"
2.47196 " 43.1424" " 0.587217" " -0.136713" " 0.4" " -0.00519484" " 0" " 1.0165" " 0.999658" " 1.00508"
2.47296 " 43.0487" " 0.585107" " -0.16272" " 0.4" " -0.00521635" " 0" " 1.01661" " 0.999757" " 1.00515"
2.47396 " 42.9546" " 0.582986" " -0.188152" " 0.4" " -0.0052376" " 0" " 1.01671" " 0.999853" " 1.00522"
2.47496 " 42.8602" " 0.580854" " -0.213013" " 0.4" " -0.00525861" " 0" " 1.0168" " 0.999947" " 1.00529"
2.47596 " 42.7653" " 0.578711" " -0.237315" " 0.4" " -0.00527936" " 0" " 1.0169" " 1.00004" " 1.00535"
2.47696 " 42.6701" " 0.576557" " -0.261054" " 0.4" " -0.00529987" " 0" " 1.01699" " 1.00013" " 1.00541"
2.47796 " 42.5745" " 0.574394" " -0.284231" " 0.4" " -0.00532012" " 0" " 1.01707" " 1.00022" " 1.00548"
2.47896 " 42.4786" " 0.572221" " -0.306877" " 0.4" " -0.00534011" " 0" " 1.01716" " 1.0003" " 1.00554"
2.47996 " 42.3823" " 0.570037" " -0.328951" " 0.4" " -0.00535986" " 0" " 1.01724" " 1.00039" " 1.0056"
2.48096 " 42.2856" " 0.567844" " -0.350464" " 0.4" " -0.00537934" " 0" " 1.01731" " 1.00047" " 1.00566"
2.48196 " 42.1886" " 0.565642" " -0.371457" " 0.4" " -0.00539857" " 0" " 1.01739" " 1.00055" " 1.00571"
2.48296 " 42.0913" " 0.56343" " -0.391895" " 0.4" " -0.00541753" " 0" " 1.01746" " 1.00063" " 1.00577"
2.48396 " 41.9936" " 0.561209" " -0.4118" " 0.4" " -0.00543624" " 0" " 1.01753" " 1.0007" " 1.00582"
2.48496 " 41.8956" " 0.558979" " -0.431176" " 0.4" " -0.00545469" " 0" " 1.01759" " 1.00078" " 1.00587"
2.48596 " 41.7972" " 0.55674" " -0.450007" " 0.4" " -0.00547288" " 0" " 1.01765" " 1.00085" " 1.00593"
2.48696 " 41.6985" " 0.554493" " -0.468314" " 0.4" " -0.0054908" " 0" " 1.01771" " 1.00092" " 1.00598"
2.48796 " 41.5995" " 0.552237" " -0.486119" " 0.4" " -0.00550846" " 0" " 1.01777" " 1.00099" " 1.00602"
2.48896 " 41.5002" " 0.549974" " -0.503389" " 0.4" " -0.00552585" " 0" " 1.01782" " 1.00105" " 1.00607"
2.48996 " 41.4006" " 0.547702" " -0.520162" " 0.4" " -0.00554298" " 0" " 1.01787" " 1.00112" " 1.00612"
2.49096 " 41.3007" " 0.545422" " -0.536406" " 0.4" " -0.00555984" " 0" " 1.01792" " 1.00118" " 1.00616"
2.49196 " 41.2005" " 0.543135" " -0.552141" " 0.4" " -0.00557643" " 0" " 1.01796" " 1.00124" " 1.0062"
2.49296 " 41.0999" " 0.54084" " -0.56737" " 0.4" " -0.00559276" " 0" " 1.018" " 1.0013" " 1.00624"
2.49396 " 40.9991" " 0.538538" " -0.582115" " 0.4" " -0.00560881" " 0" " 1.01804" " 1.00135" " 1.00628"
2.49496 " 40.898" " 0.536229" " -0.596341" " 0.4" " -0.0056246" " 0" " 1.01808" " 1.00141" " 1.00632"
2.49596 " 40.7966" " 0.533913" " -0.610089" " 0.4" " -0.00564012" " 0" " 1.01811" " 1.00146" " 1.00636"
2.49696 " 40.695" " 0.531591" " -0.623325" " 0.4" " -0.00565536" " 0" " 1.01814" " 1.00151" " 1.00639"
2.49796 " 40.593" " 0.529261" " -0.636088" " 0.4" " -0.00567033" " 0" " 1.01817" " 1.00156" " 1.00643"
2.49896 " 40.4908" " 0.526926" " -0.64838" " 0.4" " -0.00568503" " 0" " 1.01819" " 1.0016" " 1.00646"
2.49996 " 40.3884" " 0.524585" " -0.660168" " 0.4" " -0.00569945" " 0" " 1.01821" " 1.00165" " 1.00649"
2.50096 " 40.2857" " 0.522237" " -0.671492" " 0.4" " -0.0057136" " 0" " 1.01823" " 1.00169" " 1.00652"
2.50196 " 40.1827" " 0.519884" " -0.682353" " 0.4" " -0.00572748" " 0" " 1.01825" " 1.00173" " 1.00655"
2.50296 " 40.0795" " 0.517526" " -0.692736" " 0.4" " -0.00574107" " 0" " 1.01826" " 1.00177" " 1.00658"
2.50396 " 39.976" " 0.515162" " -0.702645" " 0.4" " -0.0057544" " 0" " 1.01827" " 1.00181" " 1.0066"
2.50496 " 39.8723" " 0.512793" " -0.712118" " 0.4" " -0.00576744" " 0" " 1.01828" " 1.00184" " 1.00663"
2.50596 " 39.7684" " 0.510419" " -0.72112" " 0.4" " -0.00578021" " 0" " 1.01829" " 1.00188" " 1.00665"
2.50696 " 39.6642" " 0.50804" " -0.729674" " 0.4" " -0.0057927" " 0" " 1.01829" " 1.00191" " 1.00667"
2.50796 " 39.5598" " 0.505657" " -0.737782" " 0.4" " -0.00580491" " 0" " 1.01829" " 1.00194" " 1.00669"
2.50896 " 39.4552" " 0.503269" " -0.745445" " 0.4" " -0.00581684" " 0" " 1.01829" " 1.00196" " 1.00671"
2.50996 " 39.3504" " 0.500877" " -0.752667" " 0.4" " -0.00582849" " 0" " 1.01829" " 1.00199" " 1.00673"
2.51096 " 39.2454" " 0.498482" " -0.75945" " 0.4" " -0.00583986" " 0" " 1.01828" " 1.00202" " 1.00675"
2.51196 " 39.1402" " 0.496082" " -0.765815" " 0.4" " -0.00585095" " 0" " 1.01827" " 1.00204" " 1.00676"
2.51296 " 39.0348" " 0.493679" " -0.771746" " 0.4" " -0.00586176" " 0" " 1.01826" " 1.00206" " 1.00678"
2.51396 " 38.9291" " 0.491272" " -0.777263" " 0.4" " -0.00587229" " 0" " 1.01825" " 1.00208" " 1.00679"
2.51496 " 38.8234" " 0.488862" " -0.782351" " 0.4" " -0.00588253" " 0" " 1.01823" " 1.0021" " 1.0068"
2.51596 " 38.7174" " 0.48645" " -0.787012" " 0.4" " -0.0058925" " 0" " 1.01821" " 1.00211" " 1.00681"
2.51696 " 38.6112" " 0.484034" " -0.791266" " 0.4" " -0.00590218" " 0" " 1.01819" " 1.00213" " 1.00682"
2.51796 " 38.5049" " 0.481616" " -0.795135" " 0.4" " -0.00591157" " 0" " 1.01817" " 1.00214" " 1.00683"
2.51896 " 38.3984" " 0.479195" " -0.798583" " 0.4" " -0.00592069" " 0" " 1.01814" " 1.00215" " 1.00684"
2.51996 " 38.2917" " 0.476772" " -0.801632" " 0.4" " -0.00592952" " 0" " 1.01811" " 1.00216" " 1.00684"
2.52096 " 38.1849" " 0.474347" " -0.804283" " 0.4" " -0.00593807" " 0" " 1.01808" " 1.00217" " 1.00685"
2.52196 " 38.078" " 0.471919" " -0.806557" " 0.4" " -0.00594633" " 0" " 1.01805" " 1.00217" " 1.00685"
2.52296 " 37.9709" " 0.469491" " -0.808419" " 0.4" " -0.00595431" " 0" " 1.01802" " 1.00218" " 1.00685"
2.52396 " 37.8636" " 0.46706" " -0.809909" " 0.4" " -0.00596201" " 0" " 1.01798" " 1.00218" " 1.00685"
2.52496 " 37.7562" " 0.464629" " -0.811028" " 0.4" " -0.00596942" " 0" " 1.01794" " 1.00218" " 1.00685"
2.52596 " 37.6487" " 0.462196" " -0.81176" " 0.4" " -0.00597655" " 0" " 1.0179" " 1.00218" " 1.00685"
2.52696 " 37.5411" " 0.459762" " -0.812126" " 0.4" " -0.00598339" " 0" " 1.01786" " 1.00218" " 1.00685"
2.52796 " 37.4333" " 0.457327" " -0.812109" " 0.4" " -0.00598995" " 0" " 1.01781" " 1.00217" " 1.00685"
2.52896 " 37.3254" " 0.454892" " -0.811747" " 0.4" " -0.00599622" " 0" " 1.01777" " 1.00217" " 1.00684"
2.52996 " 37.2174" " 0.452457" " -0.811025" " 0.4" " -0.00600221" " 0" " 1.01772" " 1.00216" " 1.00683"
2.53096 " 37.1093" " 0.450021" " -0.809962" " 0.4" " -0.00600791" " 0" " 1.01767" " 1.00215" " 1.00683"
2.53196 " 37.0012" " 0.447585" " -0.808524" " 0.4" " -0.00601333" " 0" " 1.01762" " 1.00214" " 1.00682"
2.53296 " 36.8929" " 0.445149" " -0.806749" " 0.4" " -0.00601847" " 0" " 1.01756" " 1.00213" " 1.00681"
2.53396 " 36.7845" " 0.442713" " -0.804621" " 0.4" " -0.00602332" " 0" " 1.01751" " 1.00212" " 1.0068"
2.53496 " 36.676" " 0.440278" " -0.802178" " 0.4" " -0.00602788" " 0" " 1.01745" " 1.00211" " 1.00679"
2.53596 " 36.5675" " 0.437844" " -0.799386" " 0.4" " -0.00603216" " 0" " 1.01739" " 1.00209" " 1.00678"
2.53696 " 36.4589" " 0.43541" " -0.796264" " 0.4" " -0.00603615" " 0" " 1.01733" " 1.00207" " 1.00676"
2.53796 " 36.3502" " 0.432978" " -0.792832" " 0.4" " -0.00603987" " 0" " 1.01726" " 1.00206" " 1.00675"
2.53896 " 36.2414" " 0.430546" " -0.789074" " 0.4" " -0.00604329" " 0" " 1.0172" " 1.00204" " 1.00673"
2.53996 " 36.1326" " 0.428116" " -0.784973" " 0.4" " -0.00604643" " 0" " 1.01713" " 1.00202" " 1.00671"
2.54096 " 36.0238" " 0.425687" " -0.780587" " 0.4" " -0.00604929" " 0" " 1.01706" " 1.00199" " 1.0067"
2.54196 " 35.9148" " 0.42326" " -0.775897" " 0.4" " -0.00605187" " 0" " 1.01699" " 1.00197" " 1.00668"
2.54296 " 35.8059" " 0.420835" " -0.770887" " 0.4" " -0.00605416" " 0" " 1.01692" " 1.00194" " 1.00666"
2.54396 " 35.6969" " 0.418412" " -0.765577" " 0.4" " -0.00605617" " 0" " 1.01685" " 1.00192" " 1.00664"
2.54496 " 35.5879" " 0.415991" " -0.759969" " 0.4" " -0.00605789" " 0" " 1.01678" " 1.00189" " 1.00662"
2.54596 " 35.4788" " 0.413573" " -0.754065" " 0.4" " -0.00605933" " 0" " 1.0167" " 1.00186" " 1.00659"
2.54696 " 35.3697" " 0.411157" " -0.747883" " 0.4" " -0.00606049" " 0" " 1.01662" " 1.00183" " 1.00657"
2.54796 " 35.2606" " 0.408743" " -0.741407" " 0.4" " -0.00606137" " 0" " 1.01654" " 1.0018" " 1.00655"
2.54896 " 35.1515" " 0.406333" " -0.734657" " 0.4" " -0.00606196" " 0" " 1.01646" " 1.00177" " 1.00652"
2.54996 " 35.0424" " 0.403925" " -0.727634" " 0.4" " -0.00606228" " 0" " 1.01638" " 1.00174" " 1.00649"
2.55096 " 34.9333" " 0.401521" " -0.720321" " 0.4" " -0.00606231" " 0" " 1.0163" " 1.0017" " 1.00647"
2.55196 " 34.8241" " 0.39912" " -0.712756" " 0.4" " -0.00606206" " 0" " 1.01621" " 1.00166" " 1.00644"
2.55296 " 34.715" " 0.396723" " -0.704922" " 0.4" " -0.00606154" " 0" " 1.01612" " 1.00163" " 1.00641"
2.55396 " 34.6059" " 0.394329" " -0.696839" " 0.4" " -0.00606073" " 0" " 1.01604" " 1.00159" " 1.00638"
2.55496 " 34.4968" " 0.391939" " -0.688507" " 0.4" " -0.00605964" " 0" " 1.01595" " 1.00155" " 1.00635"
2.55596 " 34.3878" " 0.389553" " -0.679911" " 0.4" " -0.00605827" " 0" " 1.01586" " 1.00151" " 1.00632"
2.55696 " 34.2787" " 0.387171" " -0.671068" " 0.4" " -0.00605663" " 0" " 1.01577" " 1.00147" " 1.00629"
2.55796 " 34.1697" " 0.384793" " -0.661981" " 0.4" " -0.00605471" " 0" " 1.01567" " 1.00143" " 1.00625"
2.55896 " 34.0608" " 0.38242" " -0.65265" " 0.4" " -0.00605251" " 0" " 1.01558" " 1.00138" " 1.00622"
2.55996 " 33.9518" " 0.380051" " -0.643095" " 0.4" " -0.00605003" " 0" " 1.01549" " 1.00134" " 1.00618"
2.56096 " 33.843" " 0.377687" " -0.633298" " 0.4" " -0.00604728" " 0" " 1.01539" " 1.00129" " 1.00615"
2.56196 " 33.7341" " 0.375328" " -0.62328" " 0.4" " -0.00604425" " 0" " 1.01529" " 1.00124" " 1.00611"
2.56296 " 33.6254" " 0.372974" " -0.61304" " 0.4" " -0.00604094" " 0" " 1.01519" " 1.0012" " 1.00608"
2.56396 " 33.5167" " 0.370625" " -0.602563" " 0.4" " -0.00603737" " 0" " 1.0151" " 1.00115" " 1.00604"
2.56496 " 33.408" " 0.368282" " -0.591902" " 0.4" " -0.00603351" " 0" " 1.015" " 1.0011" " 1.006"
2.56596 " 33.2994" " 0.365943" " -0.581005" " 0.4" " -0.00602939" " 0" " 1.01489" " 1.00105" " 1.00596"
2.56696 " 33.191" " 0.363611" " -0.569909" " 0.4" " -0.00602499" " 0" " 1.01479" " 1.001" " 1.00592"
2.56796 " 33.0826" " 0.361284" " -0.558615" " 0.4" " -0.00602032" " 0" " 1.01469" " 1.00094" " 1.00588"
2.56896 " 32.9742" " 0.358963" " -0.547123" " 0.4" " -0.00601538" " 0" " 1.01458" " 1.00089" " 1.00584"
2.56996 " 32.866" " 0.356648" " -0.535434" " 0.4" " -0.00601016" " 0" " 1.01448" " 1.00084" " 1.0058"
2.57096 " 32.7579" " 0.35434" " -0.52355" " 0.4" " -0.00600468" " 0" " 1.01437" " 1.00078" " 1.00575"
2.57196 " 32.6498" " 0.352037" " -0.511471" " 0.4" " -0.00599893" " 0" " 1.01427" " 1.00073" " 1.00571"
2.57296 " 32.5419" " 0.349741" " -0.499216" " 0.4" " -0.00599291" " 0" " 1.01416" " 1.00067" " 1.00567"
2.57396 " 32.4341" " 0.347451" " -0.486786" " 0.4" " -0.00598662" " 0" " 1.01405" " 1.00061" " 1.00562"
2.57496 " 32.3264" " 0.345168" " -0.474163" " 0.4" " -0.00598007" " 0" " 1.01394" " 1.00055" " 1.00558"
2.57596 " 32.2188" " 0.342892" " -0.461384" " 0.4" " -0.00597325" " 0" " 1.01383" " 1.0005" " 1.00553"
2.57696 " 32.1113" " 0.340623" " -0.448413" " 0.4" " -0.00596617" " 0" " 1.01372" " 1.00044" " 1.00549"
2.57796 " 32.004" " 0.338361" " -0.435306" " 0.4" " -0.00595882" " 0" " 1.01361" " 1.00038" " 1.00544"
2.57896 " 31.8968" " 0.336106" " -0.422027" " 0.4" " -0.0059512" " 0" " 1.0135" " 1.00031" " 1.00539"
2.57996 " 31.7898" " 0.333859" " -0.408577" " 0.4" " -0.00594333" " 0" " 1.01339" " 1.00025" " 1.00534"
2.58096 " 31.6828" " 0.331619" " -0.394992" " 0.4" " -0.00593519" " 0" " 1.01327" " 1.00019" " 1.0053"
2.58196 " 31.5761" " 0.329386" " -0.381254" " 0.4" " -0.00592679" " 0" " 1.01316" " 1.00013" " 1.00525"
2.58296 " 31.4695" " 0.327162" " -0.367383" " 0.4" " -0.00591813" " 0" " 1.01305" " 1.00006" " 1.0052"
2.58396 " 31.363" " 0.324944" " -0.353342" " 0.4" " -0.00590922" " 0" " 1.01293" " 0.999999" " 1.00515"
2.58496 " 31.2568" " 0.322735" " -0.339168" " 0.4" " -0.00590004" " 0" " 1.01282" " 0.999934" " 1.0051"
2.58596 " 31.1506" " 0.320534" " -0.324862" " 0.4" " -0.00589061" " 0" " 1.0127" " 0.999869" " 1.00505"
2.58696 " 31.0447" " 0.318341" " -0.310442" " 0.4" " -0.00588092" " 0" " 1.01258" " 0.999803" " 1.005"
2.58796 " 30.9389" " 0.316157" " -0.295872" " 0.4" " -0.00587098" " 0" " 1.01247" " 0.999736" " 1.00494"
2.58896 " 30.8333" " 0.31398" " -0.281189" " 0.4" " -0.00586078" " 0" " 1.01235" " 0.999669" " 1.00489"
2.58996 " 30.7279" " 0.311812" " -0.266393" " 0.4" " -0.00585033" " 0" " 1.01223" " 0.999602" " 1.00484"
2.59096 " 30.6227" " 0.309653" " -0.251467" " 0.4" " -0.00583962" " 0" " 1.01211" " 0.999534" " 1.00479"
2.59196 " 30.5177" " 0.307503" " -0.236428" " 0.4" " -0.00582867" " 0" " 1.012" " 0.999465" " 1.00473"
2.59296 " 30.4129" " 0.305361" " -0.221277" " 0.4" " -0.00581746" " 0" " 1.01188" " 0.999396" " 1.00468"
2.59396 " 30.3083" " 0.303228" " -0.206014" " 0.4" " -0.00580601" " 0" " 1.01176" " 0.999326" " 1.00463"
2.59496 " 30.2039" " 0.301104" " -0.190657" " 0.4" " -0.00579431" " 0" " 1.01164" " 0.999256" " 1.00457"
2.59596 " 30.0997" " 0.29899" " -0.175189" " 0.4" " -0.00578236" " 0" " 1.01152" " 0.999186" " 1.00452"
2.59696 " 29.9957" " 0.296884" " -0.159646" " 0.4" " -0.00577016" " 0" " 1.0114" " 0.999115" " 1.00446"
2.59795 " 29.8919" " 0.294788" " -0.143992" " 0.4" " -0.00575772" " 0" " 1.01128" " 0.999044" " 1.00441"
2.59895 " 29.7884" " 0.292701" " -0.128263" " 0.4" " -0.00574504" " 0" " 1.01116" " 0.998972" " 1.00435"
2.59995 " 29.6851" " 0.290624" " -0.11244" " 0.4" " -0.00573211" " 0" " 1.01104" " 0.998901" " 1.0043"
2.60095 " 29.5821" " 0.288556" " -0.0965431" " 0.4" " -0.00571894" " 0" " 1.01092" " 0.998828" " 1.00424"
2.60195 " 29.4792" " 0.286498" " -0.0805712" " 0.4" " -0.00570553" " 0" " 1.0108" " 0.998756" " 1.00418"
2.60295 " 29.3767" " 0.28445" " -0.0645244" " 0.4" " -0.00569189" " 0" " 1.01068" " 0.998683" " 1.00413"
2.60395 " 29.2743" " 0.282412" " -0.0484028" " 0.4" " -0.005678" " 0" " 1.01056" " 0.99861" " 1.00407"
2.60495 " 29.1723" " 0.280384" " -0.0322062" " 0.4" " -0.00566388" " 0" " 1.01043" " 0.998537" " 1.00401"
2.60595 " 29.0704" " 0.278366" " -0.0159349" " 0.4" " -0.00564952" " 0" " 1.01031" " 0.998463" " 1.00396"
2.60695 " 28.9689" " 0.276358" " 0.000393284" " 0.4" " -0.00563493" " 0" " 1.01019" " 0.998389" " 1.0039"
2.60795 " 28.8676" " 0.27436" " 0.0167604" " 0.4" " -0.0056201" " 0" " 1.01007" " 0.998315" " 1.00384"
2.60895 " 28.7665" " 0.272372" " 0.0332029" " 0.4" " -0.00560504" " 0" " 1.00995" " 0.998241" " 1.00378"
2.60995 " 28.6658" " 0.270395" " 0.0496844" " 0.4" " -0.00558976" " 0" " 1.00983" " 0.998167" " 1.00373"
2.61095 " 28.5653" " 0.268429" " 0.0662236" " 0.4" " -0.00557424" " 0" " 1.00971" " 0.998092" " 1.00367"
2.61195 " 28.4651" " 0.266472" " 0.0828203" " 0.4" " -0.00555849" " 0" " 1.00959" " 0.998017" " 1.00361"
2.61295 " 28.3652" " 0.264527" " 0.0994567" " 0.4" " -0.00554252" " 0" " 1.00947" " 0.997942" " 1.00355"
2.61395 " 28.2656" " 0.262592" " 0.116133" " 0.4" " -0.00552632" " 0" " 1.00935" " 0.997867" " 1.00349"
2.61495 " 28.1663" " 0.260669" " 0.13285" " 0.4" " -0.00550989" " 0" " 1.00923" " 0.997792" " 1.00343"
2.61595 " 28.0672" " 0.258756" " 0.149607" " 0.4" " -0.00549324" " 0" " 1.00911" " 0.997717" " 1.00338"
2.61695 " 27.9685" " 0.256854" " 0.166386" " 0.4" " -0.00547637" " 0" " 1.00899" " 0.997641" " 1.00332"
2.61795 " 27.8701" " 0.254963" " 0.183189" " 0.4" " -0.00545928" " 0" " 1.00887" " 0.997566" " 1.00326"
2.61895 " 27.772" " 0.253082" " 0.200033" " 0.4" " -0.00544197" " 0" " 1.00875" " 0.99749" " 1.0032"
2.61995 " 27.6742" " 0.251214" " 0.216882" " 0.4" " -0.00542444" " 0" " 1.00863" " 0.997415" " 1.00314"
2.62095 " 27.5767" " 0.249356" " 0.233774" " 0.4" " -0.0054067" " 0" " 1.00851" " 0.99734" " 1.00308"
2.62195 " 27.4795" " 0.24751" " 0.250654" " 0.4" " -0.00538874" " 0" " 1.00839" " 0.997264" " 1.00302"
2.62295 " 27.3827" " 0.245675" " 0.267576" " 0.4" " -0.00537056" " 0" " 1.00827" " 0.997189" " 1.00296"
2.62395 " 27.2862" " 0.243852" " 0.284488" " 0.4" " -0.00535218" " 0" " 1.00815" " 0.997113" " 1.00291"
2.62495 " 27.19" " 0.24204" " 0.301426" " 0.4" " -0.00533358" " 0" " 1.00803" " 0.997038" " 1.00285"
2.62595 " 27.0942" " 0.240239" " 0.318353" " 0.4" " -0.00531477" " 0" " 1.00792" " 0.996962" " 1.00279"
2.62695 " 26.9987" " 0.238451" " 0.335289" " 0.4" " -0.00529575" " 0" " 1.0078" " 0.996887" " 1.00273"
2.62795 " 26.9035" " 0.236673" " 0.352216" " 0.4" " -0.00527652" " 0" " 1.00768" " 0.996812" " 1.00267"
2.62895 " 26.8087" " 0.234908" " 0.369152" " 0.4" " -0.00525709" " 0" " 1.00757" " 0.996737" " 1.00261"
2.62995 " 26.7143" " 0.233154" " 0.386098" " 0.4" " -0.00523746" " 0" " 1.00745" " 0.996661" " 1.00255"
2.63095 " 26.6202" " 0.231413" " 0.403019" " 0.4" " -0.00521762" " 0" " 1.00733" " 0.996587" " 1.00249"
2.63195 " 26.5264" " 0.229683" " 0.41995" " 0.4" " -0.00519758" " 0" " 1.00722" " 0.996512" " 1.00244"
2.63295 " 26.433" " 0.227965" " 0.436839" " 0.4" " -0.00517733" " 0" " 1.0071" " 0.996437" " 1.00238"
2.63395 " 26.34" " 0.226259" " 0.453741" " 0.4" " -0.00515689" " 0" " 1.00699" " 0.996363" " 1.00232"
2.63495 " 26.2474" " 0.224565" " 0.470601" " 0.4" " -0.00513626" " 0" " 1.00688" " 0.996288" " 1.00226"
2.63595 " 26.1551" " 0.222884" " 0.487456" " 0.4" " -0.00511542" " 0" " 1.00676" " 0.996214" " 1.0022"
2.63695 " 26.0632" " 0.221214" " 0.504289" " 0.4" " -0.00509439" " 0" " 1.00665" " 0.99614" " 1.00215"
2.63795 " 25.9717" " 0.219557" " 0.521101" " 0.4" " -0.00507317" " 0" " 1.00654" " 0.996067" " 1.00209"
2.63895 " 25.8806" " 0.217912" " 0.537874" " 0.4" " -0.00505175" " 0" " 1.00643" " 0.995993" " 1.00203"
2.63995 " 25.7899" " 0.216279" " 0.554609" " 0.4" " -0.00503015" " 0" " 1.00631" " 0.99592" " 1.00197"
2.64095 " 25.6995" " 0.214659" " 0.571324" " 0.4" " -0.00500836" " 0" " 1.0062" " 0.995847" " 1.00192"
2.64195 " 25.6096" " 0.213051" " 0.588021" " 0.4" " -0.00498637" " 0" " 1.00609" " 0.995774" " 1.00186"
2.64295 " 25.52" " 0.211455" " 0.604663" " 0.4" " -0.00496421" " 0" " 1.00599" " 0.995701" " 1.0018"
2.64395 " 25.4308" " 0.209872" " 0.62127" " 0.4" " -0.00494185" " 0" " 1.00588" " 0.995629" " 1.00174"
2.64495 " 25.3421" " 0.208301" " 0.637825" " 0.4" " -0.00491932" " 0" " 1.00577" " 0.995557" " 1.00169"
