Time(s) " gENROE.delta" " gENROE.PELEC" " eXST1_1.EFD" " gENROE.PMECH" " gENROE.SPEED" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
2.73594 " 16.4684" " 0.121554" " 1.70477" " 0.4" " -0.00252235" " 1.04618" " 1.01882" " 1.01662" " 1.01754"
2.73694 " 16.4233" " 0.121094" " 1.70386" " 0.4" " -0.00248968" " 1.04616" " 1.01881" " 1.0166" " 1.01752"
2.73794 " 16.3788" " 0.120646" " 1.70296" " 0.4" " -0.00245695" " 1.04614" " 1.0188" " 1.01659" " 1.01751"
2.73894 " 16.3349" " 0.120211" " 1.70206" " 0.4" " -0.00242418" " 1.04613" " 1.01878" " 1.01658" " 1.0175"
2.73994 " 16.2915" " 0.119789" " 1.70117" " 0.4" " -0.00239135" " 1.04611" " 1.01877" " 1.01657" " 1.01748"
2.74094 " 16.2488" " 0.119379" " 1.70029" " 0.4" " -0.00235848" " 1.0461" " 1.01875" " 1.01655" " 1.01747"
2.74194 " 16.2066" " 0.118982" " 1.69941" " 0.4" " -0.00232557" " 1.04608" " 1.01874" " 1.01654" " 1.01746"
2.74294 " 16.165" " 0.118597" " 1.69853" " 0.4" " -0.00229261" " 1.04606" " 1.01873" " 1.01653" " 1.01744"
2.74394 " 16.1241" " 0.118225" " 1.69766" " 0.4" " -0.0022596" " 1.04605" " 1.01871" " 1.01652" " 1.01743"
2.74494 " 16.0837" " 0.117866" " 1.6968" " 0.4" " -0.00222656" " 1.04603" " 1.0187" " 1.01651" " 1.01742"
2.74594 " 16.0439" " 0.117519" " 1.69594" " 0.4" " -0.00219347" " 1.04601" " 1.01869" " 1.0165" " 1.0174"
2.74694 " 16.0047" " 0.117184" " 1.69508" " 0.4" " -0.00216035" " 1.046" " 1.01867" " 1.01648" " 1.01739"
2.74794 " 15.9661" " 0.116863" " 1.69423" " 0.4" " -0.00212719" " 1.04598" " 1.01866" " 1.01647" " 1.01738"
2.74894 " 15.9282" " 0.116554" " 1.69339" " 0.4" " -0.002094" " 1.04596" " 1.01865" " 1.01646" " 1.01737"
2.74994 " 15.8908" " 0.116257" " 1.69255" " 0.4" " -0.00206077" " 1.04594" " 1.01863" " 1.01645" " 1.01735"
2.75094 " 15.854" " 0.115973" " 1.69171" " 0.4" " -0.00202751" " 1.04593" " 1.01862" " 1.01644" " 1.01734"
2.75194 " 15.8178" " 0.115701" " 1.69088" " 0.4" " -0.00199422" " 1.04591" " 1.01861" " 1.01643" " 1.01733"
2.75294 " 15.7822" " 0.115442" " 1.69006" " 0.4" " -0.0019609" " 1.04589" " 1.01859" " 1.01642" " 1.01732"
2.75394 " 15.7472" " 0.115196" " 1.68924" " 0.4" " -0.00192755" " 1.04588" " 1.01858" " 1.01641" " 1.01731"
2.75494 " 15.7128" " 0.114962" " 1.68842" " 0.4" " -0.00189417" " 1.04586" " 1.01857" " 1.0164" " 1.0173"
2.75594 " 15.679" " 0.11474" " 1.68761" " 0.4" " -0.00186077" " 1.04584" " 1.01856" " 1.01639" " 1.01728"
2.75694 " 15.6458" " 0.114531" " 1.6868" " 0.4" " -0.00182735" " 1.04583" " 1.01854" " 1.01638" " 1.01727"
2.75794 " 15.6132" " 0.114335" " 1.686" " 0.4" " -0.0017939" " 1.04581" " 1.01854" " 1.01637" " 1.01727"
2.75894 " 15.5812" " 0.114151" " 1.6852" " 0.4" " -0.00176044" " 1.04579" " 1.01852" " 1.01636" " 1.01725"
2.75994 " 15.5498" " 0.113979" " 1.68441" " 0.4" " -0.00172695" " 1.04578" " 1.01851" " 1.01635" " 1.01724"
2.76094 " 15.519" " 0.11382" " 1.68362" " 0.4" " -0.00169345" " 1.04576" " 1.0185" " 1.01635" " 1.01723"
2.76194 " 15.4889" " 0.113673" " 1.68283" " 0.4" " -0.00165993" " 1.04574" " 1.01849" " 1.01634" " 1.01722"
2.76294 " 15.4593" " 0.113538" " 1.68205" " 0.4" " -0.00162639" " 1.04572" " 1.01848" " 1.01633" " 1.01721"
2.76394 " 15.4303" " 0.113416" " 1.68128" " 0.4" " -0.00159284" " 1.04571" " 1.01846" " 1.01632" " 1.0172"
2.76494 " 15.4019" " 0.113307" " 1.6805" " 0.4" " -0.00155928" " 1.04569" " 1.01845" " 1.01631" " 1.01719"
2.76594 " 15.3742" " 0.113209" " 1.67974" " 0.4" " -0.00152571" " 1.04567" " 1.01844" " 1.0163" " 1.01718"
2.76694 " 15.347" " 0.113124" " 1.67897" " 0.4" " -0.00149213" " 1.04566" " 1.01843" " 1.01629" " 1.01717"
2.76794 " 15.3205" " 0.113051" " 1.67821" " 0.4" " -0.00145854" " 1.04564" " 1.01842" " 1.01629" " 1.01716"
2.76894 " 15.2945" " 0.11299" " 1.67746" " 0.4" " -0.00142495" " 1.04562" " 1.01841" " 1.01628" " 1.01715"
2.76994 " 15.2692" " 0.112942" " 1.6767" " 0.4" " -0.00139135" " 1.0456" " 1.0184" " 1.01627" " 1.01714"
2.77094 " 15.2444" " 0.112905" " 1.67596" " 0.4" " -0.00135775" " 1.04559" " 1.01839" " 1.01626" " 1.01713"
2.77194 " 15.2203" " 0.112881" " 1.67521" " 0.4" " -0.00132415" " 1.04557" " 1.01838" " 1.01626" " 1.01712"
2.77294 " 15.1968" " 0.11287" " 1.67447" " 0.4" " -0.00129054" " 1.04555" " 1.01836" " 1.01625" " 1.01712"
2.77394 " 15.1738" " 0.11287" " 1.67374" " 0.4" " -0.00125694" " 1.04554" " 1.01835" " 1.01624" " 1.01711"
2.77494 " 15.1515" " 0.112883" " 1.673" " 0.4" " -0.00122334" " 1.04552" " 1.01834" " 1.01624" " 1.0171"
2.77594 " 15.1298" " 0.112907" " 1.67228" " 0.4" " -0.00118974" " 1.0455" " 1.01833" " 1.01623" " 1.01709"
2.77694 " 15.1087" " 0.112944" " 1.67155" " 0.4" " -0.00115615" " 1.04549" " 1.01832" " 1.01622" " 1.01708"
2.77794 " 15.0882" " 0.112993" " 1.67083" " 0.4" " -0.00112256" " 1.04547" " 1.01832" " 1.01622" " 1.01708"
2.77894 " 15.0683" " 0.113054" " 1.67011" " 0.4" " -0.00108898" " 1.04545" " 1.01831" " 1.01621" " 1.01707"
2.77994 " 15.049" " 0.113127" " 1.6694" " 0.4" " -0.00105541" " 1.04544" " 1.0183" " 1.0162" " 1.01706"
2.78094 " 15.0303" " 0.113212" " 1.66869" " 0.4" " -0.00102186" " 1.04542" " 1.01829" " 1.0162" " 1.01705"
2.78194 " 15.0122" " 0.113308" " 1.66798" " 0.4" " -0.000988312" " 1.0454" " 1.01828" " 1.01619" " 1.01705"
2.78294 " 14.9947" " 0.113417" " 1.66728" " 0.4" " -0.00095478" " 1.04539" " 1.01827" " 1.01619" " 1.01704"
2.78394 " 14.9778" " 0.113538" " 1.66658" " 0.4" " -0.000921263" " 1.04537" " 1.01826" " 1.01618" " 1.01703"
2.78494 " 14.9615" " 0.113671" " 1.66588" " 0.4" " -0.000887763" " 1.04535" " 1.01825" " 1.01618" " 1.01703"
2.78594 " 14.9458" " 0.113815" " 1.66519" " 0.4" " -0.00085428" " 1.04534" " 1.01824" " 1.01618" " 1.01702"
2.78694 " 14.9308" " 0.113972" " 1.6645" " 0.4" " -0.000820816" " 1.04532" " 1.01824" " 1.01617" " 1.01701"
2.78794 " 14.9163" " 0.11414" " 1.66381" " 0.4" " -0.000787373" " 1.04531" " 1.01823" " 1.01617" " 1.01701"
2.78894 " 14.9024" " 0.11432" " 1.66313" " 0.4" " -0.000753952" " 1.04529" " 1.01822" " 1.01616" " 1.017"
2.78994 " 14.8891" " 0.114512" " 1.66245" " 0.4" " -0.000720554" " 1.04527" " 1.01821" " 1.01616" " 1.017"
2.79094 " 14.8765" " 0.114716" " 1.66177" " 0.4" " -0.000687181" " 1.04526" " 1.01821" " 1.01616" " 1.017"
2.79194 " 14.8644" " 0.114931" " 1.6611" " 0.4" " -0.000653834" " 1.04524" " 1.0182" " 1.01616" " 1.01699"
2.79294 " 14.8529" " 0.115158" " 1.66043" " 0.4" " -0.000620515" " 1.04523" " 1.0182" " 1.01615" " 1.01699"
2.79394 " 14.8421" " 0.115396" " 1.65976" " 0.4" " -0.000587224" " 1.04521" " 1.01819" " 1.01615" " 1.01698"
2.79494 " 14.8318" " 0.115646" " 1.6591" " 0.4" " -0.000553963" " 1.0452" " 1.01818" " 1.01615" " 1.01698"
2.79594 " 14.8221" " 0.115908" " 1.65844" " 0.4" " -0.000520733" " 1.04518" " 1.01818" " 1.01615" " 1.01697"
2.79694 " 14.8131" " 0.116181" " 1.65778" " 0.4" " -0.000487537" " 1.04517" " 1.01817" " 1.01614" " 1.01697"
2.79794 " 14.8046" " 0.116466" " 1.65712" " 0.4" " -0.000454374" " 1.04515" " 1.01817" " 1.01614" " 1.01697"
2.79894 " 14.7967" " 0.116762" " 1.65647" " 0.4" " -0.000421247" " 1.04514" " 1.01816" " 1.01614" " 1.01696"
2.79994 " 14.7894" " 0.11707" " 1.65582" " 0.4" " -0.000388157" " 1.04512" " 1.01815" " 1.01614" " 1.01696"
2.80094 " 14.7827" " 0.117389" " 1.65517" " 0.4" " -0.000355105" " 1.04511" " 1.01815" " 1.01614" " 1.01696"
2.80194 " 14.7766" " 0.117719" " 1.65453" " 0.4" " -0.000322093" " 1.04509" " 1.01814" " 1.01614" " 1.01695"
2.80294 " 14.7711" " 0.118061" " 1.65389" " 0.4" " -0.000289121" " 1.04508" " 1.01814" " 1.01614" " 1.01695"
2.80394 " 14.7662" " 0.118414" " 1.65325" " 0.4" " -0.000256191" " 1.04506" " 1.01813" " 1.01613" " 1.01695"
2.80494 " 14.7619" " 0.118779" " 1.65261" " 0.4" " -0.000223305" " 1.04505" " 1.01813" " 1.01613" " 1.01695"
2.80594 " 14.7582" " 0.119154" " 1.65198" " 0.4" " -0.000190464" " 1.04503" " 1.01812" " 1.01613" " 1.01694"
2.80694 " 14.7551" " 0.119541" " 1.65135" " 0.4" " -0.000157669" " 1.04502" " 1.01812" " 1.01613" " 1.01694"
2.80794 " 14.7525" " 0.119939" " 1.65072" " 0.4" " -0.000124921" " 1.04501" " 1.01811" " 1.01613" " 1.01694"
2.80894 " 14.7506" " 0.120348" " 1.65009" " 0.4" " -9.22215e-05" " 1.04499" " 1.01811" " 1.01613" " 1.01694"
2.80994 " 14.7492" " 0.120768" " 1.64947" " 0.4" " -5.95722e-05" " 1.04498" " 1.01811" " 1.01613" " 1.01694"
2.81094 " 14.7484" " 0.121199" " 1.64885" " 0.4" " -2.69742e-05" " 1.04496" " 1.0181" " 1.01613" " 1.01694"
2.81194 " 14.7482" " 0.121642" " 1.64823" " 0.4" " 5.57126e-06" " 1.04495" " 1.0181" " 1.01614" " 1.01694"
2.81294 " 14.7486" " 0.122095" " 1.64762" " 0.4" " 3.80629e-05" " 1.04494" " 1.0181" " 1.01614" " 1.01693"
2.81394 " 14.7496" " 0.122559" " 1.647" " 0.4" " 7.04995e-05" " 1.04492" " 1.01809" " 1.01614" " 1.01693"
2.81494 " 14.7512" " 0.123034" " 1.64639" " 0.4" " 0.00010288" " 1.04491" " 1.01809" " 1.01614" " 1.01693"
2.81594 " 14.7533" " 0.12352" " 1.64579" " 0.4" " 0.000135202" " 1.0449" " 1.01809" " 1.01614" " 1.01693"
2.81694 " 14.756" " 0.124017" " 1.64518" " 0.4" " 0.000167466" " 1.04488" " 1.01808" " 1.01614" " 1.01693"
2.81794 " 14.7593" " 0.124524" " 1.64458" " 0.4" " 0.000199669" " 1.04487" " 1.01808" " 1.01614" " 1.01693"
2.81894 " 14.7632" " 0.125042" " 1.64397" " 0.4" " 0.000231811" " 1.04486" " 1.01808" " 1.01615" " 1.01693"
2.81994 " 14.7677" " 0.125571" " 1.64337" " 0.4" " 0.000263891" " 1.04484" " 1.01808" " 1.01615" " 1.01693"
2.82094 " 14.7727" " 0.126111" " 1.64278" " 0.4" " 0.000295906" " 1.04483" " 1.01807" " 1.01615" " 1.01693"
2.82194 " 14.7783" " 0.126661" " 1.64218" " 0.4" " 0.000327856" " 1.04482" " 1.01807" " 1.01615" " 1.01693"
2.82294 " 14.7845" " 0.127222" " 1.64159" " 0.4" " 0.00035974" " 1.0448" " 1.01807" " 1.01616" " 1.01693"
2.82394 " 14.7913" " 0.127793" " 1.641" " 0.4" " 0.000391557" " 1.04479" " 1.01807" " 1.01616" " 1.01694"
2.82494 " 14.7986" " 0.128375" " 1.64041" " 0.4" " 0.000423304" " 1.04478" " 1.01807" " 1.01616" " 1.01694"
2.82594 " 14.8065" " 0.128967" " 1.63982" " 0.4" " 0.000454982" " 1.04477" " 1.01806" " 1.01616" " 1.01694"
2.82694 " 14.815" " 0.12957" " 1.63924" " 0.4" " 0.000486588" " 1.04475" " 1.01806" " 1.01617" " 1.01694"
2.82794 " 14.824" " 0.130183" " 1.63866" " 0.4" " 0.000518121" " 1.04474" " 1.01806" " 1.01617" " 1.01694"
2.82894 " 14.8336" " 0.130806" " 1.63808" " 0.4" " 0.000549581" " 1.04473" " 1.01806" " 1.01617" " 1.01694"
2.82994 " 14.8438" " 0.131439" " 1.6375" " 0.4" " 0.000580967" " 1.04472" " 1.01806" " 1.01618" " 1.01695"
2.83094 " 14.8546" " 0.132083" " 1.63692" " 0.4" " 0.000612276" " 1.0447" " 1.01806" " 1.01618" " 1.01695"
2.83194 " 14.8659" " 0.132737" " 1.63635" " 0.4" " 0.000643507" " 1.04469" " 1.01806" " 1.01619" " 1.01695"
2.83294 " 14.8777" " 0.133401" " 1.63578" " 0.4" " 0.000674661" " 1.04468" " 1.01806" " 1.01619" " 1.01695"
2.83394 " 14.8901" " 0.134075" " 1.63521" " 0.4" " 0.000705734" " 1.04467" " 1.01806" " 1.01619" " 1.01695"
2.83494 " 14.9031" " 0.13476" " 1.63464" " 0.4" " 0.000736727" " 1.04466" " 1.01805" " 1.0162" " 1.01696"
2.83594 " 14.9167" " 0.135454" " 1.63407" " 0.4" " 0.000767638" " 1.04464" " 1.01805" " 1.0162" " 1.01696"
2.83694 " 14.9308" " 0.136158" " 1.63351" " 0.4" " 0.000798466" " 1.04463" " 1.01805" " 1.01621" " 1.01696"
2.83794 " 14.9454" " 0.136872" " 1.63294" " 0.4" " 0.00082921" " 1.04462" " 1.01805" " 1.01621" " 1.01696"
2.83894 " 14.9606" " 0.137596" " 1.63238" " 0.4" " 0.000859868" " 1.04461" " 1.01805" " 1.01622" " 1.01697"
2.83994 " 14.9764" " 0.138329" " 1.63182" " 0.4" " 0.000890439" " 1.0446" " 1.01805" " 1.01622" " 1.01697"
2.84094 " 14.9927" " 0.139073" " 1.63127" " 0.4" " 0.000920923" " 1.04459" " 1.01805" " 1.01623" " 1.01697"
2.84194 " 15.0095" " 0.139826" " 1.63071" " 0.4" " 0.000951318" " 1.04457" " 1.01805" " 1.01623" " 1.01698"
2.84294 " 15.0269" " 0.140589" " 1.63016" " 0.4" " 0.000981623" " 1.04456" " 1.01805" " 1.01624" " 1.01698"
2.84394 " 15.0449" " 0.141361" " 1.6296" " 0.4" " 0.00101184" " 1.04455" " 1.01806" " 1.01624" " 1.01699"
2.84494 " 15.0633" " 0.142143" " 1.62905" " 0.4" " 0.00104196" " 1.04454" " 1.01806" " 1.01625" " 1.01699"
2.84594 " 15.0824" " 0.142935" " 1.6285" " 0.4" " 0.00107199" " 1.04453" " 1.01806" " 1.01626" " 1.01699"
2.84694 " 15.1019" " 0.143735" " 1.62796" " 0.4" " 0.00110192" " 1.04452" " 1.01806" " 1.01626" " 1.017"
2.84794 " 15.122" " 0.144546" " 1.62741" " 0.4" " 0.00113176" " 1.04451" " 1.01806" " 1.01627" " 1.017"
2.84894 " 15.1427" " 0.145365" " 1.62687" " 0.4" " 0.0011615" " 1.0445" " 1.01806" " 1.01627" " 1.017"
2.84994 " 15.1639" " 0.146194" " 1.62632" " 0.4" " 0.00119115" " 1.04449" " 1.01806" " 1.01628" " 1.01701"
2.85094 " 15.1856" " 0.147033" " 1.62578" " 0.4" " 0.00122069" " 1.04447" " 1.01806" " 1.01629" " 1.01701"
2.85194 " 15.2078" " 0.14788" " 1.62524" " 0.4" " 0.00125014" " 1.04446" " 1.01806" " 1.01629" " 1.01702"
2.85294 " 15.2306" " 0.148737" " 1.62471" " 0.4" " 0.00127948" " 1.04445" " 1.01806" " 1.0163" " 1.01702"
2.85394 " 15.2539" " 0.149602" " 1.62417" " 0.4" " 0.00130872" " 1.04444" " 1.01806" " 1.0163" " 1.01703"
2.85494 " 15.2777" " 0.150477" " 1.62363" " 0.4" " 0.00133786" " 1.04443" " 1.01806" " 1.01631" " 1.01703"
2.85594 " 15.302" " 0.151361" " 1.6231" " 0.4" " 0.0013669" " 1.04442" " 1.01807" " 1.01632" " 1.01704"
2.85694 " 15.3269" " 0.152254" " 1.62257" " 0.4" " 0.00139583" " 1.04441" " 1.01807" " 1.01632" " 1.01704"
2.85794 " 15.3523" " 0.153155" " 1.62204" " 0.4" " 0.00142466" " 1.0444" " 1.01807" " 1.01633" " 1.01705"
2.85894 " 15.3782" " 0.154066" " 1.62151" " 0.4" " 0.00145337" " 1.04439" " 1.01807" " 1.01634" " 1.01705"
2.85994 " 15.4046" " 0.154985" " 1.62098" " 0.4" " 0.00148198" " 1.04438" " 1.01807" " 1.01635" " 1.01706"
2.86094 " 15.4315" " 0.155913" " 1.62046" " 0.4" " 0.00151048" " 1.04437" " 1.01807" " 1.01635" " 1.01706"
2.86194 " 15.459" " 0.156849" " 1.61993" " 0.4" " 0.00153887" " 1.04436" " 1.01807" " 1.01636" " 1.01707"
2.86294 " 15.4869" " 0.157794" " 1.61941" " 0.4" " 0.00156715" " 1.04435" " 1.01808" " 1.01637" " 1.01707"
2.86394 " 15.5154" " 0.158748" " 1.61889" " 0.4" " 0.00159532" " 1.04434" " 1.01808" " 1.01637" " 1.01708"
2.86494 " 15.5444" " 0.15971" " 1.61837" " 0.4" " 0.00162337" " 1.04433" " 1.01808" " 1.01638" " 1.01708"
2.86594 " 15.5738" " 0.160681" " 1.61785" " 0.4" " 0.00165131" " 1.04431" " 1.01808" " 1.01639" " 1.01709"
2.86694 " 15.6038" " 0.16166" " 1.61733" " 0.4" " 0.00167913" " 1.0443" " 1.01808" " 1.0164" " 1.01709"
2.86794 " 15.6343" " 0.162647" " 1.61681" " 0.4" " 0.00170684" " 1.04429" " 1.01808" " 1.0164" " 1.0171"
2.86894 " 15.6653" " 0.163643" " 1.6163" " 0.4" " 0.00173443" " 1.04428" " 1.01809" " 1.01641" " 1.0171"
2.86994 " 15.6967" " 0.164647" " 1.61578" " 0.4" " 0.0017619" " 1.04427" " 1.01809" " 1.01642" " 1.01711"
2.87094 " 15.7287" " 0.165659" " 1.61527" " 0.4" " 0.00178925" " 1.04426" " 1.01809" " 1.01643" " 1.01711"
2.87194 " 15.7611" " 0.166679" " 1.61476" " 0.4" " 0.00181649" " 1.04425" " 1.01809" " 1.01643" " 1.01712"
2.87294 " 15.7941" " 0.167708" " 1.61425" " 0.4" " 0.0018436" " 1.04424" " 1.01809" " 1.01644" " 1.01712"
2.87393 " 15.8275" " 0.168744" " 1.61374" " 0.4" " 0.00187059" " 1.04423" " 1.01809" " 1.01645" " 1.01713"
2.87493 " 15.8614" " 0.169788" " 1.61324" " 0.4" " 0.00189746" " 1.04422" " 1.0181" " 1.01646" " 1.01714"
2.87593 " 15.8958" " 0.17084" " 1.61273" " 0.4" " 0.0019242" " 1.04421" " 1.0181" " 1.01646" " 1.01714"
2.87693 " 15.9307" " 0.1719" " 1.61223" " 0.4" " 0.00195082" " 1.0442" " 1.0181" " 1.01647" " 1.01715"
2.87793 " 15.9661" " 0.172967" " 1.61172" " 0.4" " 0.00197731" " 1.04419" " 1.0181" " 1.01648" " 1.01715"
2.87893 " 16.0019" " 0.174043" " 1.61122" " 0.4" " 0.00200368" " 1.04418" " 1.0181" " 1.01649" " 1.01716"
2.87993 " 16.0382" " 0.175126" " 1.61072" " 0.4" " 0.00202992" " 1.04417" " 1.0181" " 1.01649" " 1.01716"
2.88093 " 16.075" " 0.176216" " 1.61022" " 0.4" " 0.00205603" " 1.04416" " 1.01811" " 1.0165" " 1.01717"
2.88193 " 16.1122" " 0.177314" " 1.60972" " 0.4" " 0.00208201" " 1.04414" " 1.01811" " 1.01651" " 1.01717"
2.88293 " 16.1499" " 0.17842" " 1.60922" " 0.4" " 0.00210787" " 1.04413" " 1.01811" " 1.01652" " 1.01718"
2.88393 " 16.1881" " 0.179533" " 1.60873" " 0.4" " 0.00213359" " 1.04412" " 1.01811" " 1.01652" " 1.01718"
2.88493 " 16.2267" " 0.180653" " 1.60823" " 0.4" " 0.00215918" " 1.04411" " 1.01811" " 1.01653" " 1.01719"
2.88593 " 16.2658" " 0.181781" " 1.60774" " 0.4" " 0.00218464" " 1.0441" " 1.01811" " 1.01654" " 1.0172"
2.88693 " 16.3054" " 0.182916" " 1.60725" " 0.4" " 0.00220996" " 1.04409" " 1.01811" " 1.01655" " 1.0172"
2.88793 " 16.3454" " 0.184058" " 1.60676" " 0.4" " 0.00223515" " 1.04408" " 1.01811" " 1.01656" " 1.01721"
2.88893 " 16.3858" " 0.185207" " 1.60627" " 0.4" " 0.00226021" " 1.04407" " 1.01812" " 1.01656" " 1.01721"
2.88993 " 16.4268" " 0.186363" " 1.60578" " 0.4" " 0.00228513" " 1.04406" " 1.01812" " 1.01657" " 1.01722"
2.89093 " 16.4681" " 0.187526" " 1.60529" " 0.4" " 0.00230991" " 1.04405" " 1.01812" " 1.01658" " 1.01722"
2.89193 " 16.5099" " 0.188696" " 1.60481" " 0.4" " 0.00233456" " 1.04403" " 1.01812" " 1.01659" " 1.01723"
2.89293 " 16.5522" " 0.189873" " 1.60432" " 0.4" " 0.00235906" " 1.04402" " 1.01812" " 1.01659" " 1.01723"
2.89393 " 16.5948" " 0.191057" " 1.60384" " 0.4" " 0.00238343" " 1.04401" " 1.01812" " 1.0166" " 1.01724"
2.89493 " 16.638" " 0.192247" " 1.60336" " 0.4" " 0.00240766" " 1.044" " 1.01812" " 1.01661" " 1.01724"
2.89593 " 16.6815" " 0.193444" " 1.60288" " 0.4" " 0.00243175" " 1.04399" " 1.01812" " 1.01661" " 1.01725"
2.89693 " 16.7255" " 0.194648" " 1.6024" " 0.4" " 0.00245569" " 1.04398" " 1.01812" " 1.01662" " 1.01725"
2.89793 " 16.7699" " 0.195858" " 1.60192" " 0.4" " 0.0024795" " 1.04396" " 1.01812" " 1.01663" " 1.01726"
2.89893 " 16.8148" " 0.197075" " 1.60144" " 0.4" " 0.00250316" " 1.04395" " 1.01812" " 1.01664" " 1.01726"
2.89993 " 16.86" " 0.198298" " 1.60096" " 0.4" " 0.00252668" " 1.04394" " 1.01812" " 1.01664" " 1.01727"
2.90093 " 16.9057" " 0.199528" " 1.60049" " 0.4" " 0.00255005" " 1.04393" " 1.01812" " 1.01665" " 1.01727"
2.90193 " 16.9518" " 0.200763" " 1.60002" " 0.4" " 0.00257328" " 1.04392" " 1.01812" " 1.01666" " 1.01727"
2.90293 " 16.9984" " 0.202005" " 1.59954" " 0.4" " 0.00259636" " 1.0439" " 1.01812" " 1.01666" " 1.01728"
2.90393 " 17.0453" " 0.203254" " 1.59907" " 0.4" " 0.0026193" " 1.04389" " 1.01812" " 1.01667" " 1.01728"
2.90493 " 17.0927" " 0.204508" " 1.5986" " 0.4" " 0.00264209" " 1.04388" " 1.01812" " 1.01668" " 1.01729"
2.90593 " 17.1404" " 0.205768" " 1.59814" " 0.4" " 0.00266473" " 1.04387" " 1.01812" " 1.01668" " 1.01729"
2.90693 " 17.1886" " 0.207035" " 1.59767" " 0.4" " 0.00268722" " 1.04385" " 1.01812" " 1.01669" " 1.01729"
2.90793 " 17.2372" " 0.208307" " 1.5972" " 0.4" " 0.00270956" " 1.04384" " 1.01812" " 1.0167" " 1.0173"
2.90893 " 17.2861" " 0.209585" " 1.59674" " 0.4" " 0.00273176" " 1.04383" " 1.01812" " 1.0167" " 1.0173"
2.90993 " 17.3355" " 0.210869" " 1.59627" " 0.4" " 0.0027538" " 1.04381" " 1.01812" " 1.01671" " 1.01731"
2.91093 " 17.3853" " 0.212158" " 1.59581" " 0.4" " 0.00277569" " 1.0438" " 1.01812" " 1.01672" " 1.01731"
2.91193 " 17.4354" " 0.213454" " 1.59535" " 0.4" " 0.00279743" " 1.04379" " 1.01812" " 1.01672" " 1.01731"
2.91293 " 17.486" " 0.214754" " 1.59489" " 0.4" " 0.00281902" " 1.04377" " 1.01811" " 1.01673" " 1.01732"
2.91393 " 17.5369" " 0.216061" " 1.59443" " 0.4" " 0.00284045" " 1.04376" " 1.01811" " 1.01673" " 1.01732"
2.91493 " 17.5882" " 0.217373" " 1.59398" " 0.4" " 0.00286173" " 1.04375" " 1.01811" " 1.01674" " 1.01732"
2.91593 " 17.6399" " 0.21869" " 1.59352" " 0.4" " 0.00288285" " 1.04373" " 1.01811" " 1.01675" " 1.01732"
2.91693 " 17.692" " 0.220012" " 1.59307" " 0.4" " 0.00290382" " 1.04372" " 1.01811" " 1.01675" " 1.01733"
2.91793 " 17.7445" " 0.22134" " 1.59261" " 0.4" " 0.00292463" " 1.0437" " 1.0181" " 1.01676" " 1.01733"
2.91893 " 17.7973" " 0.222673" " 1.59216" " 0.4" " 0.00294529" " 1.04369" " 1.0181" " 1.01676" " 1.01733"
2.91993 " 17.8505" " 0.224011" " 1.59171" " 0.4" " 0.00296579" " 1.04367" " 1.0181" " 1.01677" " 1.01733"
2.92093 " 17.9041" " 0.225354" " 1.59126" " 0.4" " 0.00298613" " 1.04366" " 1.0181" " 1.01677" " 1.01734"
2.92193 " 17.958" " 0.226703" " 1.59081" " 0.4" " 0.00300632" " 1.04364" " 1.01809" " 1.01678" " 1.01734"
2.92293 " 18.0123" " 0.228056" " 1.59037" " 0.4" " 0.00302635" " 1.04363" " 1.01809" " 1.01678" " 1.01734"
2.92393 " 18.067" " 0.229414" " 1.58992" " 0.4" " 0.00304621" " 1.04361" " 1.01809" " 1.01679" " 1.01734"
2.92493 " 18.122" " 0.230776" " 1.58948" " 0.4" " 0.00306592" " 1.0436" " 1.01808" " 1.01679" " 1.01734"
2.92593 " 18.1773" " 0.232144" " 1.58904" " 0.4" " 0.00308546" " 1.04358" " 1.01808" " 1.0168" " 1.01734"
2.92693 " 18.2331" " 0.233516" " 1.58859" " 0.4" " 0.00310485" " 1.04357" " 1.01808" " 1.0168" " 1.01735"
2.92793 " 18.2891" " 0.234893" " 1.58815" " 0.4" " 0.00312407" " 1.04355" " 1.01807" " 1.01681" " 1.01735"
2.92893 " 18.3455" " 0.236274" " 1.58772" " 0.4" " 0.00314314" " 1.04354" " 1.01807" " 1.01681" " 1.01735"
2.92993 " 18.4023" " 0.23766" " 1.58728" " 0.4" " 0.00316203" " 1.04352" " 1.01806" " 1.01681" " 1.01735"
2.93093 " 18.4594" " 0.23905" " 1.58684" " 0.4" " 0.00318077" " 1.0435" " 1.01806" " 1.01682" " 1.01735"
2.93193 " 18.5168" " 0.240445" " 1.58641" " 0.4" " 0.00319934" " 1.04349" " 1.01805" " 1.01682" " 1.01735"
2.93293 " 18.5745" " 0.241843" " 1.58597" " 0.4" " 0.00321775" " 1.04347" " 1.01805" " 1.01682" " 1.01735"
2.93393 " 18.6326" " 0.243246" " 1.58554" " 0.4" " 0.003236" " 1.04345" " 1.01804" " 1.01683" " 1.01735"
2.93493 " 18.691" " 0.244653" " 1.58511" " 0.4" " 0.00325408" " 1.04343" " 1.01804" " 1.01683" " 1.01735"
2.93593 " 18.7498" " 0.246065" " 1.58468" " 0.4" " 0.00327199" " 1.04342" " 1.01803" " 1.01683" " 1.01735"
