Time(s); gENROE.delta; gENROE.PELEC; eSST1A.EFD; gENROE.PMECH; gENROE.SPEED; GEN1.V; LOAD.V; GEN2.V; FAULT.V
2.62795; 33.8002; 0.324835; 1.55972; 0.4; -0.00456402; 0.986376; 0.984213; 0.994642; 0.98939
2.62895; 33.7181; 0.323437; 1.55962; 0.4; -0.00455495; 0.986445; 0.984257; 0.994666; 0.989423
2.62995; 33.6362; 0.322043; 1.55951; 0.4; -0.00454571; 0.986512; 0.9843; 0.994691; 0.989457
2.63095; 33.5545; 0.320655; 1.55941; 0.4; -0.00453631; 0.98658; 0.984343; 0.994715; 0.989489
2.63195; 33.4729; 0.319271; 1.5593; 0.4; -0.00452674; 0.986646; 0.984385; 0.994739; 0.989522
2.63295; 33.3915; 0.317893; 1.5592; 0.4; -0.00451702; 0.986712; 0.984427; 0.994762; 0.989554
2.63395; 33.3103; 0.316519; 1.5591; 0.4; -0.00450714; 0.986777; 0.984468; 0.994785; 0.989585
2.63495; 33.2292; 0.315151; 1.55899; 0.4; -0.00449709; 0.986841; 0.984509; 0.994807; 0.989616
2.63595; 33.1484; 0.313788; 1.55889; 0.4; -0.00448689; 0.986905; 0.984549; 0.99483; 0.989647
2.63695; 33.0677; 0.31243; 1.55879; 0.4; -0.00447653; 0.986968; 0.984589; 0.994851; 0.989677
2.63795; 32.9872; 0.311077; 1.55869; 0.4; -0.00446601; 0.987031; 0.984628; 0.994873; 0.989706
2.63895; 32.9069; 0.30973; 1.55859; 0.4; -0.00445533; 0.987092; 0.984666; 0.994894; 0.989735
2.63995; 32.8268; 0.308388; 1.55849; 0.4; -0.0044445; 0.987154; 0.984704; 0.994915; 0.989764
2.64095; 32.7469; 0.307051; 1.55839; 0.4; -0.00443351; 0.987214; 0.984742; 0.994935; 0.989793
2.64195; 32.6672; 0.30572; 1.5583; 0.4; -0.00442236; 0.987274; 0.984779; 0.994955; 0.98982
2.64295; 32.5877; 0.304395; 1.5582; 0.4; -0.00441107; 0.987333; 0.984816; 0.994975; 0.989848
2.64395; 32.5084; 0.303075; 1.5581; 0.4; -0.00439961; 0.987391; 0.984852; 0.994994; 0.989875
2.64495; 32.4293; 0.301761; 1.558; 0.4; -0.00438801; 0.987449; 0.984887; 0.995013; 0.989901
2.64595; 32.3504; 0.300452; 1.55791; 0.4; -0.00437625; 0.987507; 0.984922; 0.995032; 0.989928
2.64695; 32.2718; 0.299149; 1.55781; 0.4; -0.00436434; 0.987563; 0.984957; 0.99505; 0.989953
2.64795; 32.1933; 0.297852; 1.55772; 0.4; -0.00435227; 0.987619; 0.984991; 0.995068; 0.989979
2.64895; 32.1151; 0.296561; 1.55762; 0.4; -0.00434006; 0.987674; 0.985024; 0.995086; 0.990004
2.64995; 32.0371; 0.295275; 1.55753; 0.4; -0.0043277; 0.987729; 0.985057; 0.995103; 0.990028
2.65095; 31.9593; 0.293995; 1.55744; 0.4; -0.00431519; 0.987783; 0.98509; 0.99512; 0.990052
2.65195; 31.8817; 0.292722; 1.55735; 0.4; -0.00430252; 0.987837; 0.985122; 0.995136; 0.990076
2.65295; 31.8044; 0.291454; 1.55725; 0.4; -0.00428972; 0.987889; 0.985154; 0.995153; 0.990099
2.65395; 31.7273; 0.290193; 1.55716; 0.4; -0.00427676; 0.987941; 0.985185; 0.995169; 0.990122
2.65495; 31.6504; 0.288937; 1.55707; 0.4; -0.00426366; 0.987993; 0.985216; 0.995184; 0.990145
2.65595; 31.5738; 0.287688; 1.55698; 0.4; -0.00425041; 0.988044; 0.985246; 0.9952; 0.990167
2.65695; 31.4974; 0.286445; 1.55689; 0.4; -0.00423702; 0.988094; 0.985276; 0.995215; 0.990189
2.65795; 31.4213; 0.285208; 1.5568; 0.4; -0.00422348; 0.988144; 0.985305; 0.995229; 0.99021
2.65895; 31.3454; 0.283977; 1.55671; 0.4; -0.0042098; 0.988193; 0.985334; 0.995244; 0.990231
2.65995; 31.2697; 0.282753; 1.55663; 0.4; -0.00419598; 0.988242; 0.985363; 0.995258; 0.990252
2.66095; 31.1943; 0.281535; 1.55654; 0.4; -0.00418201; 0.98829; 0.985391; 0.995272; 0.990272
2.66195; 31.1192; 0.280324; 1.55645; 0.4; -0.00416791; 0.988337; 0.985418; 0.995285; 0.990292
2.66295; 31.0443; 0.279119; 1.55636; 0.4; -0.00415366; 0.988384; 0.985446; 0.995298; 0.990311
2.66395; 30.9696; 0.27792; 1.55628; 0.4; -0.00413927; 0.98843; 0.985472; 0.995311; 0.99033
2.66495; 30.8953; 0.276728; 1.55619; 0.4; -0.00412475; 0.988476; 0.985499; 0.995324; 0.990349
2.66595; 30.8211; 0.275543; 1.55611; 0.4; -0.00411008; 0.988521; 0.985524; 0.995336; 0.990368
2.66695; 30.7473; 0.274364; 1.55602; 0.4; -0.00409528; 0.988565; 0.98555; 0.995348; 0.990386
2.66795; 30.6737; 0.273191; 1.55594; 0.4; -0.00408034; 0.988609; 0.985575; 0.99536; 0.990403
2.66895; 30.6004; 0.272026; 1.55586; 0.4; -0.00406527; 0.988652; 0.9856; 0.995372; 0.990421
2.66995; 30.5274; 0.270867; 1.55578; 0.4; -0.00405006; 0.988695; 0.985624; 0.995383; 0.990438
2.67095; 30.4546; 0.269715; 1.55569; 0.4; -0.00403472; 0.988737; 0.985648; 0.995394; 0.990455
2.67195; 30.3821; 0.26857; 1.55561; 0.4; -0.00401924; 0.988779; 0.985671; 0.995405; 0.990471
2.67295; 30.3099; 0.267432; 1.55553; 0.4; -0.00400363; 0.98882; 0.985694; 0.995415; 0.990487
2.67395; 30.238; 0.266301; 1.55545; 0.4; -0.00398789; 0.988861; 0.985717; 0.995425; 0.990503
2.67495; 30.1663; 0.265176; 1.55537; 0.4; -0.00397202; 0.988901; 0.985739; 0.995435; 0.990518
2.67595; 30.095; 0.264059; 1.55529; 0.4; -0.00395602; 0.98894; 0.985761; 0.995445; 0.990533
2.67695; 30.0239; 0.262948; 1.55521; 0.4; -0.00393989; 0.988979; 0.985782; 0.995454; 0.990548
2.67795; 29.9531; 0.261845; 1.55513; 0.4; -0.00392363; 0.989018; 0.985803; 0.995464; 0.990563
2.67895; 29.8827; 0.260748; 1.55506; 0.4; -0.00390724; 0.989056; 0.985824; 0.995473; 0.990577
2.67995; 29.8125; 0.259659; 1.55498; 0.4; -0.00389072; 0.989093; 0.985844; 0.995481; 0.990591
2.68095; 29.7426; 0.258577; 1.5549; 0.4; -0.00387408; 0.98913; 0.985864; 0.99549; 0.990604
2.68195; 29.673; 0.257502; 1.55483; 0.4; -0.00385732; 0.989166; 0.985884; 0.995498; 0.990617
2.68295; 29.6037; 0.256435; 1.55475; 0.4; -0.00384043; 0.989202; 0.985903; 0.995506; 0.99063
2.68395; 29.5348; 0.255374; 1.55467; 0.4; -0.00382341; 0.989238; 0.985922; 0.995514; 0.990643
2.68495; 29.4661; 0.254321; 1.5546; 0.4; -0.00380628; 0.989273; 0.985941; 0.995521; 0.990656
2.68595; 29.3977; 0.253275; 1.55453; 0.4; -0.00378902; 0.989307; 0.985959; 0.995529; 0.990668
2.68695; 29.3297; 0.252237; 1.55445; 0.4; -0.00377164; 0.989341; 0.985977; 0.995536; 0.99068
2.68795; 29.2619; 0.251205; 1.55438; 0.4; -0.00375414; 0.989374; 0.985994; 0.995543; 0.990691
2.68895; 29.1945; 0.250182; 1.55431; 0.4; -0.00373652; 0.989407; 0.986011; 0.995549; 0.990702
2.68995; 29.1274; 0.249166; 1.55423; 0.4; -0.00371878; 0.98944; 0.986028; 0.995556; 0.990713
2.69095; 29.0607; 0.248157; 1.55416; 0.4; -0.00370093; 0.989472; 0.986045; 0.995562; 0.990724
2.69195; 28.9942; 0.247155; 1.55409; 0.4; -0.00368296; 0.989504; 0.986061; 0.995568; 0.990735
2.69295; 28.9281; 0.246162; 1.55402; 0.4; -0.00366487; 0.989535; 0.986077; 0.995574; 0.990745
2.69395; 28.8623; 0.245176; 1.55395; 0.4; -0.00364667; 0.989565; 0.986093; 0.99558; 0.990755
2.69495; 28.7968; 0.244197; 1.55388; 0.4; -0.00362836; 0.989595; 0.986108; 0.995586; 0.990765
2.69595; 28.7316; 0.243226; 1.55381; 0.4; -0.00360993; 0.989625; 0.986123; 0.995591; 0.990774
2.69695; 28.6668; 0.242263; 1.55374; 0.4; -0.00359139; 0.989654; 0.986138; 0.995596; 0.990784
2.69795; 28.6023; 0.241307; 1.55368; 0.4; -0.00357274; 0.989683; 0.986152; 0.995601; 0.990793
2.69895; 28.5382; 0.24036; 1.55361; 0.4; -0.00355398; 0.989712; 0.986166; 0.995606; 0.990802
2.69995; 28.4744; 0.23942; 1.55354; 0.4; -0.0035351; 0.98974; 0.98618; 0.995611; 0.99081
2.70095; 28.4109; 0.238487; 1.55347; 0.4; -0.00351612; 0.989767; 0.986193; 0.995615; 0.990819
2.70195; 28.3478; 0.237563; 1.55341; 0.4; -0.00349704; 0.989794; 0.986207; 0.995619; 0.990827
2.70295; 28.285; 0.236646; 1.55334; 0.4; -0.00347784; 0.989821; 0.98622; 0.995624; 0.990835
2.70395; 28.2226; 0.235737; 1.55328; 0.4; -0.00345854; 0.989847; 0.986232; 0.995628; 0.990842
2.70495; 28.1605; 0.234836; 1.55321; 0.4; -0.00343914; 0.989873; 0.986245; 0.995631; 0.99085
2.70595; 28.0988; 0.233943; 1.55315; 0.4; -0.00341963; 0.989899; 0.986257; 0.995635; 0.990857
2.70695; 28.0374; 0.233058; 1.55308; 0.4; -0.00340002; 0.989924; 0.986269; 0.995639; 0.990865
2.70795; 27.9764; 0.232181; 1.55302; 0.4; -0.00338031; 0.989949; 0.986281; 0.995642; 0.990871
2.70895; 27.9157; 0.231312; 1.55296; 0.4; -0.00336049; 0.989973; 0.986292; 0.995645; 0.990878
2.70995; 27.8554; 0.230451; 1.55289; 0.4; -0.00334058; 0.989997; 0.986303; 0.995649; 0.990885
2.71095; 27.7955; 0.229597; 1.55283; 0.4; -0.00332056; 0.990021; 0.986314; 0.995651; 0.990891
2.71195; 27.7359; 0.228752; 1.55277; 0.4; -0.00330045; 0.990044; 0.986325; 0.995654; 0.990897
2.71295; 27.6767; 0.227915; 1.55271; 0.4; -0.00328024; 0.990067; 0.986335; 0.995657; 0.990903
2.71395; 27.6178; 0.227086; 1.55265; 0.4; -0.00325994; 0.990089; 0.986346; 0.99566; 0.990909
2.71495; 27.5593; 0.226265; 1.55259; 0.4; -0.00323954; 0.990111; 0.986356; 0.995662; 0.990915
2.71595; 27.5012; 0.225453; 1.55253; 0.4; -0.00321904; 0.990133; 0.986365; 0.995665; 0.99092
2.71695; 27.4434; 0.224648; 1.55247; 0.4; -0.00319845; 0.990155; 0.986375; 0.995667; 0.990926
2.71795; 27.386; 0.223852; 1.55241; 0.4; -0.00317777; 0.990176; 0.986384; 0.995669; 0.990931
2.71895; 27.329; 0.223063; 1.55235; 0.4; -0.003157; 0.990196; 0.986393; 0.995671; 0.990936
2.71995; 27.2724; 0.222283; 1.55229; 0.4; -0.00313613; 0.990217; 0.986402; 0.995673; 0.990941
2.72095; 27.2161; 0.221511; 1.55224; 0.4; -0.00311518; 0.990237; 0.986411; 0.995675; 0.990946
2.72195; 27.1602; 0.220748; 1.55218; 0.4; -0.00309414; 0.990256; 0.98642; 0.995676; 0.99095
2.72295; 27.1047; 0.219993; 1.55212; 0.4; -0.00307301; 0.990276; 0.986428; 0.995678; 0.990955
2.72395; 27.0496; 0.219246; 1.55207; 0.4; -0.00305179; 0.990295; 0.986436; 0.995679; 0.990959
2.72495; 26.9949; 0.218507; 1.55201; 0.4; -0.00303049; 0.990314; 0.986444; 0.995681; 0.990963
2.72595; 26.9405; 0.217776; 1.55196; 0.4; -0.0030091; 0.990332; 0.986452; 0.995682; 0.990967
2.72695; 26.8865; 0.217054; 1.5519; 0.4; -0.00298763; 0.99035; 0.98646; 0.995683; 0.990971
2.72795; 26.8329; 0.21634; 1.55185; 0.4; -0.00296608; 0.990368; 0.986467; 0.995685; 0.990975
2.72895; 26.7798; 0.215635; 1.55179; 0.4; -0.00294444; 0.990386; 0.986474; 0.995686; 0.990979
2.72995; 26.7269; 0.214938; 1.55174; 0.4; -0.00292273; 0.990403; 0.986481; 0.995687; 0.990982
2.73095; 26.6745; 0.214249; 1.55169; 0.4; -0.00290093; 0.99042; 0.986488; 0.995688; 0.990986
2.73195; 26.6225; 0.213569; 1.55163; 0.4; -0.00287905; 0.990436; 0.986495; 0.995689; 0.990989
2.73295; 26.5709; 0.212897; 1.55158; 0.4; -0.0028571; 0.990453; 0.986502; 0.995689; 0.990992
2.73395; 26.5197; 0.212234; 1.55153; 0.4; -0.00283507; 0.990469; 0.986508; 0.99569; 0.990995
2.73495; 26.4688; 0.211579; 1.55148; 0.4; -0.00281296; 0.990485; 0.986515; 0.995691; 0.990998
2.73594; 26.4184; 0.210933; 1.55143; 0.4; -0.00279078; 0.9905; 0.986521; 0.995691; 0.991001
2.73694; 26.3684; 0.210295; 1.55138; 0.4; -0.00276853; 0.990516; 0.986527; 0.995692; 0.991004
2.73794; 26.3187; 0.209665; 1.55133; 0.4; -0.0027462; 0.990531; 0.986533; 0.995692; 0.991007
2.73894; 26.2695; 0.209044; 1.55128; 0.4; -0.0027238; 0.990546; 0.986539; 0.995693; 0.991009
2.73994; 26.2207; 0.208432; 1.55123; 0.4; -0.00270133; 0.99056; 0.986544; 0.995693; 0.991012
2.74094; 26.1722; 0.207827; 1.55118; 0.4; -0.00267879; 0.990574; 0.98655; 0.995694; 0.991014
2.74194; 26.1242; 0.207232; 1.55113; 0.4; -0.00265617; 0.990588; 0.986555; 0.995694; 0.991017
2.74294; 26.0766; 0.206645; 1.55108; 0.4; -0.0026335; 0.990602; 0.98656; 0.995694; 0.991019
2.74394; 26.0294; 0.206067; 1.55103; 0.4; -0.00261075; 0.990616; 0.986566; 0.995694; 0.991021
2.74494; 25.9826; 0.205497; 1.55098; 0.4; -0.00258794; 0.990629; 0.986571; 0.995695; 0.991024
2.74594; 25.9363; 0.204936; 1.55094; 0.4; -0.00256506; 0.990642; 0.986575; 0.995695; 0.991026
2.74694; 25.8903; 0.204383; 1.55089; 0.4; -0.00254212; 0.990655; 0.98658; 0.995695; 0.991028
2.74794; 25.8447; 0.203839; 1.55084; 0.4; -0.00251912; 0.990668; 0.986585; 0.995695; 0.99103
2.74894; 25.7996; 0.203303; 1.5508; 0.4; -0.00249605; 0.99068; 0.98659; 0.995695; 0.991032
2.74994; 25.7549; 0.202776; 1.55075; 0.4; -0.00247293; 0.990693; 0.986594; 0.995695; 0.991034
2.75094; 25.7106; 0.202258; 1.55071; 0.4; -0.00244974; 0.990705; 0.986599; 0.995695; 0.991036
2.75194; 25.6667; 0.201748; 1.55066; 0.4; -0.0024265; 0.990717; 0.986603; 0.995695; 0.991037
2.75294; 25.6232; 0.201247; 1.55062; 0.4; -0.00240319; 0.990728; 0.986607; 0.995695; 0.991039
2.75394; 25.5802; 0.200755; 1.55057; 0.4; -0.00237983; 0.99074; 0.986611; 0.995695; 0.991041
2.75494; 25.5375; 0.200271; 1.55053; 0.4; -0.00235642; 0.990751; 0.986615; 0.995695; 0.991042
2.75594; 25.4953; 0.199796; 1.55049; 0.4; -0.00233295; 0.990762; 0.98662; 0.995695; 0.991044
2.75694; 25.4536; 0.199329; 1.55044; 0.4; -0.00230942; 0.990773; 0.986623; 0.995695; 0.991046
2.75794; 25.4122; 0.198871; 1.5504; 0.4; -0.00228584; 0.990784; 0.986627; 0.995695; 0.991047
2.75894; 25.3713; 0.198422; 1.55036; 0.4; -0.00226221; 0.990794; 0.986631; 0.995695; 0.991049
2.75994; 25.3308; 0.197981; 1.55032; 0.4; -0.00223853; 0.990805; 0.986635; 0.995695; 0.99105
2.76094; 25.2907; 0.197549; 1.55027; 0.4; -0.0022148; 0.990815; 0.986639; 0.995695; 0.991052
2.76194; 25.251; 0.197125; 1.55023; 0.4; -0.00219102; 0.990825; 0.986642; 0.995695; 0.991053
2.76294; 25.2118; 0.196711; 1.55019; 0.4; -0.0021672; 0.990835; 0.986646; 0.995695; 0.991055
2.76394; 25.173; 0.196305; 1.55015; 0.4; -0.00214332; 0.990845; 0.986649; 0.995695; 0.991056
2.76494; 25.1346; 0.195907; 1.55011; 0.4; -0.0021194; 0.990855; 0.986653; 0.995695; 0.991058
2.76594; 25.0967; 0.195519; 1.55007; 0.4; -0.00209544; 0.990864; 0.986656; 0.995695; 0.991059
2.76694; 25.0592; 0.195138; 1.55003; 0.4; -0.00207143; 0.990873; 0.986659; 0.995695; 0.99106
2.76794; 25.0221; 0.194767; 1.54999; 0.4; -0.00204738; 0.990882; 0.986663; 0.995695; 0.991062
2.76894; 24.9855; 0.194404; 1.54995; 0.4; -0.00202329; 0.990891; 0.986666; 0.995696; 0.991063
2.76994; 24.9493; 0.19405; 1.54992; 0.4; -0.00199915; 0.9909; 0.986669; 0.995696; 0.991065
2.77094; 24.9135; 0.193705; 1.54988; 0.4; -0.00197498; 0.990909; 0.986672; 0.995696; 0.991066
2.77194; 24.8782; 0.193368; 1.54984; 0.4; -0.00195077; 0.990918; 0.986676; 0.995696; 0.991068
2.77294; 24.8433; 0.19304; 1.5498; 0.4; -0.00192652; 0.990926; 0.986679; 0.995696; 0.991069
2.77394; 24.8088; 0.19272; 1.54976; 0.4; -0.00190223; 0.990935; 0.986682; 0.995696; 0.99107
2.77494; 24.7748; 0.192409; 1.54973; 0.4; -0.00187791; 0.990943; 0.986685; 0.995697; 0.991072
2.77594; 24.7412; 0.192107; 1.54969; 0.4; -0.00185355; 0.990951; 0.986688; 0.995697; 0.991073
2.77694; 24.7081; 0.191813; 1.54965; 0.4; -0.00182916; 0.990959; 0.986691; 0.995697; 0.991075
2.77794; 24.6754; 0.191528; 1.54962; 0.4; -0.00180474; 0.990967; 0.986694; 0.995698; 0.991076
2.77894; 24.6431; 0.191252; 1.54958; 0.4; -0.00178028; 0.990975; 0.986697; 0.995698; 0.991078
2.77994; 24.6113; 0.190984; 1.54955; 0.4; -0.0017558; 0.990983; 0.9867; 0.995698; 0.991079
2.78094; 24.5799; 0.190725; 1.54951; 0.4; -0.00173128; 0.99099; 0.986703; 0.995699; 0.991081
2.78194; 24.549; 0.190475; 1.54947; 0.4; -0.00170674; 0.990998; 0.986706; 0.995699; 0.991082
2.78294; 24.5185; 0.190233; 1.54944; 0.4; -0.00168217; 0.991005; 0.986709; 0.9957; 0.991084
2.78394; 24.4884; 0.19; 1.5494; 0.4; -0.00165757; 0.991012; 0.986712; 0.995701; 0.991085
2.78494; 24.4588; 0.189775; 1.54937; 0.4; -0.00163295; 0.99102; 0.986715; 0.995701; 0.991087
2.78594; 24.4296; 0.189559; 1.54934; 0.4; -0.0016083; 0.991027; 0.986718; 0.995702; 0.991088
2.78694; 24.4009; 0.189352; 1.5493; 0.4; -0.00158363; 0.991034; 0.986721; 0.995703; 0.99109
2.78794; 24.3726; 0.189153; 1.54927; 0.4; -0.00155893; 0.991041; 0.986724; 0.995703; 0.991092
2.78894; 24.3448; 0.188964; 1.54924; 0.4; -0.00153422; 0.99105; 0.986731; 0.995708; 0.991098
2.78994; 24.3174; 0.188782; 1.54921; 0.4; -0.00150948; 0.991057; 0.986734; 0.995708; 0.991099
2.79094; 24.2904; 0.188609; 1.54917; 0.4; -0.00148473; 0.991064; 0.986737; 0.995709; 0.991101
2.79194; 24.2639; 0.188444; 1.54914; 0.4; -0.00145995; 0.99107; 0.98674; 0.99571; 0.991103
2.79294; 24.2379; 0.188288; 1.54911; 0.4; -0.00143516; 0.991077; 0.986742; 0.995711; 0.991104
2.79394; 24.2123; 0.188141; 1.54908; 0.4; -0.00141035; 0.991084; 0.986745; 0.995712; 0.991106
2.79494; 24.1871; 0.188002; 1.54905; 0.4; -0.00138553; 0.99109; 0.986748; 0.995713; 0.991108
2.79594; 24.1624; 0.187871; 1.54901; 0.4; -0.00136069; 0.991096; 0.986751; 0.995714; 0.99111
2.79694; 24.1381; 0.187749; 1.54898; 0.4; -0.00133584; 0.991103; 0.986754; 0.995715; 0.991112
2.79794; 24.1143; 0.187636; 1.54895; 0.4; -0.00131097; 0.991109; 0.986757; 0.995717; 0.991114
2.79894; 24.0909; 0.187531; 1.54892; 0.4; -0.0012861; 0.991115; 0.98676; 0.995718; 0.991116
2.79994; 24.068; 0.187435; 1.54889; 0.4; -0.00126121; 0.991121; 0.986762; 0.995719; 0.991118
2.80094; 24.0455; 0.187347; 1.54886; 0.4; -0.00123631; 0.991127; 0.986765; 0.995721; 0.99112
2.80194; 24.0235; 0.187267; 1.54883; 0.4; -0.00121141; 0.991133; 0.986768; 0.995722; 0.991122
2.80294; 24.0019; 0.187196; 1.5488; 0.4; -0.0011865; 0.991139; 0.986771; 0.995724; 0.991124
2.80394; 23.9808; 0.187133; 1.54877; 0.4; -0.00116158; 0.991145; 0.986774; 0.995725; 0.991127
2.80494; 23.9601; 0.187079; 1.54874; 0.4; -0.00113665; 0.991151; 0.986777; 0.995727; 0.991129
2.80594; 23.9398; 0.187033; 1.54871; 0.4; -0.00111172; 0.991157; 0.98678; 0.995729; 0.991131
2.80694; 23.9201; 0.186996; 1.54868; 0.4; -0.00108679; 0.991163; 0.986784; 0.995731; 0.991134
2.80794; 23.9007; 0.186967; 1.54865; 0.4; -0.00106185; 0.991169; 0.986787; 0.995732; 0.991136
2.80894; 23.8818; 0.186946; 1.54863; 0.4; -0.00103691; 0.991175; 0.98679; 0.995734; 0.991139
2.80994; 23.8634; 0.186934; 1.5486; 0.4; -0.00101198; 0.991181; 0.986793; 0.995736; 0.991141
2.81094; 23.8454; 0.18693; 1.54857; 0.4; -0.000987037; 0.991186; 0.986796; 0.995739; 0.991144
2.81194; 23.8279; 0.186934; 1.54854; 0.4; -0.0009621; 0.991192; 0.986799; 0.995741; 0.991147
2.81294; 23.8108; 0.186947; 1.54851; 0.4; -0.000937165; 0.991198; 0.986803; 0.995743; 0.99115
2.81394; 23.7941; 0.186968; 1.54849; 0.4; -0.000912233; 0.991203; 0.986806; 0.995745; 0.991152
2.81494; 23.7779; 0.186997; 1.54846; 0.4; -0.000887306; 0.991209; 0.986809; 0.995748; 0.991155
2.81594; 23.7622; 0.187035; 1.54843; 0.4; -0.000862383; 0.991215; 0.986813; 0.99575; 0.991158
2.81694; 23.7469; 0.187081; 1.54841; 0.4; -0.000837466; 0.99122; 0.986816; 0.995753; 0.991161
2.81794; 23.732; 0.187135; 1.54838; 0.4; -0.000812557; 0.991226; 0.98682; 0.995756; 0.991164
2.81894; 23.7176; 0.187197; 1.54836; 0.4; -0.000787655; 0.991231; 0.986823; 0.995758; 0.991168
2.81994; 23.7037; 0.187267; 1.54833; 0.4; -0.000762762; 0.991237; 0.986827; 0.995761; 0.991171
2.82094; 23.6902; 0.187346; 1.5483; 0.4; -0.000737879; 0.991243; 0.986831; 0.995764; 0.991174
2.82194; 23.6771; 0.187433; 1.54828; 0.4; -0.000713007; 0.991248; 0.986834; 0.995767; 0.991178
2.82294; 23.6645; 0.187528; 1.54825; 0.4; -0.000688147; 0.991254; 0.986838; 0.99577; 0.991181
2.82394; 23.6523; 0.187631; 1.54823; 0.4; -0.000663299; 0.991259; 0.986842; 0.995773; 0.991185
2.82494; 23.6406; 0.187742; 1.5482; 0.4; -0.000638465; 0.991265; 0.986846; 0.995776; 0.991188
2.82594; 23.6294; 0.187861; 1.54818; 0.4; -0.000613646; 0.99127; 0.986849; 0.99578; 0.991192
2.82694; 23.6185; 0.187989; 1.54815; 0.4; -0.000588842; 0.991276; 0.986853; 0.995783; 0.991196
2.82794; 23.6082; 0.188124; 1.54813; 0.4; -0.000564055; 0.991281; 0.986857; 0.995786; 0.991199
2.82894; 23.5982; 0.188268; 1.5481; 0.4; -0.000539285; 0.991287; 0.986861; 0.99579; 0.991203
2.82994; 23.5887; 0.188419; 1.54808; 0.4; -0.000514534; 0.991292; 0.986865; 0.995793; 0.991207
2.83094; 23.5797; 0.188578; 1.54805; 0.4; -0.000489802; 0.991298; 0.986869; 0.995797; 0.991211
2.83194; 23.5711; 0.188746; 1.54803; 0.4; -0.00046509; 0.991303; 0.986874; 0.995801; 0.991215
2.83294; 23.563; 0.188921; 1.548; 0.4; -0.0004404; 0.991309; 0.986878; 0.995805; 0.991219
2.83394; 23.5553; 0.189105; 1.54798; 0.4; -0.000415731; 0.991314; 0.986882; 0.995809; 0.991224
2.83494; 23.548; 0.189296; 1.54796; 0.4; -0.000391086; 0.99132; 0.986886; 0.995812; 0.991228
2.83594; 23.5412; 0.189495; 1.54793; 0.4; -0.000366464; 0.991325; 0.986891; 0.995817; 0.991232
2.83694; 23.5348; 0.189703; 1.54791; 0.4; -0.000341868; 0.991334; 0.9869; 0.995824; 0.991241
2.83794; 23.5289; 0.189918; 1.54789; 0.4; -0.000317297; 0.991339; 0.986905; 0.995829; 0.991246
2.83894; 23.5234; 0.190141; 1.54786; 0.4; -0.000292753; 0.991345; 0.98691; 0.995833; 0.99125
2.83994; 23.5183; 0.190371; 1.54784; 0.4; -0.000268237; 0.991351; 0.986915; 0.995838; 0.991255
2.84094; 23.5137; 0.19061; 1.54782; 0.4; -0.000243749; 0.991356; 0.986919; 0.995842; 0.99126
2.84194; 23.5096; 0.190856; 1.5478; 0.4; -0.00021929; 0.991362; 0.986924; 0.995847; 0.991265
2.84294; 23.5058; 0.19111; 1.54777; 0.4; -0.000194862; 0.991368; 0.986929; 0.995852; 0.99127
2.84394; 23.5025; 0.191371; 1.54775; 0.4; -0.000170465; 0.991374; 0.986934; 0.995856; 0.991275
2.84494; 23.4997; 0.19164; 1.54773; 0.4; -0.000146101; 0.991379; 0.986939; 0.995861; 0.99128
2.84594; 23.4973; 0.191917; 1.54771; 0.4; -0.000121769; 0.991385; 0.986944; 0.995866; 0.991286
2.84694; 23.4953; 0.192202; 1.54769; 0.4; -9.74714e-05; 0.991391; 0.986949; 0.995871; 0.991291
2.84794; 23.4938; 0.192494; 1.54766; 0.4; -7.32086e-05; 0.991397; 0.986954; 0.995876; 0.991296
2.84894; 23.4927; 0.192794; 1.54764; 0.4; -4.89814e-05; 0.991403; 0.98696; 0.995882; 0.991302
2.84994; 23.492; 0.193101; 1.54762; 0.4; -2.47908e-05; 0.991408; 0.986965; 0.995887; 0.991307
2.85094; 23.4918; 0.193416; 1.5476; 0.4; -6.37741e-07; 0.991414; 0.98697; 0.995892; 0.991313
2.85194; 23.492; 0.193738; 1.54758; 0.4; 2.3477e-05; 0.99142; 0.986975; 0.995898; 0.991318
2.85294; 23.4926; 0.194068; 1.54756; 0.4; 4.75525e-05; 0.991426; 0.986981; 0.995903; 0.991324
2.85394; 23.4937; 0.194405; 1.54753; 0.4; 7.15879e-05; 0.991432; 0.986986; 0.995909; 0.99133
2.85494; 23.4952; 0.19475; 1.54751; 0.4; 9.55824e-05; 0.991438; 0.986992; 0.995914; 0.991336
2.85594; 23.4971; 0.195103; 1.54749; 0.4; 0.000119535; 0.991444; 0.986997; 0.99592; 0.991342
2.85694; 23.4995; 0.195462; 1.54747; 0.4; 0.000143445; 0.99145; 0.987003; 0.995926; 0.991348
2.85794; 23.5023; 0.195829; 1.54745; 0.4; 0.000167311; 0.991455; 0.987008; 0.995932; 0.991354
2.85894; 23.5055; 0.196203; 1.54743; 0.4; 0.000191133; 0.991461; 0.987014; 0.995937; 0.99136
2.85994; 23.5092; 0.196585; 1.54741; 0.4; 0.00021491; 0.991468; 0.98702; 0.995943; 0.991366
2.86094; 23.5133; 0.196974; 1.54739; 0.4; 0.00023864; 0.991474; 0.987025; 0.99595; 0.991372
2.86194; 23.5178; 0.19737; 1.54737; 0.4; 0.000262324; 0.99148; 0.987031; 0.995956; 0.991378
