Time(s); generator.delta; generator.PELEC; eSST4B.EFD; generator.PMECH; generator.SPEED; GEN1.V; LOAD.V; GEN2.V; FAULT.V
2.56396; 33.7336; 0.426574; 3.26534; 0.4; -0.0064318; 1.04976; 1.0215; 1.01969; 1.02058
2.56496; 33.6178; 0.424451; 3.2623; 0.4; -0.00643447; 1.05001; 1.02166; 1.01979; 1.02072
2.56596; 33.502; 0.422328; 3.25925; 0.4; -0.0064369; 1.05026; 1.02182; 1.0199; 1.02085
2.56696; 33.3861; 0.420205; 3.2562; 0.4; -0.00643909; 1.05051; 1.02198; 1.02; 1.02098
2.56796; 33.2701; 0.418083; 3.25315; 0.4; -0.00644102; 1.05075; 1.02214; 1.02011; 1.02111
2.56896; 33.1542; 0.41596; 3.25009; 0.4; -0.0064427; 1.051; 1.0223; 1.02021; 1.02124
2.56996; 33.0382; 0.413837; 3.24703; 0.4; -0.00644414; 1.05124; 1.02246; 1.02031; 1.02137
2.57096; 32.9222; 0.411715; 3.24396; 0.4; -0.00644533; 1.05148; 1.02261; 1.02041; 1.0215
2.57196; 32.8062; 0.409593; 3.24089; 0.4; -0.00644627; 1.05172; 1.02277; 1.02051; 1.02163
2.57296; 32.6901; 0.407472; 3.23782; 0.4; -0.00644697; 1.05196; 1.02292; 1.02061; 1.02175
2.57396; 32.5741; 0.405351; 3.23475; 0.4; -0.00644741; 1.0522; 1.02308; 1.02071; 1.02188
2.57496; 32.458; 0.403231; 3.23166; 0.4; -0.00644761; 1.05243; 1.02323; 1.02081; 1.022
2.57596; 32.342; 0.401112; 3.22858; 0.4; -0.00644756; 1.05267; 1.02338; 1.0209; 1.02213
2.57696; 32.2259; 0.398994; 3.22549; 0.4; -0.00644726; 1.0529; 1.02353; 1.021; 1.02225
2.57796; 32.1099; 0.396876; 3.2224; 0.4; -0.00644672; 1.05314; 1.02368; 1.02109; 1.02237
2.57896; 31.9938; 0.39476; 3.21931; 0.4; -0.00644593; 1.05337; 1.02383; 1.02119; 1.02249
2.57996; 31.8778; 0.392645; 3.21621; 0.4; -0.00644489; 1.0536; 1.02397; 1.02128; 1.02261
2.58096; 31.7618; 0.390532; 3.21311; 0.4; -0.0064436; 1.05383; 1.02412; 1.02138; 1.02273
2.58196; 31.6458; 0.38842; 3.21; 0.4; -0.00644207; 1.05405; 1.02426; 1.02147; 1.02285
2.58296; 31.5299; 0.38631; 3.20689; 0.4; -0.00644029; 1.05428; 1.02441; 1.02156; 1.02296
2.58396; 31.414; 0.384201; 3.20378; 0.4; -0.00643826; 1.0545; 1.02455; 1.02165; 1.02308
2.58496; 31.2981; 0.382094; 3.20066; 0.4; -0.00643599; 1.05473; 1.02469; 1.02174; 1.02319
2.58596; 31.1823; 0.379989; 3.19754; 0.4; -0.00643348; 1.05495; 1.02483; 1.02183; 1.02331
2.58696; 31.0665; 0.377886; 3.19442; 0.4; -0.00643071; 1.05517; 1.02497; 1.02192; 1.02342
2.58796; 30.9508; 0.375785; 3.1913; 0.4; -0.0064277; 1.05539; 1.02511; 1.022; 1.02353
2.58896; 30.8351; 0.373686; 3.18817; 0.4; -0.00642445; 1.05561; 1.02525; 1.02209; 1.02365
2.58996; 30.7195; 0.371589; 3.18504; 0.4; -0.00642095; 1.05583; 1.02539; 1.02218; 1.02376
2.59096; 30.6039; 0.369495; 3.1819; 0.4; -0.00641721; 1.05604; 1.02552; 1.02226; 1.02387
2.59196; 30.4885; 0.367404; 3.17877; 0.4; -0.00641322; 1.05626; 1.02566; 1.02235; 1.02397
2.59296; 30.3731; 0.365315; 3.17562; 0.4; -0.00640899; 1.05647; 1.02579; 1.02243; 1.02408
2.59396; 30.2577; 0.363228; 3.17248; 0.4; -0.00640451; 1.05668; 1.02592; 1.02251; 1.02419
2.59496; 30.1425; 0.361145; 3.16934; 0.4; -0.00639979; 1.05689; 1.02605; 1.02259; 1.02429
2.59596; 30.0273; 0.359064; 3.16619; 0.4; -0.00639483; 1.0571; 1.02618; 1.02268; 1.0244
2.59696; 29.9123; 0.356986; 3.16303; 0.4; -0.00638963; 1.05731; 1.02631; 1.02276; 1.0245
2.59795; 29.7973; 0.354912; 3.15988; 0.4; -0.00638418; 1.05751; 1.02644; 1.02284; 1.02461
2.59895; 29.6825; 0.352841; 3.15672; 0.4; -0.00637849; 1.05772; 1.02657; 1.02291; 1.02471
2.59995; 29.5677; 0.350773; 3.15356; 0.4; -0.00637256; 1.05792; 1.02669; 1.02299; 1.02481
2.60095; 29.453; 0.348709; 3.1504; 0.4; -0.00636639; 1.05813; 1.02682; 1.02307; 1.02491
2.60195; 29.3385; 0.346648; 3.14724; 0.4; -0.00635998; 1.05833; 1.02694; 1.02315; 1.02501
2.60295; 29.2241; 0.34459; 3.14407; 0.4; -0.00635333; 1.05853; 1.02707; 1.02322; 1.02511
2.60395; 29.1098; 0.342537; 3.1409; 0.4; -0.00634644; 1.05873; 1.02719; 1.0233; 1.02521
2.60495; 28.9956; 0.340487; 3.13773; 0.4; -0.00633931; 1.05892; 1.02731; 1.02337; 1.0253
2.60595; 28.8816; 0.338441; 3.13456; 0.4; -0.00633194; 1.05912; 1.02743; 1.02345; 1.0254
2.60695; 28.7677; 0.336399; 3.13138; 0.4; -0.00632433; 1.05931; 1.02755; 1.02352; 1.02549
2.60795; 28.6539; 0.334362; 3.1282; 0.4; -0.00631648; 1.05951; 1.02767; 1.02359; 1.02559
2.60895; 28.5403; 0.332328; 3.12502; 0.4; -0.0063084; 1.0597; 1.02778; 1.02366; 1.02568
2.60995; 28.4268; 0.330299; 3.12184; 0.4; -0.00630008; 1.05989; 1.0279; 1.02373; 1.02577
2.61095; 28.3134; 0.328275; 3.11865; 0.4; -0.00629152; 1.06008; 1.02801; 1.0238; 1.02587
2.61195; 28.2003; 0.326255; 3.11547; 0.4; -0.00628273; 1.06027; 1.02813; 1.02387; 1.02596
2.61295; 28.0873; 0.324239; 3.11228; 0.4; -0.0062737; 1.06046; 1.02824; 1.02394; 1.02605
2.61395; 27.9744; 0.322229; 3.10909; 0.4; -0.00626444; 1.06064; 1.02835; 1.02401; 1.02613
2.61495; 27.8617; 0.320223; 3.1059; 0.4; -0.00625494; 1.06083; 1.02846; 1.02407; 1.02622
2.61595; 27.7492; 0.318222; 3.1027; 0.4; -0.00624521; 1.06101; 1.02857; 1.02414; 1.02631
2.61695; 27.6369; 0.316226; 3.09951; 0.4; -0.00623524; 1.06119; 1.02868; 1.02421; 1.0264
2.61795; 27.5248; 0.314235; 3.09631; 0.4; -0.00622505; 1.06137; 1.02879; 1.02427; 1.02648
2.61895; 27.4128; 0.31225; 3.09311; 0.4; -0.00621462; 1.06155; 1.02889; 1.02434; 1.02657
2.61995; 27.301; 0.310269; 3.08991; 0.4; -0.00620396; 1.06173; 1.029; 1.0244; 1.02665
2.62095; 27.1895; 0.308294; 3.08671; 0.4; -0.00619307; 1.0619; 1.02911; 1.02446; 1.02673
2.62195; 27.0781; 0.306325; 3.08351; 0.4; -0.00618195; 1.06208; 1.02921; 1.02452; 1.02681
2.62295; 26.9669; 0.304361; 3.0803; 0.4; -0.0061706; 1.06225; 1.02931; 1.02458; 1.0269
2.62395; 26.8559; 0.302403; 3.0771; 0.4; -0.00615902; 1.06243; 1.02941; 1.02465; 1.02698
2.62495; 26.7452; 0.300451; 3.07389; 0.4; -0.00614722; 1.0626; 1.02952; 1.02471; 1.02706
2.62595; 26.6346; 0.298504; 3.07068; 0.4; -0.00613519; 1.06277; 1.02962; 1.02476; 1.02713
2.62695; 26.5243; 0.296564; 3.06748; 0.4; -0.00612293; 1.06294; 1.02971; 1.02482; 1.02721
2.62795; 26.4142; 0.29463; 3.06427; 0.4; -0.00611044; 1.06311; 1.02981; 1.02488; 1.02729
2.62895; 26.3043; 0.292701; 3.06105; 0.4; -0.00609773; 1.06327; 1.02991; 1.02494; 1.02736
2.62995; 26.1947; 0.29078; 3.05784; 0.4; -0.0060848; 1.06344; 1.03001; 1.02499; 1.02744
2.63095; 26.0853; 0.288864; 3.05463; 0.4; -0.00607164; 1.0636; 1.0301; 1.02505; 1.02751
2.63195; 25.9761; 0.286955; 3.05141; 0.4; -0.00605826; 1.06377; 1.0302; 1.02511; 1.02759
2.63295; 25.8672; 0.285052; 3.0482; 0.4; -0.00604466; 1.06393; 1.03029; 1.02516; 1.02766
2.63395; 25.7585; 0.283156; 3.04498; 0.4; -0.00603084; 1.06409; 1.03038; 1.02521; 1.02773
2.63495; 25.6501; 0.281267; 3.04177; 0.4; -0.00601679; 1.06425; 1.03047; 1.02527; 1.0278
2.63595; 25.5419; 0.279384; 3.03855; 0.4; -0.00600253; 1.06441; 1.03056; 1.02532; 1.02788
2.63695; 25.434; 0.277508; 3.03533; 0.4; -0.00598805; 1.06456; 1.03065; 1.02537; 1.02794
2.63795; 25.3263; 0.27564; 3.03211; 0.4; -0.00597335; 1.06472; 1.03074; 1.02542; 1.02801
2.63895; 25.2189; 0.273778; 3.02889; 0.4; -0.00595843; 1.06487; 1.03083; 1.02547; 1.02808
2.63995; 25.1118; 0.271924; 3.02567; 0.4; -0.00594329; 1.06503; 1.03092; 1.02552; 1.02815
2.64095; 25.005; 0.270076; 3.02245; 0.4; -0.00592794; 1.06518; 1.031; 1.02557; 1.02822
2.64195; 24.8984; 0.268236; 3.01923; 0.4; -0.00591238; 1.06533; 1.03109; 1.02562; 1.02828
2.64295; 24.7921; 0.266404; 3.01601; 0.4; -0.0058966; 1.06548; 1.03117; 1.02567; 1.02835
2.64395; 24.6861; 0.264579; 3.01279; 0.4; -0.00588061; 1.06563; 1.03126; 1.02572; 1.02841
2.64495; 24.5804; 0.262761; 3.00957; 0.4; -0.00586441; 1.06578; 1.03134; 1.02576; 1.02848
2.64595; 24.475; 0.260951; 3.00635; 0.4; -0.00584799; 1.06592; 1.03142; 1.02581; 1.02854
2.64695; 24.3699; 0.259149; 3.00313; 0.4; -0.00583137; 1.06607; 1.0315; 1.02586; 1.0286
2.64795; 24.2651; 0.257355; 2.9999; 0.4; -0.00581454; 1.06621; 1.03158; 1.0259; 1.02866
2.64895; 24.1606; 0.255569; 2.99668; 0.4; -0.0057975; 1.06635; 1.03166; 1.02595; 1.02872
2.64995; 24.0564; 0.25379; 2.99346; 0.4; -0.00578025; 1.0665; 1.03174; 1.02599; 1.02878
2.65095; 23.9525; 0.25202; 2.99024; 0.4; -0.00576279; 1.06664; 1.03182; 1.02603; 1.02884
2.65195; 23.8489; 0.250258; 2.98702; 0.4; -0.00574513; 1.06678; 1.0319; 1.02608; 1.0289
2.65295; 23.7457; 0.248504; 2.9838; 0.4; -0.00572726; 1.06691; 1.03197; 1.02612; 1.02896
2.65395; 23.6427; 0.246758; 2.98057; 0.4; -0.00570919; 1.06705; 1.03205; 1.02616; 1.02902
2.65495; 23.5401; 0.245021; 2.97735; 0.4; -0.00569092; 1.06719; 1.03212; 1.0262; 1.02908
2.65595; 23.4378; 0.243292; 2.97413; 0.4; -0.00567245; 1.06732; 1.0322; 1.02624; 1.02913
2.65695; 23.3359; 0.241572; 2.97091; 0.4; -0.00565377; 1.06746; 1.03227; 1.02628; 1.02919
2.65795; 23.2343; 0.23986; 2.96769; 0.4; -0.0056349; 1.06759; 1.03234; 1.02632; 1.02924
2.65895; 23.1331; 0.238157; 2.96447; 0.4; -0.00561583; 1.06772; 1.03241; 1.02636; 1.0293
2.65995; 23.0321; 0.236463; 2.96126; 0.4; -0.00559656; 1.06785; 1.03248; 1.0264; 1.02935
2.66095; 22.9316; 0.234777; 2.95804; 0.4; -0.00557709; 1.06798; 1.03255; 1.02644; 1.0294
2.66195; 22.8314; 0.233101; 2.95482; 0.4; -0.00555743; 1.06811; 1.03262; 1.02648; 1.02945
2.66295; 22.7315; 0.231433; 2.9516; 0.4; -0.00553757; 1.06824; 1.03269; 1.02651; 1.02951
2.66395; 22.632; 0.229775; 2.94839; 0.4; -0.00551752; 1.06836; 1.03276; 1.02655; 1.02956
2.66495; 22.5329; 0.228125; 2.94517; 0.4; -0.00549728; 1.06849; 1.03283; 1.02659; 1.02961
2.66595; 22.4341; 0.226485; 2.94196; 0.4; -0.00547685; 1.06861; 1.03289; 1.02662; 1.02966
2.66695; 22.3357; 0.224854; 2.93874; 0.4; -0.00545623; 1.06874; 1.03296; 1.02666; 1.02971
2.66795; 22.2377; 0.223233; 2.93553; 0.4; -0.00543541; 1.06886; 1.03302; 1.02669; 1.02976
2.66895; 22.14; 0.221621; 2.93232; 0.4; -0.00541441; 1.06898; 1.03309; 1.02673; 1.0298
2.66995; 22.0428; 0.220018; 2.92911; 0.4; -0.00539323; 1.0691; 1.03315; 1.02676; 1.02985
2.67095; 21.9459; 0.218425; 2.9259; 0.4; -0.00537185; 1.06922; 1.03321; 1.02679; 1.0299
2.67195; 21.8494; 0.216842; 2.92269; 0.4; -0.0053503; 1.06934; 1.03327; 1.02683; 1.02994
2.67295; 21.7533; 0.215268; 2.91948; 0.4; -0.00532856; 1.06946; 1.03334; 1.02686; 1.02999
2.67395; 21.6575; 0.213704; 2.91627; 0.4; -0.00530663; 1.06957; 1.0334; 1.02689; 1.03004
2.67495; 21.5622; 0.21215; 2.91307; 0.4; -0.00528453; 1.06969; 1.03346; 1.02692; 1.03008
2.67595; 21.4673; 0.210606; 2.90986; 0.4; -0.00526225; 1.0698; 1.03352; 1.02695; 1.03012
2.67695; 21.3728; 0.209071; 2.90666; 0.4; -0.00523978; 1.06992; 1.03357; 1.02698; 1.03017
2.67795; 21.2787; 0.207547; 2.90346; 0.4; -0.00521714; 1.07003; 1.03363; 1.02701; 1.03021
2.67895; 21.1849; 0.206033; 2.90026; 0.4; -0.00519433; 1.07014; 1.03369; 1.02704; 1.03025
2.67995; 21.0917; 0.204529; 2.89706; 0.4; -0.00517134; 1.07025; 1.03375; 1.02707; 1.0303
2.68095; 20.9988; 0.203035; 2.89386; 0.4; -0.00514817; 1.07036; 1.0338; 1.0271; 1.03034
2.68195; 20.9063; 0.201551; 2.89067; 0.4; -0.00512483; 1.07047; 1.03386; 1.02713; 1.03038
2.68295; 20.8143; 0.200078; 2.88747; 0.4; -0.00510132; 1.07058; 1.03391; 1.02716; 1.03042
2.68395; 20.7227; 0.198615; 2.88428; 0.4; -0.00507764; 1.07068; 1.03397; 1.02719; 1.03046
2.68495; 20.6315; 0.197163; 2.88109; 0.4; -0.00505379; 1.07079; 1.03402; 1.02722; 1.0305
2.68595; 20.5407; 0.195721; 2.8779; 0.4; -0.00502978; 1.07089; 1.03408; 1.02724; 1.03054
2.68695; 20.4504; 0.194289; 2.87471; 0.4; -0.00500559; 1.071; 1.03413; 1.02727; 1.03058
2.68795; 20.3605; 0.192868; 2.87153; 0.4; -0.00498124; 1.0711; 1.03418; 1.0273; 1.03061
2.68895; 20.2711; 0.191458; 2.86834; 0.4; -0.00495673; 1.07121; 1.03423; 1.02732; 1.03065
2.68995; 20.1821; 0.190059; 2.86516; 0.4; -0.00493205; 1.07131; 1.03428; 1.02735; 1.03069
2.69095; 20.0935; 0.18867; 2.86198; 0.4; -0.00490721; 1.07141; 1.03433; 1.02737; 1.03073
2.69195; 20.0054; 0.187293; 2.8588; 0.4; -0.00488221; 1.07151; 1.03438; 1.0274; 1.03076
2.69295; 19.9178; 0.185926; 2.85563; 0.4; -0.00485705; 1.07161; 1.03443; 1.02742; 1.0308
2.69395; 19.8306; 0.18457; 2.85245; 0.4; -0.00483174; 1.07171; 1.03448; 1.02745; 1.03084
2.69495; 19.7438; 0.183225; 2.84928; 0.4; -0.00480627; 1.0718; 1.03453; 1.02747; 1.03087
2.69595; 19.6575; 0.181891; 2.84611; 0.4; -0.00478064; 1.0719; 1.03458; 1.0275; 1.03091
2.69695; 19.5717; 0.180568; 2.84294; 0.4; -0.00475486; 1.072; 1.03463; 1.02752; 1.03094
2.69795; 19.4864; 0.179256; 2.83978; 0.4; -0.00472892; 1.07209; 1.03467; 1.02754; 1.03097
2.69895; 19.4015; 0.177956; 2.83661; 0.4; -0.00470284; 1.07218; 1.03472; 1.02757; 1.03101
2.69995; 19.3171; 0.176667; 2.83345; 0.4; -0.0046766; 1.07228; 1.03477; 1.02759; 1.03104
2.70095; 19.2331; 0.175389; 2.83029; 0.4; -0.00465022; 1.07237; 1.03481; 1.02761; 1.03107
2.70195; 19.1497; 0.174122; 2.82713; 0.4; -0.00462368; 1.07246; 1.03486; 1.02763; 1.03111
2.70295; 19.0667; 0.172867; 2.82398; 0.4; -0.00459701; 1.07255; 1.0349; 1.02766; 1.03114
2.70395; 18.9842; 0.171623; 2.82083; 0.4; -0.00457018; 1.07264; 1.03495; 1.02768; 1.03117
2.70495; 18.9021; 0.170391; 2.81768; 0.4; -0.00454322; 1.07273; 1.03499; 1.0277; 1.0312
2.70595; 18.8206; 0.16917; 2.81453; 0.4; -0.00451611; 1.07282; 1.03503; 1.02772; 1.03123
2.70695; 18.7396; 0.167961; 2.81138; 0.4; -0.00448886; 1.07291; 1.03508; 1.02774; 1.03127
2.70795; 18.659; 0.166764; 2.80824; 0.4; -0.00446147; 1.073; 1.03512; 1.02776; 1.0313
2.70895; 18.5789; 0.165578; 2.8051; 0.4; -0.00443395; 1.07309; 1.03516; 1.02778; 1.03133
2.70995; 18.4994; 0.164403; 2.80196; 0.4; -0.00440628; 1.07317; 1.0352; 1.0278; 1.03136
2.71095; 18.4203; 0.163241; 2.79883; 0.4; -0.00437849; 1.07326; 1.03524; 1.02782; 1.03139
2.71195; 18.3418; 0.16209; 2.79569; 0.4; -0.00435055; 1.07334; 1.03528; 1.02784; 1.03142
2.71295; 18.2637; 0.160951; 2.79256; 0.4; -0.00432249; 1.07343; 1.03533; 1.02786; 1.03145
2.71395; 18.1861; 0.159824; 2.78944; 0.4; -0.0042943; 1.07351; 1.03537; 1.02788; 1.03147
2.71495; 18.1091; 0.158709; 2.78631; 0.4; -0.00426597; 1.07359; 1.03541; 1.0279; 1.0315
2.71595; 18.0326; 0.157606; 2.78319; 0.4; -0.00423752; 1.07368; 1.03544; 1.02792; 1.03153
2.71695; 17.9565; 0.156515; 2.78007; 0.4; -0.00420894; 1.07376; 1.03548; 1.02794; 1.03156
2.71795; 17.881; 0.155436; 2.77695; 0.4; -0.00418023; 1.07384; 1.03552; 1.02796; 1.03159
2.71895; 17.8061; 0.154368; 2.77384; 0.4; -0.0041514; 1.07392; 1.03556; 1.02798; 1.03161
2.71995; 17.7316; 0.153313; 2.77073; 0.4; -0.00412245; 1.074; 1.0356; 1.028; 1.03164
2.72095; 17.6576; 0.15227; 2.76762; 0.4; -0.00409338; 1.07408; 1.03564; 1.02801; 1.03167
2.72195; 17.5842; 0.151239; 2.76452; 0.4; -0.00406419; 1.07415; 1.03567; 1.02803; 1.0317
2.72295; 17.5113; 0.150221; 2.76141; 0.4; -0.00403488; 1.07423; 1.03571; 1.02805; 1.03172
2.72395; 17.439; 0.149214; 2.75831; 0.4; -0.00400545; 1.07431; 1.03575; 1.02807; 1.03175
2.72495; 17.3671; 0.14822; 2.75522; 0.4; -0.0039759; 1.07439; 1.03578; 1.02809; 1.03178
2.72595; 17.2958; 0.147238; 2.75212; 0.4; -0.00394625; 1.07446; 1.03582; 1.0281; 1.0318
2.72695; 17.2251; 0.146268; 2.74903; 0.4; -0.00391648; 1.07454; 1.03586; 1.02812; 1.03183
2.72795; 17.1548; 0.145311; 2.74594; 0.4; -0.0038866; 1.07461; 1.03589; 1.02814; 1.03185
2.72895; 17.0852; 0.144366; 2.74286; 0.4; -0.0038566; 1.07469; 1.03593; 1.02816; 1.03188
2.72995; 17.016; 0.143434; 2.73978; 0.4; -0.00382651; 1.07476; 1.03596; 1.02817; 1.0319
2.73095; 16.9474; 0.142514; 2.7367; 0.4; -0.0037963; 1.07483; 1.036; 1.02819; 1.03193
2.73195; 16.8793; 0.141606; 2.73362; 0.4; -0.00376599; 1.07491; 1.03603; 1.02821; 1.03195
2.73295; 16.8118; 0.14071; 2.73055; 0.4; -0.00373557; 1.07498; 1.03607; 1.02822; 1.03198
2.73395; 16.7449; 0.139828; 2.72748; 0.4; -0.00370506; 1.07505; 1.0361; 1.02824; 1.032
2.73495; 16.6784; 0.138957; 2.72442; 0.4; -0.00367444; 1.07512; 1.03614; 1.02826; 1.03203
2.73594; 16.6126; 0.1381; 2.72136; 0.4; -0.00364372; 1.07519; 1.03617; 1.02827; 1.03205
2.73694; 16.5473; 0.137255; 2.7183; 0.4; -0.0036129; 1.07526; 1.0362; 1.02829; 1.03208
2.73794; 16.4825; 0.136422; 2.71524; 0.4; -0.00358199; 1.07533; 1.03624; 1.02831; 1.0321
2.73894; 16.4183; 0.135602; 2.71219; 0.4; -0.00355098; 1.0754; 1.03627; 1.02832; 1.03213
2.73994; 16.3547; 0.134795; 2.70914; 0.4; -0.00351988; 1.07547; 1.0363; 1.02834; 1.03215
2.74094; 16.2916; 0.134; 2.70609; 0.4; -0.00348869; 1.07554; 1.03633; 1.02835; 1.03217
2.74194; 16.2291; 0.133218; 2.70305; 0.4; -0.0034574; 1.0756; 1.03637; 1.02837; 1.0322
2.74294; 16.1671; 0.132449; 2.70001; 0.4; -0.00342603; 1.07567; 1.0364; 1.02839; 1.03222
2.74394; 16.1057; 0.131692; 2.69697; 0.4; -0.00339457; 1.07574; 1.03643; 1.0284; 1.03224
2.74494; 16.0449; 0.130948; 2.69394; 0.4; -0.00336302; 1.0758; 1.03646; 1.02842; 1.03227
2.74594; 15.9847; 0.130217; 2.69091; 0.4; -0.00333139; 1.07587; 1.03649; 1.02844; 1.03229
2.74694; 15.925; 0.129498; 2.68788; 0.4; -0.00329968; 1.07593; 1.03653; 1.02845; 1.03231
2.74794; 15.8659; 0.128793; 2.68486; 0.4; -0.00326788; 1.076; 1.03656; 1.02847; 1.03234
2.74894; 15.8074; 0.1281; 2.68184; 0.4; -0.003236; 1.07606; 1.03659; 1.02848; 1.03236
2.74994; 15.7494; 0.12742; 2.67882; 0.4; -0.00320405; 1.07613; 1.03662; 1.0285; 1.03238
2.75094; 15.692; 0.126753; 2.67581; 0.4; -0.00317201; 1.07619; 1.03665; 1.02852; 1.0324
2.75194; 15.6352; 0.126098; 2.6728; 0.4; -0.00313991; 1.07625; 1.03668; 1.02853; 1.03243
2.75294; 15.579; 0.125457; 2.6698; 0.4; -0.00310772; 1.07632; 1.03671; 1.02855; 1.03245
2.75394; 15.5233; 0.124828; 2.66679; 0.4; -0.00307547; 1.07638; 1.03674; 1.02856; 1.03247
2.75494; 15.4683; 0.124212; 2.66379; 0.4; -0.00304314; 1.07644; 1.03677; 1.02858; 1.0325
2.75594; 15.4138; 0.123609; 2.6608; 0.4; -0.00301075; 1.0765; 1.0368; 1.02859; 1.03252
2.75694; 15.3599; 0.123019; 2.65781; 0.4; -0.00297828; 1.07656; 1.03683; 1.02861; 1.03254
2.75794; 15.3065; 0.122442; 2.65482; 0.4; -0.00294575; 1.07663; 1.03686; 1.02863; 1.03256
2.75894; 15.2538; 0.121878; 2.65184; 0.4; -0.00291315; 1.07669; 1.03689; 1.02864; 1.03259
2.75994; 15.2017; 0.121326; 2.64885; 0.4; -0.0028805; 1.07675; 1.03692; 1.02866; 1.03261
2.76094; 15.1501; 0.120788; 2.64588; 0.4; -0.00284777; 1.07681; 1.03695; 1.02867; 1.03263
2.76194; 15.0992; 0.120262; 2.6429; 0.4; -0.00281499; 1.07687; 1.03698; 1.02869; 1.03265
2.76294; 15.0488; 0.11975; 2.63993; 0.4; -0.00278215; 1.07692; 1.03701; 1.02871; 1.03268
2.76394; 14.999; 0.11925; 2.63697; 0.4; -0.00274925; 1.07698; 1.03704; 1.02872; 1.0327
2.76494; 14.9498; 0.118763; 2.634; 0.4; -0.0027163; 1.07704; 1.03707; 1.02874; 1.03272
2.76594; 14.9012; 0.11829; 2.63104; 0.4; -0.00268329; 1.0771; 1.0371; 1.02876; 1.03274
2.76694; 14.8532; 0.117829; 2.62809; 0.4; -0.00265022; 1.07716; 1.03713; 1.02877; 1.03277
2.76794; 14.8058; 0.117381; 2.62513; 0.4; -0.00261711; 1.07722; 1.03716; 1.02879; 1.03279
2.76894; 14.759; 0.116946; 2.62219; 0.4; -0.00258394; 1.07727; 1.03719; 1.0288; 1.03281
2.76994; 14.7128; 0.116524; 2.61924; 0.4; -0.00255073; 1.07733; 1.03722; 1.02882; 1.03283
2.77094; 14.6672; 0.116115; 2.6163; 0.4; -0.00251747; 1.07739; 1.03725; 1.02884; 1.03286
2.77194; 14.6221; 0.115719; 2.61336; 0.4; -0.00248417; 1.07744; 1.03728; 1.02885; 1.03288
2.77294; 14.5777; 0.115336; 2.61043; 0.4; -0.00245082; 1.0775; 1.03731; 1.02887; 1.0329
2.77394; 14.5339; 0.114966; 2.6075; 0.4; -0.00241743; 1.07755; 1.03734; 1.02889; 1.03292
2.77494; 14.4907; 0.114609; 2.60457; 0.4; -0.00238399; 1.07761; 1.03737; 1.0289; 1.03295
2.77594; 14.4481; 0.114264; 2.60165; 0.4; -0.00235052; 1.07766; 1.03739; 1.02892; 1.03297
2.77694; 14.4061; 0.113933; 2.59873; 0.4; -0.00231701; 1.07772; 1.03742; 1.02894; 1.03299
2.77794; 14.3647; 0.113615; 2.59581; 0.4; -0.00228347; 1.07777; 1.03745; 1.02895; 1.03301
2.77894; 14.3239; 0.11331; 2.5929; 0.4; -0.00224989; 1.07783; 1.03748; 1.02897; 1.03304
2.77994; 14.2837; 0.113017; 2.58999; 0.4; -0.00221627; 1.07788; 1.03751; 1.02899; 1.03306
2.78094; 14.2441; 0.112737; 2.58709; 0.4; -0.00218262; 1.07794; 1.03754; 1.02901; 1.03308
2.78194; 14.2051; 0.112471; 2.58419; 0.4; -0.00214895; 1.07799; 1.03757; 1.02902; 1.0331
2.78294; 14.1667; 0.112217; 2.58129; 0.4; -0.00211524; 1.07804; 1.0376; 1.02904; 1.03313
2.78394; 14.129; 0.111977; 2.5784; 0.4; -0.00208151; 1.0781; 1.03763; 1.02906; 1.03315
2.78494; 14.0918; 0.111749; 2.57551; 0.4; -0.00204775; 1.07815; 1.03765; 1.02907; 1.03317
2.78594; 14.0552; 0.111534; 2.57262; 0.4; -0.00201397; 1.0782; 1.03768; 1.02909; 1.0332
2.78694; 14.0193; 0.111332; 2.56974; 0.4; -0.00198016; 1.07825; 1.03771; 1.02911; 1.03322
2.78794; 13.984; 0.111143; 2.56686; 0.4; -0.00194634; 1.07831; 1.03774; 1.02913; 1.03324
2.78894; 13.9492; 0.110966; 2.56399; 0.4; -0.00191249; 1.07836; 1.03777; 1.02915; 1.03326
2.78994; 13.9151; 0.110803; 2.56111; 0.4; -0.00187863; 1.07841; 1.0378; 1.02916; 1.03329
2.79094; 13.8816; 0.110653; 2.55825; 0.4; -0.00184475; 1.07846; 1.03783; 1.02918; 1.03331
2.79194; 13.8487; 0.110515; 2.55538; 0.4; -0.00181085; 1.07851; 1.03786; 1.0292; 1.03334
2.79294; 13.8164; 0.11039; 2.55252; 0.4; -0.00177694; 1.07856; 1.03789; 1.02922; 1.03336
2.79394; 13.7847; 0.110278; 2.54967; 0.4; -0.00174302; 1.07861; 1.03792; 1.02924; 1.03338
2.79494; 13.7537; 0.110179; 2.54681; 0.4; -0.00170908; 1.07867; 1.03795; 1.02926; 1.03341
2.79594; 13.7232; 0.110092; 2.54396; 0.4; -0.00167514; 1.07872; 1.03797; 1.02928; 1.03343
2.79694; 13.6933; 0.110018; 2.54112; 0.4; -0.00164119; 1.07877; 1.038; 1.02929; 1.03345
2.79794; 13.6641; 0.109958; 2.53828; 0.4; -0.00160723; 1.07882; 1.03803; 1.02931; 1.03348
2.79894; 13.6355; 0.109909; 2.53544; 0.4; -0.00157327; 1.07887; 1.03806; 1.02933; 1.0335
