Time(s) " gENROE.delta" " gENROE.PELEC" " sEXS.EFD" " gENROE.PMECH" " gENROE.SPEED" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
2.14599 " 41.3736" " 0.103923" " 8.20007" " 0.4" " 0.00525712" " 0.465643" " 0.186622" " 0.300226" " 2.42924e-07"
2.14699 " 41.4686" " 0.104245" " 8.24671" " 0.4" " 0.00529144" " 0.465705" " 0.186601" " 0.300212" " 2.42898e-07"
2.14799 " 41.5641" " 0.10457" " 8.29329" " 0.4" " 0.00532573" " 0.465773" " 0.186582" " 0.300199" " 2.42872e-07"
2.14899 " 41.6603" " 0.104898" " 8.33983" " 0.4" " 0.00535997" " 0.465847" " 0.186564" " 0.300185" " 2.42846e-07"
2.14999 " 41.7571" " 0.105228" " 8.38631" " 0.4" " 0.00539418" " 0.465927" " 0.186547" " 0.300171" " 2.42822e-07"
2.15099 " 41.8545" " 0.105561" " 8.43273" " 0.4" " 0.00542834" " 0.466013" " 0.186531" " 0.300158" " 2.42797e-07"
2.15099 " 41.8545" " 0.62047" " 8.43273" " 0.4" " 0.00542834" " 0.791805" " 0.861893" " 0.912831" " 0.887299"
2.15199 " 41.9525" " 0.622797" " 8.45467" " 0.4" " 0.00541735" " 0.794751" " 0.863632" " 0.913985" " 0.888745"
2.15299 " 42.0499" " 0.625075" " 8.45987" " 0.4" " 0.0053759" " 0.799635" " 0.866572" " 0.915943" " 0.891194"
2.15399 " 42.1463" " 0.627377" " 8.47263" " 0.4" " 0.00534922" " 0.803422" " 0.868831" " 0.917446" " 0.893075"
2.15499 " 42.2423" " 0.629691" " 8.48505" " 0.4" " 0.00532228" " 0.807159" " 0.87106" " 0.918928" " 0.89493"
2.15599 " 42.3379" " 0.632015" " 8.49709" " 0.4" " 0.00529506" " 0.81084" " 0.873254" " 0.920386" " 0.896755"
2.15699 " 42.433" " 0.634346" " 8.50875" " 0.4" " 0.00526758" " 0.814466" " 0.875413" " 0.921821" " 0.898551"
2.15799 " 42.5275" " 0.636685" " 8.52004" " 0.4" " 0.00523982" " 0.818036" " 0.877537" " 0.923232" " 0.900319"
2.15899 " 42.6216" " 0.639031" " 8.53096" " 0.4" " 0.00521179" " 0.821553" " 0.879628" " 0.924622" " 0.902059"
2.15999 " 42.7152" " 0.641384" " 8.54152" " 0.4" " 0.00518349" " 0.825017" " 0.881687" " 0.925989" " 0.903771"
2.16099 " 42.8082" " 0.643741" " 8.55173" " 0.4" " 0.00515491" " 0.828429" " 0.883712" " 0.927335" " 0.905456"
2.16199 " 42.9007" " 0.646104" " 8.56159" " 0.4" " 0.00512606" " 0.83179" " 0.885707" " 0.928659" " 0.907115"
2.16299 " 42.9928" " 0.648471" " 8.57111" " 0.4" " 0.00509693" " 0.835101" " 0.88767" " 0.929963" " 0.908748"
2.16399 " 43.0842" " 0.650843" " 8.58029" " 0.4" " 0.00506753" " 0.838362" " 0.889602" " 0.931246" " 0.910355"
2.16499 " 43.1752" " 0.653217" " 8.58914" " 0.4" " 0.00503785" " 0.841575" " 0.891504" " 0.932508" " 0.911937"
2.16599 " 43.2656" " 0.655594" " 8.59766" " 0.4" " 0.0050079" " 0.84474" " 0.893377" " 0.933751" " 0.913495"
2.16699 " 43.3555" " 0.657973" " 8.60586" " 0.4" " 0.00497767" " 0.847859" " 0.895222" " 0.934975" " 0.915028"
2.16799 " 43.4448" " 0.660354" " 8.61374" " 0.4" " 0.00494716" " 0.850931" " 0.897037" " 0.93618" " 0.916537"
2.16899 " 43.5336" " 0.662736" " 8.6213" " 0.4" " 0.00491638" " 0.853959" " 0.898825" " 0.937365" " 0.918023"
2.16999 " 43.6218" " 0.665119" " 8.62856" " 0.4" " 0.00488532" " 0.856942" " 0.900586" " 0.938533" " 0.919487"
2.17099 " 43.7095" " 0.667501" " 8.63552" " 0.4" " 0.00485398" " 0.859881" " 0.902319" " 0.939683" " 0.920928"
2.17199 " 43.7965" " 0.669884" " 8.64218" " 0.4" " 0.00482237" " 0.862778" " 0.904027" " 0.940814" " 0.922347"
2.17299 " 43.8831" " 0.672265" " 8.64854" " 0.4" " 0.00479048" " 0.865633" " 0.905708" " 0.941929" " 0.923744"
2.17399 " 43.969" " 0.674645" " 8.65461" " 0.4" " 0.00475831" " 0.868446" " 0.907364" " 0.943027" " 0.92512"
2.17499 " 44.0544" " 0.677024" " 8.6604" " 0.4" " 0.00472586" " 0.871219" " 0.908995" " 0.944108" " 0.926475"
2.17599 " 44.1391" " 0.6794" " 8.66591" " 0.4" " 0.00469314" " 0.873952" " 0.910602" " 0.945172" " 0.92781"
2.17699 " 44.2233" " 0.681774" " 8.67114" " 0.4" " 0.00466015" " 0.876646" " 0.912185" " 0.94622" " 0.929125"
2.17799 " 44.3069" " 0.684144" " 8.6761" " 0.4" " 0.00462688" " 0.879302" " 0.913744" " 0.947253" " 0.93042"
2.17899 " 44.3899" " 0.686512" " 8.68079" " 0.4" " 0.00459333" " 0.88192" " 0.915281" " 0.94827" " 0.931696"
2.17999 " 44.4723" " 0.688875" " 8.68521" " 0.4" " 0.00455951" " 0.884501" " 0.916794" " 0.949272" " 0.932953"
2.18099 " 44.554" " 0.691234" " 8.68938" " 0.4" " 0.00452541" " 0.887046" " 0.918285" " 0.950259" " 0.934192"
2.18199 " 44.6352" " 0.693588" " 8.69329" " 0.4" " 0.00449104" " 0.889554" " 0.919755" " 0.951232" " 0.935412"
2.18299 " 44.7157" " 0.695938" " 8.69694" " 0.4" " 0.0044564" " 0.892028" " 0.921203" " 0.95219" " 0.936614"
2.18398 " 44.7956" " 0.698281" " 8.70035" " 0.4" " 0.00442148" " 0.894468" " 0.92263" " 0.953134" " 0.937799"
2.18498 " 44.8749" " 0.700619" " 8.70351" " 0.4" " 0.00438629" " 0.896873" " 0.924037" " 0.954064" " 0.938966"
2.18598 " 44.9535" " 0.702951" " 8.70643" " 0.4" " 0.00435083" " 0.899246" " 0.925423" " 0.954981" " 0.940117"
2.18698 " 45.0315" " 0.705277" " 8.70911" " 0.4" " 0.0043151" " 0.901586" " 0.92679" " 0.955884" " 0.941251"
2.18798 " 45.1089" " 0.707595" " 8.71155" " 0.4" " 0.00427911" " 0.903894" " 0.928137" " 0.956774" " 0.942369"
2.18898 " 45.1856" " 0.709907" " 8.71377" " 0.4" " 0.00424284" " 0.90617" " 0.929465" " 0.957652" " 0.943471"
2.18998 " 45.2616" " 0.712211" " 8.71575" " 0.4" " 0.0042063" " 0.908416" " 0.930774" " 0.958517" " 0.944557"
2.19098 " 45.337" " 0.714507" " 8.71751" " 0.4" " 0.0041695" " 0.910631" " 0.932065" " 0.95937" " 0.945628"
2.19198 " 45.4117" " 0.716795" " 8.71905" " 0.4" " 0.00413243" " 0.912817" " 0.933338" " 0.960211" " 0.946684"
2.19298 " 45.4858" " 0.719075" " 8.72037" " 0.4" " 0.0040951" " 0.914974" " 0.934593" " 0.96104" " 0.947726"
2.19398 " 45.5591" " 0.721346" " 8.72148" " 0.4" " 0.0040575" " 0.917102" " 0.935831" " 0.961857" " 0.948752"
2.19498 " 45.6318" " 0.723608" " 8.72237" " 0.4" " 0.00401964" " 0.919202" " 0.937052" " 0.962663" " 0.949765"
2.19598 " 45.7038" " 0.72586" " 8.72305" " 0.4" " 0.00398151" " 0.921274" " 0.938256" " 0.963458" " 0.950764"
2.19698 " 45.7752" " 0.728103" " 8.72353" " 0.4" " 0.00394313" " 0.92332" " 0.939445" " 0.964242" " 0.951749"
2.19798 " 45.8458" " 0.730336" " 8.7238" " 0.4" " 0.00390449" " 0.925339" " 0.940617" " 0.965015" " 0.952721"
2.19898 " 45.9157" " 0.732558" " 8.72388" " 0.4" " 0.00386559" " 0.927331" " 0.941773" " 0.965778" " 0.953679"
2.19998 " 45.985" " 0.734771" " 8.72375" " 0.4" " 0.00382643" " 0.929298" " 0.942914" " 0.96653" " 0.954625"
2.20098 " 46.0535" " 0.736972" " 8.72343" " 0.4" " 0.00378701" " 0.931241" " 0.94404" " 0.967273" " 0.955558"
2.20198 " 46.1213" " 0.739163" " 8.72292" " 0.4" " 0.00374734" " 0.933158" " 0.945151" " 0.968005" " 0.956479"
2.20298 " 46.1884" " 0.741343" " 8.72221" " 0.4" " 0.00370742" " 0.935051" " 0.946247" " 0.968728" " 0.957387"
2.20398 " 46.2548" " 0.743511" " 8.72132" " 0.4" " 0.00366724" " 0.936921" " 0.947329" " 0.969441" " 0.958284"
2.20498 " 46.3204" " 0.745667" " 8.72025" " 0.4" " 0.00362682" " 0.938767" " 0.948398" " 0.970145" " 0.95917"
2.20598 " 46.3853" " 0.747812" " 8.71899" " 0.4" " 0.00358614" " 0.940591" " 0.949452" " 0.97084" " 0.960043"
2.20698 " 46.4495" " 0.749944" " 8.71755" " 0.4" " 0.00354522" " 0.942392" " 0.950494" " 0.971525" " 0.960906"
2.20798 " 46.513" " 0.752064" " 8.71594" " 0.4" " 0.00350405" " 0.944171" " 0.951522" " 0.972203" " 0.961757"
2.20898 " 46.5757" " 0.754171" " 8.71415" " 0.4" " 0.00346263" " 0.945928" " 0.952537" " 0.972871" " 0.962598"
2.20998 " 46.6376" " 0.756266" " 8.71219" " 0.4" " 0.00342097" " 0.947665" " 0.95354" " 0.973531" " 0.963429"
2.21098 " 46.6988" " 0.758347" " 8.71005" " 0.4" " 0.00337907" " 0.94938" " 0.95453" " 0.974183" " 0.964249"
2.21198 " 46.7593" " 0.760415" " 8.70775" " 0.4" " 0.00333693" " 0.951075" " 0.955508" " 0.974827" " 0.965059"
2.21298 " 46.819" " 0.76247" " 8.70529" " 0.4" " 0.00329455" " 0.952751" " 0.956474" " 0.975463" " 0.965859"
2.21398 " 46.8779" " 0.764511" " 8.70265" " 0.4" " 0.00325194" " 0.954406" " 0.957429" " 0.976091" " 0.966649"
2.21498 " 46.936" " 0.766538" " 8.69986" " 0.4" " 0.00320908" " 0.956042" " 0.958372" " 0.976711" " 0.96743"
2.21598 " 46.9934" " 0.768551" " 8.69691" " 0.4" " 0.003166" " 0.95766" " 0.959304" " 0.977324" " 0.968202"
2.21698 " 47.05" " 0.770549" " 8.6938" " 0.4" " 0.00312268" " 0.959259" " 0.960225" " 0.97793" " 0.968965"
2.21798 " 47.1058" " 0.772534" " 8.69053" " 0.4" " 0.00307913" " 0.960839" " 0.961135" " 0.978529" " 0.969718"
2.21898 " 47.1609" " 0.774503" " 8.68711" " 0.4" " 0.00303535" " 0.962402" " 0.962035" " 0.97912" " 0.970463"
2.21998 " 47.2151" " 0.776458" " 8.68354" " 0.4" " 0.00299134" " 0.963948" " 0.962925" " 0.979705" " 0.971199"
2.22098 " 47.2686" " 0.778398" " 8.67981" " 0.4" " 0.00294711" " 0.965476" " 0.963804" " 0.980283" " 0.971927"
2.22198 " 47.3212" " 0.780323" " 8.67594" " 0.4" " 0.00290266" " 0.966988" " 0.964674" " 0.980855" " 0.972647"
2.22298 " 47.3731" " 0.782232" " 8.67193" " 0.4" " 0.00285798" " 0.968483" " 0.965534" " 0.98142" " 0.973359"
2.22398 " 47.4241" " 0.784126" " 8.66777" " 0.4" " 0.00281308" " 0.969961" " 0.966385" " 0.981979" " 0.974062"
2.22498 " 47.4743" " 0.786004" " 8.66346" " 0.4" " 0.00276797" " 0.971424" " 0.967226" " 0.982532" " 0.974759"
2.22598 " 47.5237" " 0.787866" " 8.65902" " 0.4" " 0.00272264" " 0.972872" " 0.968058" " 0.983078" " 0.975447"
2.22698 " 47.5723" " 0.789712" " 8.65443" " 0.4" " 0.00267709" " 0.974304" " 0.968881" " 0.983619" " 0.976128"
2.22798 " 47.6201" " 0.791542" " 8.64971" " 0.4" " 0.00263133" " 0.975721" " 0.969696" " 0.984154" " 0.976802"
2.22898 " 47.6671" " 0.793356" " 8.64485" " 0.4" " 0.00258536" " 0.977123" " 0.970502" " 0.984684" " 0.977469"
2.22998 " 47.7132" " 0.795153" " 8.63986" " 0.4" " 0.00253918" " 0.978511" " 0.9713" " 0.985208" " 0.978129"
2.23098 " 47.7585" " 0.796933" " 8.63473" " 0.4" " 0.0024928" " 0.979885" " 0.972089" " 0.985726" " 0.978782"
2.23198 " 47.8029" " 0.798697" " 8.62947" " 0.4" " 0.00244621" " 0.981245" " 0.972871" " 0.98624" " 0.979429"
2.23298 " 47.8465" " 0.800444" " 8.62408" " 0.4" " 0.00239942" " 0.982592" " 0.973645" " 0.986748" " 0.980069"
2.23398 " 47.8893" " 0.802174" " 8.61857" " 0.4" " 0.00235242" " 0.983925" " 0.974411" " 0.987251" " 0.980703"
2.23498 " 47.9312" " 0.803886" " 8.61292" " 0.4" " 0.00230523" " 0.985245" " 0.975169" " 0.987749" " 0.98133"
2.23598 " 47.9723" " 0.805582" " 8.60715" " 0.4" " 0.00225784" " 0.986552" " 0.975921" " 0.988243" " 0.981952"
2.23698 " 48.0125" " 0.807259" " 8.60126" " 0.4" " 0.00221026" " 0.987847" " 0.976665" " 0.988731" " 0.982567"
2.23798 " 48.0519" " 0.808919" " 8.59525" " 0.4" " 0.00216248" " 0.989129" " 0.977402" " 0.989215" " 0.983177"
2.23898 " 48.0904" " 0.810561" " 8.58911" " 0.4" " 0.00211451" " 0.9904" " 0.978132" " 0.989695" " 0.983781"
2.23998 " 48.128" " 0.812186" " 8.58285" " 0.4" " 0.00206636" " 0.991658" " 0.978856" " 0.99017" " 0.98438"
2.24098 " 48.1648" " 0.813793" " 8.57647" " 0.4" " 0.00201801" " 0.992905" " 0.979573" " 0.990641" " 0.984973"
2.24198 " 48.2006" " 0.815381" " 8.56998" " 0.4" " 0.00196949" " 0.994141" " 0.980284" " 0.991108" " 0.985561"
2.24298 " 48.2357" " 0.816951" " 8.56337" " 0.4" " 0.00192078" " 0.995366" " 0.980988" " 0.99157" " 0.986144"
2.24398 " 48.2698" " 0.818503" " 8.55664" " 0.4" " 0.00187189" " 0.996579" " 0.981687" " 0.992029" " 0.986722"
2.24498 " 48.3031" " 0.820036" " 8.5498" " 0.4" " 0.00182282" " 0.997782" " 0.982379" " 0.992484" " 0.987294"
2.24598 " 48.3354" " 0.821551" " 8.54285" " 0.4" " 0.00177358" " 0.998974" " 0.983065" " 0.992935" " 0.987862"
2.24698 " 48.3669" " 0.823046" " 8.53578" " 0.4" " 0.00172416" " 1.00016" " 0.983746" " 0.993382" " 0.988426"
2.24798 " 48.3975" " 0.824524" " 8.52861" " 0.4" " 0.00167457" " 1.00133" " 0.984421" " 0.993825" " 0.988984"
2.24898 " 48.4272" " 0.825981" " 8.52132" " 0.4" " 0.00162482" " 1.00249" " 0.985091" " 0.994265" " 0.989538"
2.24998 " 48.456" " 0.82742" " 8.51393" " 0.4" " 0.00157489" " 1.00364" " 0.985756" " 0.994702" " 0.990088"
2.25098 " 48.4839" " 0.82884" " 8.50643" " 0.4" " 0.0015248" " 1.00479" " 0.986415" " 0.995135" " 0.990634"
2.25198 " 48.5109" " 0.830241" " 8.49882" " 0.4" " 0.00147455" " 1.00592" " 0.987069" " 0.995565" " 0.991175"
2.25298 " 48.537" " 0.831622" " 8.49111" " 0.4" " 0.00142414" " 1.00704" " 0.987718" " 0.995991" " 0.991712"
2.25398 " 48.5622" " 0.832984" " 8.48329" " 0.4" " 0.00137357" " 1.00816" " 0.988362" " 0.996415" " 0.992245"
2.25498 " 48.5864" " 0.834326" " 8.47537" " 0.4" " 0.00132285" " 1.00927" " 0.989002" " 0.996835" " 0.992775"
2.25598 " 48.6098" " 0.835648" " 8.46735" " 0.4" " 0.00127197" " 1.01037" " 0.989637" " 0.997253" " 0.9933"
2.25698 " 48.6322" " 0.83695" " 8.45923" " 0.4" " 0.00122094" " 1.01146" " 0.990267" " 0.997668" " 0.993822"
2.25798 " 48.6537" " 0.838233" " 8.451" " 0.4" " 0.00116976" " 1.01254" " 0.990893" " 0.998079" " 0.994341"
2.25898 " 48.6743" " 0.839495" " 8.44268" " 0.4" " 0.00111844" " 1.01361" " 0.991515" " 0.998488" " 0.994855"
2.25998 " 48.694" " 0.840738" " 8.43426" " 0.4" " 0.00106697" " 1.01468" " 0.992132" " 0.998895" " 0.995367"
2.26098 " 48.7127" " 0.84196" " 8.42574" " 0.4" " 0.00101536" " 1.01574" " 0.992746" " 0.999298" " 0.995875"
2.26198 " 48.7306" " 0.843162" " 8.41712" " 0.4" " 0.000963614" " 1.01679" " 0.993355" " 0.999699" " 0.996379"
2.26298 " 48.7474" " 0.844344" " 8.40841" " 0.4" " 0.000911728" " 1.01783" " 0.993961" " 1.0001" " 0.996881"
2.26398 " 48.7634" " 0.845505" " 8.3996" " 0.4" " 0.000859709" " 1.01887" " 0.994563" " 1.00049" " 0.99738"
2.26498 " 48.7784" " 0.846645" " 8.3907" " 0.4" " 0.000807557" " 1.01989" " 0.995161" " 1.00089" " 0.997875"
2.26598 " 48.7924" " 0.847765" " 8.3817" " 0.4" " 0.000755276" " 1.02092" " 0.995755" " 1.00128" " 0.998368"
2.26698 " 48.8056" " 0.848864" " 8.37261" " 0.4" " 0.000702867" " 1.02193" " 0.996346" " 1.00167" " 0.998857"
2.26798 " 48.8178" " 0.849943" " 8.36343" " 0.4" " 0.000650334" " 1.02294" " 0.996933" " 1.00206" " 0.999344"
2.26898 " 48.829" " 0.851" " 8.35416" " 0.4" " 0.000597678" " 1.02394" " 0.997518" " 1.00244" " 0.999829"
2.26998 " 48.8393" " 0.852037" " 8.3448" " 0.4" " 0.000544903" " 1.02494" " 0.998098" " 1.00283" " 1.00031"
2.27098 " 48.8486" " 0.853052" " 8.33535" " 0.4" " 0.00049201" " 1.02593" " 0.998676" " 1.00321" " 1.00079"
2.27198 " 48.857" " 0.854046" " 8.32581" " 0.4" " 0.000439003" " 1.02691" " 0.999251" " 1.00359" " 1.00127"
2.27298 " 48.8644" " 0.855019" " 8.31618" " 0.4" " 0.000385883" " 1.02788" " 0.999823" " 1.00396" " 1.00174"
2.27398 " 48.8709" " 0.85597" " 8.30646" " 0.4" " 0.000332653" " 1.02886" " 1.00039" " 1.00434" " 1.00221"
2.27498 " 48.8764" " 0.856901" " 8.29666" " 0.4" " 0.000279315" " 1.02982" " 1.00096" " 1.00471" " 1.00268"
2.27598 " 48.8809" " 0.857809" " 8.28677" " 0.4" " 0.000225873" " 1.03078" " 1.00152" " 1.00508" " 1.00315"
2.27698 " 48.8845" " 0.858697" " 8.27679" " 0.4" " 0.000172328" " 1.03173" " 1.00208" " 1.00545" " 1.00361"
2.27798 " 48.8871" " 0.859562" " 8.26673" " 0.4" " 0.000118683" " 1.03268" " 1.00264" " 1.00582" " 1.00408"
2.27898 " 48.8888" " 0.860406" " 8.25658" " 0.4" " 6.49413e-05" " 1.03363" " 1.00319" " 1.00619" " 1.00454"
2.27998 " 48.8895" " 0.861228" " 8.24635" " 0.4" " 1.11045e-05" " 1.03456" " 1.00375" " 1.00656" " 1.005"
2.28098 " 48.8892" " 0.862028" " 8.23604" " 0.4" " -4.28244e-05" " 1.0355" " 1.0043" " 1.00692" " 1.00545"
2.28198 " 48.8879" " 0.862806" " 8.22564" " 0.4" " -9.68431e-05" " 1.03643" " 1.00484" " 1.00728" " 1.00591"
2.28298 " 48.8857" " 0.863562" " 8.21517" " 0.4" " -0.000150949" " 1.03735" " 1.00539" " 1.00765" " 1.00636"
2.28398 " 48.8825" " 0.864296" " 8.20461" " 0.4" " -0.000205139" " 1.03827" " 1.00593" " 1.00801" " 1.00681"
2.28498 " 48.8783" " 0.865008" " 8.19396" " 0.4" " -0.000259411" " 1.03918" " 1.00648" " 1.00836" " 1.00726"
2.28598 " 48.8732" " 0.865698" " 8.18324" " 0.4" " -0.000313763" " 1.04009" " 1.00701" " 1.00872" " 1.00771"
2.28698 " 48.867" " 0.866365" " 8.17244" " 0.4" " -0.000368191" " 1.04099" " 1.00755" " 1.00908" " 1.00816"
2.28798 " 48.8599" " 0.867011" " 8.16156" " 0.4" " -0.000422694" " 1.04189" " 1.00809" " 1.00943" " 1.0086"
2.28898 " 48.8518" " 0.867633" " 8.1506" " 0.4" " -0.000477268" " 1.04279" " 1.00862" " 1.00979" " 1.00905"
2.28998 " 48.8427" " 0.868233" " 8.13957" " 0.4" " -0.000531911" " 1.04368" " 1.00915" " 1.01014" " 1.00949"
2.29098 " 48.8327" " 0.868811" " 8.12845" " 0.4" " -0.00058662" " 1.04457" " 1.00968" " 1.01049" " 1.00993"
2.29198 " 48.8216" " 0.869366" " 8.11726" " 0.4" " -0.000641392" " 1.04545" " 1.01021" " 1.01084" " 1.01037"
2.29298 " 48.8096" " 0.869898" " 8.10599" " 0.4" " -0.000696226" " 1.04633" " 1.01074" " 1.01119" " 1.01081"
2.29398 " 48.7965" " 0.870408" " 8.09464" " 0.4" " -0.000751118" " 1.04721" " 1.01126" " 1.01154" " 1.01124"
2.29498 " 48.7825" " 0.870894" " 8.08322" " 0.4" " -0.000806065" " 1.04808" " 1.01178" " 1.01189" " 1.01168"
2.29598 " 48.7675" " 0.871359" " 8.07172" " 0.4" " -0.000861066" " 1.04895" " 1.0123" " 1.01224" " 1.01212"
2.29698 " 48.7515" " 0.8718" " 8.06015" " 0.4" " -0.000916117" " 1.04981" " 1.01282" " 1.01258" " 1.01255"
2.29798 " 48.7345" " 0.872218" " 8.0485" " 0.4" " -0.000971215" " 1.05067" " 1.01334" " 1.01293" " 1.01298"
2.29898 " 48.7166" " 0.872612" " 8.03678" " 0.4" " -0.00102636" " 1.05153" " 1.01386" " 1.01328" " 1.01341"
2.29998 " 48.6976" " 0.872984" " 8.02499" " 0.4" " -0.00108154" " 1.05239" " 1.01438" " 1.01362" " 1.01384"
2.30098 " 48.6776" " 0.873333" " 8.01312" " 0.4" " -0.00113677" " 1.05324" " 1.01489" " 1.01396" " 1.01427"
2.30198 " 48.6567" " 0.873658" " 8.00117" " 0.4" " -0.00119203" " 1.05408" " 1.0154" " 1.01431" " 1.0147"
2.30298 " 48.6347" " 0.873961" " 7.98916" " 0.4" " -0.00124733" " 1.05493" " 1.01592" " 1.01465" " 1.01513"
2.30398 " 48.6118" " 0.87424" " 7.97707" " 0.4" " -0.00130265" " 1.05577" " 1.01643" " 1.01499" " 1.01555"
2.30498 " 48.5878" " 0.874495" " 7.96491" " 0.4" " -0.00135801" " 1.05661" " 1.01694" " 1.01533" " 1.01598"
2.30598 " 48.5629" " 0.874727" " 7.95268" " 0.4" " -0.00141339" " 1.05744" " 1.01744" " 1.01567" " 1.0164"
2.30698 " 48.5369" " 0.874936" " 7.94038" " 0.4" " -0.0014688" " 1.05827" " 1.01795" " 1.01601" " 1.01683"
2.30798 " 48.51" " 0.875121" " 7.92801" " 0.4" " -0.00152422" " 1.0591" " 1.01846" " 1.01635" " 1.01725"
2.30898 " 48.4821" " 0.875282" " 7.91557" " 0.4" " -0.00157966" " 1.05993" " 1.01896" " 1.01669" " 1.01767"
2.30998 " 48.4531" " 0.87542" " 7.90306" " 0.4" " -0.00163512" " 1.06075" " 1.01947" " 1.01703" " 1.01809"
2.31098 " 48.4232" " 0.875534" " 7.89047" " 0.4" " -0.00169059" " 1.06157" " 1.01997" " 1.01736" " 1.01851"
2.31198 " 48.3923" " 0.875625" " 7.87782" " 0.4" " -0.00174607" " 1.06239" " 1.02047" " 1.0177" " 1.01893"
2.31298 " 48.3603" " 0.875691" " 7.8651" " 0.4" " -0.00180156" " 1.06321" " 1.02097" " 1.01804" " 1.01935"
2.31398 " 48.3274" " 0.875734" " 7.85231" " 0.4" " -0.00185705" " 1.06402" " 1.02147" " 1.01837" " 1.01977"
2.31498 " 48.2935" " 0.875753" " 7.83946" " 0.4" " -0.00191254" " 1.06483" " 1.02197" " 1.01871" " 1.02019"
2.31598 " 48.2586" " 0.875748" " 7.82653" " 0.4" " -0.00196803" " 1.06564" " 1.02247" " 1.01904" " 1.02061"
2.31698 " 48.2226" " 0.875719" " 7.81354" " 0.4" " -0.00202351" " 1.06645" " 1.02297" " 1.01938" " 1.02102"
2.31798 " 48.1857" " 0.875667" " 7.80048" " 0.4" " -0.00207899" " 1.06725" " 1.02347" " 1.01971" " 1.02144"
2.31898 " 48.1478" " 0.875589" " 7.78735" " 0.4" " -0.00213445" " 1.06805" " 1.02397" " 1.02005" " 1.02186"
2.31998 " 48.1089" " 0.875489" " 7.77416" " 0.4" " -0.00218991" " 1.06885" " 1.02446" " 1.02038" " 1.02227"
2.32098 " 48.069" " 0.875364" " 7.7609" " 0.4" " -0.00224535" " 1.06964" " 1.02496" " 1.02072" " 1.02269"
2.32197 " 48.028" " 0.875214" " 7.74757" " 0.4" " -0.00230077" " 1.07044" " 1.02545" " 1.02105" " 1.0231"
2.32297 " 47.9861" " 0.87504" " 7.73418" " 0.4" " -0.00235616" " 1.07123" " 1.02595" " 1.02138" " 1.02352"
2.32397 " 47.9432" " 0.874842" " 7.72072" " 0.4" " -0.00241154" " 1.07202" " 1.02644" " 1.02172" " 1.02393"
2.32497 " 47.8993" " 0.87462" " 7.70719" " 0.4" " -0.00246688" " 1.07281" " 1.02693" " 1.02205" " 1.02434"
2.32597 " 47.8544" " 0.874374" " 7.6936" " 0.4" " -0.0025222" " 1.07359" " 1.02742" " 1.02238" " 1.02476"
2.32697 " 47.8085" " 0.874103" " 7.67995" " 0.4" " -0.00257748" " 1.07438" " 1.02792" " 1.02272" " 1.02517"
2.32797 " 47.7616" " 0.873808" " 7.66623" " 0.4" " -0.00263273" " 1.07516" " 1.02841" " 1.02305" " 1.02558"
2.32897 " 47.7137" " 0.873489" " 7.65245" " 0.4" " -0.00268794" " 1.07594" " 1.0289" " 1.02338" " 1.02599"
2.32997 " 47.6648" " 0.873145" " 7.6386" " 0.4" " -0.00274311" " 1.07672" " 1.02939" " 1.02371" " 1.02641"
2.33097 " 47.615" " 0.872776" " 7.62469" " 0.4" " -0.00279823" " 1.07749" " 1.02988" " 1.02404" " 1.02682"
2.33197 " 47.5641" " 0.872383" " 7.61072" " 0.4" " -0.00285331" " 1.07827" " 1.03037" " 1.02438" " 1.02723"
2.33297 " 47.5123" " 0.871965" " 7.59668" " 0.4" " -0.00290834" " 1.07904" " 1.03086" " 1.02471" " 1.02764"
2.33397 " 47.4594" " 0.871523" " 7.58258" " 0.4" " -0.00296331" " 1.07981" " 1.03134" " 1.02504" " 1.02805"
2.33497 " 47.4056" " 0.871057" " 7.56841" " 0.4" " -0.00301823" " 1.08058" " 1.03183" " 1.02537" " 1.02846"
2.33597 " 47.3508" " 0.870565" " 7.55419" " 0.4" " -0.00307309" " 1.08134" " 1.03232" " 1.0257" " 1.02887"
2.33697 " 47.2949" " 0.870049" " 7.5399" " 0.4" " -0.00312789" " 1.08211" " 1.03281" " 1.02603" " 1.02928"
2.33797 " 47.2382" " 0.869509" " 7.52555" " 0.4" " -0.00318262" " 1.08287" " 1.03329" " 1.02636" " 1.02969"
2.33897 " 47.1804" " 0.868943" " 7.51114" " 0.4" " -0.00323729" " 1.08363" " 1.03378" " 1.02669" " 1.0301"
2.33997 " 47.1216" " 0.868353" " 7.49666" " 0.4" " -0.00329189" " 1.08439" " 1.03426" " 1.02702" " 1.03051"
2.34097 " 47.0619" " 0.867738" " 7.48213" " 0.4" " -0.00334641" " 1.08515" " 1.03475" " 1.02735" " 1.03092"
2.34197 " 47.0011" " 0.867098" " 7.46753" " 0.4" " -0.00340086" " 1.08591" " 1.03523" " 1.02768" " 1.03132"
2.34297 " 46.9394" " 0.866433" " 7.45287" " 0.4" " -0.00345523" " 1.08666" " 1.03572" " 1.02801" " 1.03173"
2.34397 " 46.8767" " 0.865744" " 7.43816" " 0.4" " -0.00350952" " 1.08742" " 1.0362" " 1.02834" " 1.03214"
2.34497 " 46.8131" " 0.86503" " 7.42338" " 0.4" " -0.00356372" " 1.08817" " 1.03669" " 1.02867" " 1.03255"
