Time(s), gENROE.delta, gENROE.PELEC, eXAC1_1.EFD, gENROE.PMECH, gENROE.SPEED, GEN1.V, LOAD.V, GEN2.V, FAULT.V
2.74894, 19.7027, 0.143303, 1.19749, 0.4, -0.00259644, 1.02022, 1.00366, 1.00668, 1.00501
2.74994, 19.6562, 0.142765, 1.19817, 0.4, -0.0025663, 1.02017, 1.00363, 1.00665, 1.00498
2.75094, 19.6103, 0.142238, 1.19886, 0.4, -0.0025361, 1.02012, 1.00359, 1.00663, 1.00495
2.75194, 19.5649, 0.141724, 1.19957, 0.4, -0.00250584, 1.02007, 1.00356, 1.0066, 1.00492
2.75294, 19.5201, 0.14122, 1.20029, 0.4, -0.00247552, 1.02002, 1.00352, 1.00658, 1.00489
2.75394, 19.4758, 0.140729, 1.20103, 0.4, -0.00244514, 1.01997, 1.00349, 1.00655, 1.00485
2.75494, 19.4321, 0.140249, 1.20178, 0.4, -0.00241471, 1.01992, 1.00345, 1.00652, 1.00482
2.75594, 19.3889, 0.13978, 1.20255, 0.4, -0.00238423, 1.01987, 1.00342, 1.0065, 1.00479
2.75694, 19.3462, 0.139324, 1.20333, 0.4, -0.00235369, 1.01981, 1.00339, 1.00647, 1.00476
2.75794, 19.3041, 0.138878, 1.20413, 0.4, -0.0023231, 1.01976, 1.00335, 1.00645, 1.00473
2.75894, 19.2626, 0.138445, 1.20493, 0.4, -0.00229246, 1.01971, 1.00332, 1.00642, 1.0047
2.75994, 19.2216, 0.138023, 1.20575, 0.4, -0.00226177, 1.01966, 1.00328, 1.00639, 1.00467
2.76094, 19.1812, 0.137612, 1.20659, 0.4, -0.00223104, 1.01961, 1.00325, 1.00637, 1.00464
2.76194, 19.1413, 0.137213, 1.20743, 0.4, -0.00220026, 1.01956, 1.00322, 1.00634, 1.00461
2.76294, 19.102, 0.136826, 1.20829, 0.4, -0.00216943, 1.01951, 1.00318, 1.00632, 1.00458
2.76394, 19.0632, 0.13645, 1.20916, 0.4, -0.00213857, 1.01946, 1.00315, 1.00629, 1.00455
2.76494, 19.025, 0.136086, 1.21004, 0.4, -0.00210766, 1.01941, 1.00312, 1.00627, 1.00453
2.76594, 18.9873, 0.135733, 1.21094, 0.4, -0.00207671, 1.01936, 1.00308, 1.00625, 1.0045
2.76694, 18.9502, 0.135392, 1.21184, 0.4, -0.00204572, 1.01931, 1.00305, 1.00622, 1.00447
2.76794, 18.9137, 0.135062, 1.21276, 0.4, -0.00201469, 1.01926, 1.00302, 1.0062, 1.00444
2.76894, 18.8777, 0.134744, 1.21369, 0.4, -0.00198363, 1.01921, 1.00299, 1.00617, 1.00441
2.76994, 18.8423, 0.134438, 1.21463, 0.4, -0.00195253, 1.01916, 1.00295, 1.00615, 1.00438
2.77094, 18.8074, 0.134143, 1.21557, 0.4, -0.0019214, 1.01911, 1.00292, 1.00613, 1.00435
2.77194, 18.7731, 0.133859, 1.21653, 0.4, -0.00189023, 1.01906, 1.00289, 1.0061, 1.00432
2.77294, 18.7393, 0.133587, 1.2175, 0.4, -0.00185904, 1.01901, 1.00286, 1.00608, 1.0043
2.77394, 18.7062, 0.133326, 1.21848, 0.4, -0.00182781, 1.01896, 1.00282, 1.00606, 1.00427
2.77494, 18.6735, 0.133077, 1.21946, 0.4, -0.00179656, 1.01891, 1.00279, 1.00603, 1.00424
2.77594, 18.6415, 0.132839, 1.22046, 0.4, -0.00176528, 1.01886, 1.00276, 1.00601, 1.00421
2.77694, 18.61, 0.132613, 1.22147, 0.4, -0.00173397, 1.01881, 1.00273, 1.00599, 1.00419
2.77794, 18.5791, 0.132398, 1.22248, 0.4, -0.00170264, 1.01876, 1.0027, 1.00596, 1.00416
2.77894, 18.5487, 0.132195, 1.2235, 0.4, -0.00167129, 1.01871, 1.00267, 1.00594, 1.00413
2.77994, 18.5189, 0.132003, 1.22453, 0.4, -0.00163991, 1.01866, 1.00264, 1.00592, 1.00411
2.78094, 18.4897, 0.131822, 1.22557, 0.4, -0.00160852, 1.01862, 1.00261, 1.0059, 1.00408
2.78194, 18.461, 0.131653, 1.22661, 0.4, -0.0015771, 1.01857, 1.00258, 1.00588, 1.00406
2.78294, 18.4329, 0.131495, 1.22767, 0.4, -0.00154567, 1.01852, 1.00255, 1.00586, 1.00403
2.78394, 18.4053, 0.131348, 1.22873, 0.4, -0.00151422, 1.01847, 1.00252, 1.00584, 1.004
2.78494, 18.3784, 0.131213, 1.22979, 0.4, -0.00148276, 1.01842, 1.00249, 1.00582, 1.00398
2.78594, 18.352, 0.131089, 1.23087, 0.4, -0.00145128, 1.01837, 1.00246, 1.00579, 1.00395
2.78694, 18.3261, 0.130976, 1.23195, 0.4, -0.00141979, 1.01832, 1.00243, 1.00577, 1.00393
2.78794, 18.3008, 0.130875, 1.23303, 0.4, -0.00138829, 1.01827, 1.0024, 1.00575, 1.0039
2.78894, 18.2761, 0.130784, 1.23412, 0.4, -0.00135678, 1.01822, 1.00237, 1.00573, 1.00388
2.78994, 18.252, 0.130705, 1.23522, 0.4, -0.00132526, 1.01818, 1.00234, 1.00571, 1.00385
2.79094, 18.2284, 0.130638, 1.23633, 0.4, -0.00129374, 1.01813, 1.00231, 1.00569, 1.00383
2.79194, 18.2054, 0.130581, 1.23743, 0.4, -0.00126221, 1.01808, 1.00228, 1.00567, 1.0038
2.79294, 18.183, 0.130536, 1.23855, 0.4, -0.00123067, 1.01803, 1.00225, 1.00565, 1.00378
2.79394, 18.1611, 0.130501, 1.23967, 0.4, -0.00119913, 1.01799, 1.00222, 1.00563, 1.00375
2.79494, 18.1398, 0.130478, 1.24079, 0.4, -0.00116759, 1.01794, 1.00219, 1.00562, 1.00373
2.79594, 18.1191, 0.130466, 1.24192, 0.4, -0.00113605, 1.01789, 1.00216, 1.0056, 1.00371
2.79694, 18.0989, 0.130465, 1.24305, 0.4, -0.00110451, 1.01784, 1.00214, 1.00558, 1.00368
2.79794, 18.0793, 0.130475, 1.24418, 0.4, -0.00107297, 1.0178, 1.00211, 1.00556, 1.00366
2.79894, 18.0603, 0.130497, 1.24532, 0.4, -0.00104143, 1.01775, 1.00208, 1.00554, 1.00364
2.79994, 18.0418, 0.130529, 1.24646, 0.4, -0.0010099, 1.0177, 1.00205, 1.00552, 1.00361
2.80094, 18.0239, 0.130572, 1.24761, 0.4, -0.000978379, 1.01766, 1.00203, 1.00551, 1.00359
2.80194, 18.0066, 0.130626, 1.24876, 0.4, -0.000946861, 1.01761, 1.002, 1.00549, 1.00357
2.80294, 17.9899, 0.130691, 1.24991, 0.4, -0.000915352, 1.01757, 1.00197, 1.00547, 1.00355
2.80394, 17.9737, 0.130767, 1.25107, 0.4, -0.000883852, 1.01752, 1.00195, 1.00545, 1.00353
2.80494, 17.958, 0.130854, 1.25222, 0.4, -0.000852364, 1.01747, 1.00192, 1.00544, 1.0035
2.80594, 17.943, 0.130952, 1.25338, 0.4, -0.000820888, 1.01743, 1.00189, 1.00542, 1.00348
2.80694, 17.9285, 0.131061, 1.25454, 0.4, -0.000789425, 1.01738, 1.00187, 1.0054, 1.00346
2.80794, 17.9146, 0.131181, 1.25571, 0.4, -0.000757977, 1.01734, 1.00184, 1.00539, 1.00344
2.80894, 17.9012, 0.131311, 1.25687, 0.4, -0.000726545, 1.01729, 1.00182, 1.00537, 1.00342
2.80994, 17.8884, 0.131452, 1.25804, 0.4, -0.00069513, 1.01725, 1.00179, 1.00536, 1.0034
2.81094, 17.8762, 0.131604, 1.2592, 0.4, -0.000663734, 1.01721, 1.00177, 1.00534, 1.00338
2.81194, 17.8645, 0.131766, 1.26037, 0.4, -0.000632358, 1.01716, 1.00174, 1.00532, 1.00336
2.81294, 17.8534, 0.13194, 1.26154, 0.4, -0.000601003, 1.01712, 1.00172, 1.00531, 1.00334
2.81394, 17.8429, 0.132124, 1.26271, 0.4, -0.000569671, 1.01708, 1.0017, 1.0053, 1.00333
2.81494, 17.8329, 0.132319, 1.26388, 0.4, -0.000538362, 1.01703, 1.00167, 1.00528, 1.00331
2.81594, 17.8235, 0.132524, 1.26506, 0.4, -0.000507077, 1.01699, 1.00165, 1.00527, 1.00329
2.81694, 17.8146, 0.13274, 1.26623, 0.4, -0.000475819, 1.01695, 1.00163, 1.00525, 1.00327
2.81794, 17.8064, 0.132967, 1.2674, 0.4, -0.000444588, 1.0169, 1.0016, 1.00524, 1.00325
2.81894, 17.7986, 0.133203, 1.26857, 0.4, -0.000413386, 1.01686, 1.00158, 1.00523, 1.00323
2.81994, 17.7915, 0.133451, 1.26974, 0.4, -0.000382213, 1.01682, 1.00156, 1.00521, 1.00322
2.82094, 17.7849, 0.133709, 1.27091, 0.4, -0.000351072, 1.01678, 1.00154, 1.0052, 1.0032
2.82194, 17.7788, 0.133977, 1.27208, 0.4, -0.000319962, 1.01674, 1.00151, 1.00519, 1.00318
2.82294, 17.7734, 0.134256, 1.27324, 0.4, -0.000288886, 1.0167, 1.00149, 1.00518, 1.00316
2.82394, 17.7684, 0.134545, 1.27441, 0.4, -0.000257845, 1.01665, 1.00147, 1.00516, 1.00315
2.82494, 17.7641, 0.134844, 1.27558, 0.4, -0.000226839, 1.01661, 1.00145, 1.00515, 1.00313
2.82594, 17.7603, 0.135154, 1.27674, 0.4, -0.000195871, 1.01657, 1.00143, 1.00514, 1.00311
2.82694, 17.757, 0.135474, 1.2779, 0.4, -0.000164941, 1.01653, 1.00141, 1.00513, 1.0031
2.82794, 17.7543, 0.135804, 1.27906, 0.4, -0.00013405, 1.01649, 1.00139, 1.00512, 1.00308
2.82894, 17.7522, 0.136144, 1.28022, 0.4, -0.000103199, 1.01645, 1.00137, 1.0051, 1.00307
2.82994, 17.7506, 0.136495, 1.28137, 0.4, -7.23909e-05, 1.01641, 1.00135, 1.00509, 1.00305
2.83094, 17.7496, 0.136856, 1.28253, 0.4, -4.16254e-05, 1.01637, 1.00133, 1.00508, 1.00304
2.83194, 17.7491, 0.137226, 1.28368, 0.4, -1.09041e-05, 1.01633, 1.00131, 1.00507, 1.00302
2.83294, 17.7492, 0.137607, 1.28483, 0.4, 1.97719e-05, 1.01629, 1.00129, 1.00506, 1.00301
2.83394, 17.7498, 0.137998, 1.28597, 0.4, 5.04014e-05, 1.01626, 1.00127, 1.00505, 1.00299
2.83494, 17.751, 0.138399, 1.28711, 0.4, 8.09832e-05, 1.01622, 1.00125, 1.00504, 1.00298
2.83594, 17.7528, 0.13881, 1.28825, 0.4, 0.000111516, 1.01618, 1.00123, 1.00503, 1.00296
2.83694, 17.755, 0.139231, 1.28939, 0.4, 0.000141999, 1.01614, 1.00121, 1.00502, 1.00295
2.83794, 17.7579, 0.139661, 1.29052, 0.4, 0.000172431, 1.0161, 1.00119, 1.00501, 1.00294
2.83894, 17.7612, 0.140102, 1.29165, 0.4, 0.00020281, 1.01607, 1.00117, 1.005, 1.00292
2.83994, 17.7652, 0.140552, 1.29277, 0.4, 0.000233136, 1.01603, 1.00116, 1.005, 1.00291
2.84094, 17.7696, 0.141013, 1.2939, 0.4, 0.000263408, 1.01599, 1.00114, 1.00499, 1.0029
2.84194, 17.7747, 0.141482, 1.29501, 0.4, 0.000293623, 1.01595, 1.00112, 1.00498, 1.00289
2.84294, 17.7802, 0.141962, 1.29613, 0.4, 0.000323782, 1.01592, 1.0011, 1.00497, 1.00287
2.84394, 17.7863, 0.142451, 1.29723, 0.4, 0.000353883, 1.01588, 1.00109, 1.00496, 1.00286
2.84494, 17.7929, 0.14295, 1.29834, 0.4, 0.000383925, 1.01584, 1.00107, 1.00495, 1.00285
2.84594, 17.8001, 0.143459, 1.29944, 0.4, 0.000413906, 1.01581, 1.00105, 1.00495, 1.00284
2.84694, 17.8078, 0.143977, 1.30053, 0.4, 0.000443826, 1.01577, 1.00104, 1.00494, 1.00283
2.84794, 17.8161, 0.144504, 1.30162, 0.4, 0.000473684, 1.01574, 1.00102, 1.00493, 1.00281
2.84894, 17.8249, 0.145041, 1.30271, 0.4, 0.000503478, 1.0157, 1.001, 1.00492, 1.0028
2.84994, 17.8342, 0.145587, 1.30379, 0.4, 0.000533207, 1.01567, 1.00099, 1.00492, 1.00279
2.85094, 17.8441, 0.146143, 1.30487, 0.4, 0.000562871, 1.01563, 1.00097, 1.00491, 1.00278
2.85194, 17.8545, 0.146708, 1.30594, 0.4, 0.000592467, 1.0156, 1.00096, 1.0049, 1.00277
2.85294, 17.8654, 0.147283, 1.307, 0.4, 0.000621996, 1.01556, 1.00094, 1.0049, 1.00276
2.85394, 17.8769, 0.147867, 1.30806, 0.4, 0.000651456, 1.01553, 1.00093, 1.00489, 1.00275
2.85494, 17.8889, 0.14846, 1.30911, 0.4, 0.000680845, 1.0155, 1.00091, 1.00489, 1.00274
2.85594, 17.9014, 0.149062, 1.31016, 0.4, 0.000710164, 1.01546, 1.0009, 1.00488, 1.00273
2.85694, 17.9144, 0.149673, 1.3112, 0.4, 0.00073941, 1.01543, 1.00088, 1.00487, 1.00272
2.85794, 17.928, 0.150293, 1.31224, 0.4, 0.000768583, 1.0154, 1.00087, 1.00487, 1.00271
2.85894, 17.9421, 0.150923, 1.31327, 0.4, 0.000797682, 1.01536, 1.00085, 1.00486, 1.0027
2.85994, 17.9567, 0.151561, 1.31429, 0.4, 0.000826705, 1.01533, 1.00084, 1.00486, 1.00269
2.86094, 17.9719, 0.152208, 1.31531, 0.4, 0.000855651, 1.0153, 1.00082, 1.00485, 1.00269
2.86194, 17.9875, 0.152865, 1.31632, 0.4, 0.000884521, 1.01527, 1.00081, 1.00485, 1.00268
2.86294, 18.0037, 0.15353, 1.31733, 0.4, 0.000913311, 1.01523, 1.0008, 1.00484, 1.00267
2.86394, 18.0204, 0.154204, 1.31833, 0.4, 0.000942022, 1.0152, 1.00078, 1.00484, 1.00266
2.86494, 18.0376, 0.154887, 1.31932, 0.4, 0.000970653, 1.01517, 1.00077, 1.00484, 1.00265
2.86594, 18.0554, 0.155579, 1.32031, 0.4, 0.000999202, 1.01514, 1.00076, 1.00483, 1.00264
2.86694, 18.0736, 0.156279, 1.32129, 0.4, 0.00102767, 1.01511, 1.00075, 1.00483, 1.00264
2.86794, 18.0924, 0.156988, 1.32226, 0.4, 0.00105605, 1.01508, 1.00073, 1.00482, 1.00263
2.86894, 18.1116, 0.157706, 1.32322, 0.4, 0.00108435, 1.01505, 1.00072, 1.00482, 1.00262
2.86994, 18.1314, 0.158432, 1.32418, 0.4, 0.00111256, 1.01501, 1.00071, 1.00482, 1.00261
2.87094, 18.1517, 0.159166, 1.32513, 0.4, 0.00114069, 1.01498, 1.0007, 1.00481, 1.00261
2.87194, 18.1725, 0.15991, 1.32608, 0.4, 0.00116872, 1.01495, 1.00068, 1.00481, 1.0026
2.87294, 18.1938, 0.160661, 1.32702, 0.4, 0.00119667, 1.01492, 1.00067, 1.00481, 1.00259
2.87393, 18.2155, 0.161421, 1.32795, 0.4, 0.00122453, 1.01489, 1.00066, 1.0048, 1.00259
2.87493, 18.2378, 0.16219, 1.32887, 0.4, 0.0012523, 1.01486, 1.00065, 1.0048, 1.00258
2.87593, 18.2606, 0.162966, 1.32978, 0.4, 0.00127998, 1.01483, 1.00064, 1.0048, 1.00257
2.87693, 18.2839, 0.163751, 1.33069, 0.4, 0.00130756, 1.01481, 1.00063, 1.0048, 1.00257
2.87793, 18.3077, 0.164544, 1.33159, 0.4, 0.00133506, 1.01478, 1.00062, 1.00479, 1.00256
2.87893, 18.332, 0.165346, 1.33249, 0.4, 0.00136245, 1.01475, 1.0006, 1.00479, 1.00256
2.87993, 18.3567, 0.166155, 1.33337, 0.4, 0.00138976, 1.01472, 1.00059, 1.00479, 1.00255
2.88093, 18.382, 0.166972, 1.33425, 0.4, 0.00141696, 1.01469, 1.00058, 1.00479, 1.00254
2.88193, 18.4078, 0.167798, 1.33512, 0.4, 0.00144407, 1.01466, 1.00057, 1.00479, 1.00254
2.88293, 18.434, 0.168631, 1.33598, 0.4, 0.00147108, 1.01463, 1.00056, 1.00478, 1.00253
2.88393, 18.4607, 0.169472, 1.33684, 0.4, 0.00149799, 1.01461, 1.00055, 1.00478, 1.00253
2.88493, 18.4879, 0.170322, 1.33768, 0.4, 0.0015248, 1.01458, 1.00054, 1.00478, 1.00252
2.88593, 18.5156, 0.171179, 1.33852, 0.4, 0.00155151, 1.01455, 1.00053, 1.00478, 1.00252
2.88693, 18.5438, 0.172043, 1.33935, 0.4, 0.00157812, 1.01452, 1.00052, 1.00478, 1.00251
2.88793, 18.5724, 0.172916, 1.34018, 0.4, 0.00160463, 1.0145, 1.00051, 1.00478, 1.00251
2.88893, 18.6016, 0.173796, 1.34099, 0.4, 0.00163103, 1.01447, 1.0005, 1.00478, 1.0025
2.88993, 18.6311, 0.174684, 1.3418, 0.4, 0.00165733, 1.01444, 1.00049, 1.00478, 1.0025
2.89093, 18.6612, 0.175579, 1.3426, 0.4, 0.00168352, 1.01441, 1.00048, 1.00477, 1.00249
2.89193, 18.6918, 0.176482, 1.34339, 0.4, 0.0017096, 1.01439, 1.00047, 1.00477, 1.00249
2.89293, 18.7228, 0.177392, 1.34418, 0.4, 0.00173558, 1.01436, 1.00046, 1.00477, 1.00249
2.89393, 18.7542, 0.17831, 1.34495, 0.4, 0.00176145, 1.01433, 1.00045, 1.00477, 1.00248
2.89493, 18.7862, 0.179235, 1.34572, 0.4, 0.00178722, 1.01431, 1.00044, 1.00477, 1.00248
2.89593, 18.8186, 0.180167, 1.34648, 0.4, 0.00181287, 1.01428, 1.00044, 1.00477, 1.00247
2.89693, 18.8514, 0.181107, 1.34723, 0.4, 0.00183841, 1.01426, 1.00043, 1.00477, 1.00247
2.89793, 18.8848, 0.182054, 1.34797, 0.4, 0.00186384, 1.01423, 1.00042, 1.00477, 1.00247
2.89893, 18.9185, 0.183008, 1.34871, 0.4, 0.00188916, 1.0142, 1.00041, 1.00477, 1.00246
2.89993, 18.9528, 0.183969, 1.34943, 0.4, 0.00191436, 1.01418, 1.0004, 1.00477, 1.00246
2.90093, 18.9875, 0.184937, 1.35015, 0.4, 0.00193945, 1.01415, 1.00039, 1.00477, 1.00245
2.90193, 19.0226, 0.185912, 1.35086, 0.4, 0.00196443, 1.01413, 1.00038, 1.00477, 1.00245
2.90293, 19.0582, 0.186895, 1.35156, 0.4, 0.00198929, 1.0141, 1.00037, 1.00477, 1.00245
2.90393, 19.0942, 0.187884, 1.35226, 0.4, 0.00201404, 1.01408, 1.00036, 1.00477, 1.00244
2.90493, 19.1307, 0.18888, 1.35294, 0.4, 0.00203867, 1.01405, 1.00036, 1.00477, 1.00244
2.90593, 19.1676, 0.189882, 1.35362, 0.4, 0.00206317, 1.01403, 1.00035, 1.00477, 1.00244
2.90693, 19.205, 0.190892, 1.35429, 0.4, 0.00208757, 1.014, 1.00034, 1.00477, 1.00243
2.90793, 19.2428, 0.191908, 1.35495, 0.4, 0.00211184, 1.01398, 1.00033, 1.00477, 1.00243
2.90893, 19.281, 0.192931, 1.3556, 0.4, 0.00213599, 1.01395, 1.00032, 1.00477, 1.00243
2.90993, 19.3197, 0.19396, 1.35625, 0.4, 0.00216002, 1.01393, 1.00031, 1.00477, 1.00242
2.91093, 19.3588, 0.194996, 1.35688, 0.4, 0.00218393, 1.0139, 1.0003, 1.00477, 1.00242
2.91193, 19.3983, 0.196038, 1.35751, 0.4, 0.00220771, 1.01388, 1.0003, 1.00477, 1.00242
2.91293, 19.4382, 0.197087, 1.35813, 0.4, 0.00223138, 1.01385, 1.00029, 1.00477, 1.00241
2.91393, 19.4786, 0.198142, 1.35874, 0.4, 0.00225492, 1.01383, 1.00028, 1.00477, 1.00241
2.91493, 19.5194, 0.199203, 1.35935, 0.4, 0.00227833, 1.01381, 1.00027, 1.00477, 1.00241
2.91593, 19.5606, 0.200271, 1.35994, 0.4, 0.00230162, 1.01378, 1.00026, 1.00477, 1.0024
2.91693, 19.6023, 0.201345, 1.36053, 0.4, 0.00232478, 1.01376, 1.00025, 1.00477, 1.0024
2.91793, 19.6443, 0.202425, 1.36111, 0.4, 0.00234782, 1.01373, 1.00025, 1.00478, 1.0024
2.91893, 19.6868, 0.203511, 1.36168, 0.4, 0.00237073, 1.01371, 1.00024, 1.00478, 1.00239
2.91993, 19.7297, 0.204603, 1.36225, 0.4, 0.00239351, 1.01368, 1.00023, 1.00478, 1.00239
2.92093, 19.773, 0.205701, 1.3628, 0.4, 0.00241616, 1.01366, 1.00022, 1.00478, 1.00239
2.92193, 19.8167, 0.206805, 1.36335, 0.4, 0.00243868, 1.01364, 1.00021, 1.00478, 1.00239
2.92293, 19.8608, 0.207915, 1.36389, 0.4, 0.00246107, 1.01361, 1.0002, 1.00478, 1.00238
2.92393, 19.9053, 0.209031, 1.36442, 0.4, 0.00248333, 1.01359, 1.0002, 1.00478, 1.00238
2.92493, 19.9502, 0.210152, 1.36495, 0.4, 0.00250546, 1.01357, 1.00019, 1.00478, 1.00238
2.92593, 19.9954, 0.21128, 1.36546, 0.4, 0.00252745, 1.01354, 1.00018, 1.00478, 1.00237
2.92693, 20.0411, 0.212412, 1.36597, 0.4, 0.00254931, 1.01352, 1.00017, 1.00478, 1.00237
2.92793, 20.0872, 0.213551, 1.36647, 0.4, 0.00257104, 1.01349, 1.00016, 1.00478, 1.00237
2.92893, 20.1337, 0.214695, 1.36697, 0.4, 0.00259264, 1.01347, 1.00015, 1.00478, 1.00236
2.92993, 20.1806, 0.215844, 1.36745, 0.4, 0.0026141, 1.01345, 1.00015, 1.00478, 1.00236
2.93093, 20.2278, 0.216999, 1.36793, 0.4, 0.00263542, 1.01342, 1.00014, 1.00478, 1.00236
2.93193, 20.2754, 0.218159, 1.3684, 0.4, 0.00265661, 1.0134, 1.00013, 1.00478, 1.00235
2.93293, 20.3234, 0.219325, 1.36886, 0.4, 0.00267766, 1.01338, 1.00012, 1.00478, 1.00235
2.93393, 20.3718, 0.220495, 1.36932, 0.4, 0.00269857, 1.01335, 1.00011, 1.00478, 1.00235
2.93493, 20.4206, 0.221671, 1.36976, 0.4, 0.00271935, 1.01333, 1.0001, 1.00478, 1.00234
2.93593, 20.4697, 0.222852, 1.3702, 0.4, 0.00273999, 1.01331, 1.00009, 1.00478, 1.00234
2.93693, 20.5192, 0.224038, 1.37064, 0.4, 0.00276048, 1.01328, 1.00008, 1.00478, 1.00234
2.93793, 20.5691, 0.22523, 1.37106, 0.4, 0.00278084, 1.01326, 1.00007, 1.00478, 1.00233
2.93893, 20.6193, 0.226426, 1.37148, 0.4, 0.00280106, 1.01324, 1.00007, 1.00478, 1.00233
2.93993, 20.6699, 0.227627, 1.37189, 0.4, 0.00282114, 1.01321, 1.00006, 1.00478, 1.00233
2.94093, 20.7209, 0.228833, 1.3723, 0.4, 0.00284107, 1.01319, 1.00005, 1.00478, 1.00232
2.94193, 20.7722, 0.230044, 1.37269, 0.4, 0.00286086, 1.01316, 1.00004, 1.00478, 1.00232
2.94293, 20.8239, 0.231259, 1.37309, 0.4, 0.00288051, 1.01314, 1.00003, 1.00478, 1.00231
2.94393, 20.8759, 0.232479, 1.37347, 0.4, 0.00290002, 1.01312, 1.00002, 1.00478, 1.00231
2.94493, 20.9283, 0.233704, 1.37384, 0.4, 0.00291938, 1.01309, 1.00001, 1.00478, 1.00231
2.94593, 20.981, 0.234933, 1.37421, 0.4, 0.0029386, 1.01307, 1, 1.00478, 1.0023
2.94693, 21.0341, 0.236167, 1.37458, 0.4, 0.00295768, 1.01305, 0.99999, 1.00478, 1.0023
2.94793, 21.0875, 0.237405, 1.37493, 0.4, 0.00297661, 1.01302, 0.999981, 1.00478, 1.00229
2.94893, 21.1413, 0.238648, 1.37528, 0.4, 0.00299539, 1.013, 0.999971, 1.00478, 1.00229
2.94993, 21.1953, 0.239895, 1.37563, 0.4, 0.00301403, 1.01297, 0.99996, 1.00478, 1.00228
2.95093, 21.2498, 0.241146, 1.37596, 0.4, 0.00303252, 1.01295, 0.99995, 1.00478, 1.00228
2.95193, 21.3045, 0.242401, 1.37629, 0.4, 0.00305086, 1.01293, 0.99994, 1.00478, 1.00227
2.95293, 21.3596, 0.243661, 1.37662, 0.4, 0.00306906, 1.0129, 0.99993, 1.00478, 1.00227
2.95393, 21.415, 0.244924, 1.37693, 0.4, 0.0030871, 1.01288, 0.999919, 1.00478, 1.00227
2.95493, 21.4707, 0.246192, 1.37724, 0.4, 0.003105, 1.01285, 0.999909, 1.00478, 1.00226
2.95593, 21.5268, 0.247464, 1.37755, 0.4, 0.00312275, 1.01283, 0.999898, 1.00478, 1.00225
2.95693, 21.5831, 0.248739, 1.37785, 0.4, 0.00314035, 1.01281, 0.999887, 1.00477, 1.00225
2.95793, 21.6398, 0.250019, 1.37814, 0.4, 0.0031578, 1.01278, 0.999876, 1.00477, 1.00224
2.95893, 21.6968, 0.251302, 1.37843, 0.4, 0.0031751, 1.01276, 0.999865, 1.00477, 1.00224
2.95993, 21.7541, 0.252589, 1.37871, 0.4, 0.00319225, 1.01273, 0.999853, 1.00477, 1.00223
2.96093, 21.8118, 0.25388, 1.37898, 0.4, 0.00320924, 1.01271, 0.999842, 1.00477, 1.00223
2.96193, 21.8697, 0.255174, 1.37925, 0.4, 0.00322609, 1.01268, 0.999831, 1.00477, 1.00222
2.96293, 21.9279, 0.256472, 1.37952, 0.4, 0.00324278, 1.01266, 0.999819, 1.00476, 1.00222
2.96393, 21.9864, 0.257773, 1.37978, 0.4, 0.00325932, 1.01263, 0.999807, 1.00476, 1.00221
2.96493, 22.0452, 0.259078, 1.38003, 0.4, 0.00327571, 1.01261, 0.999795, 1.00476, 1.0022
2.96593, 22.1043, 0.260386, 1.38028, 0.4, 0.00329194, 1.01258, 0.999783, 1.00476, 1.0022
2.96693, 22.1637, 0.261698, 1.38052, 0.4, 0.00330802, 1.01256, 0.999771, 1.00476, 1.00219
2.96793, 22.2234, 0.263012, 1.38076, 0.4, 0.00332395, 1.01253, 0.999758, 1.00475, 1.00218
2.96893, 22.2834, 0.26433, 1.38099, 0.4, 0.00333972, 1.01251, 0.999746, 1.00475, 1.00218
2.96993, 22.3437, 0.265652, 1.38121, 0.4, 0.00335533, 1.01248, 0.999733, 1.00475, 1.00217
2.97093, 22.4042, 0.266976, 1.38144, 0.4, 0.0033708, 1.01246, 0.99972, 1.00475, 1.00216
2.97193, 22.465, 0.268303, 1.38165, 0.4, 0.0033861, 1.01243, 0.999707, 1.00474, 1.00216
2.97293, 22.5261, 0.269633, 1.38187, 0.4, 0.00340125, 1.01241, 0.999694, 1.00474, 1.00215
2.97393, 22.5875, 0.270966, 1.38207, 0.4, 0.00341624, 1.01238, 0.99968, 1.00474, 1.00214
2.97493, 22.6491, 0.272302, 1.38228, 0.4, 0.00343108, 1.01235, 0.999667, 1.00473, 1.00213
2.97593, 22.711, 0.273641, 1.38247, 0.4, 0.00344576, 1.01233, 0.999653, 1.00473, 1.00212
2.97693, 22.7731, 0.274983, 1.38267, 0.4, 0.00346028, 1.0123, 0.999639, 1.00472, 1.00212
2.97793, 22.8355, 0.276327, 1.38286, 0.4, 0.00347465, 1.01227, 0.999625, 1.00472, 1.00211
2.97893, 22.8982, 0.277674, 1.38304, 0.4, 0.00348886, 1.01225, 0.99961, 1.00472, 1.0021
2.97993, 22.9612, 0.279023, 1.38322, 0.4, 0.0035029, 1.01222, 0.999596, 1.00471, 1.00209
2.98093, 23.0243, 0.280375, 1.3834, 0.4, 0.00351679, 1.01219, 0.999581, 1.00471, 1.00208
2.98193, 23.0878, 0.281729, 1.38357, 0.4, 0.00353053, 1.01217, 0.999566, 1.0047, 1.00207
2.98293, 23.1514, 0.283086, 1.38374, 0.4, 0.0035441, 1.01214, 0.999551, 1.0047, 1.00207
2.98393, 23.2153, 0.284445, 1.38391, 0.4, 0.00355751, 1.01211, 0.999536, 1.00469, 1.00206
