Time(s) " gENROE.delta" " gENROE.PELEC" " eSDC2A.EFD" " gENROE.PMECH" " gENROE.SPEED" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
2.62295 " 32.8291" " 0.336" " 1.93224" " 0.4" " -0.00504305" " 0.147755" " 1.00556" " 0.995594" " 1.00225"
2.62395 " 32.7384" " 0.33444" " 1.92954" " 0.4" " -0.00503525" " 0.147755" " 1.00567" " 0.995661" " 1.00229"
2.62495 " 32.6478" " 0.332884" " 1.92684" " 0.4" " -0.00502726" " 0.147755" " 1.00577" " 0.995727" " 1.00233"
2.62595 " 32.5574" " 0.331332" " 1.92415" " 0.4" " -0.0050191" " 0.147755" " 1.00588" " 0.995792" " 1.00237"
2.62695 " 32.4671" " 0.329785" " 1.92147" " 0.4" " -0.00501075" " 0.147755" " 1.00598" " 0.995857" " 1.00241"
2.62795 " 32.377" " 0.328241" " 1.91879" " 0.4" " -0.00500222" " 0.147755" " 1.00608" " 0.995921" " 1.00244"
2.62895 " 32.2871" " 0.326703" " 1.91612" " 0.4" " -0.00499351" " 0.147755" " 1.00618" " 0.995984" " 1.00248"
2.62995 " 32.1973" " 0.325168" " 1.91345" " 0.4" " -0.00498463" " 0.147755" " 1.00628" " 0.996046" " 1.00252"
2.63095 " 32.1076" " 0.323638" " 1.91079" " 0.4" " -0.00497556" " 0.147755" " 1.00638" " 0.996108" " 1.00255"
2.63195 " 32.0181" " 0.322113" " 1.90814" " 0.4" " -0.00496632" " 0.147755" " 1.00648" " 0.996169" " 1.00259"
2.63295 " 31.9288" " 0.320592" " 1.90549" " 0.4" " -0.0049569" " 0.147755" " 1.00657" " 0.996229" " 1.00262"
2.63395 " 31.8397" " 0.319076" " 1.90285" " 0.4" " -0.0049473" " 0.147755" " 1.00667" " 0.996288" " 1.00266"
2.63495 " 31.7507" " 0.317565" " 1.90021" " 0.4" " -0.00493752" " 0.147755" " 1.00677" " 0.996347" " 1.00269"
2.63595 " 31.6619" " 0.316059" " 1.89758" " 0.4" " -0.00492757" " 0.147755" " 1.00686" " 0.996405" " 1.00273"
2.63695 " 31.5733" " 0.314557" " 1.89496" " 0.4" " -0.00491745" " 0.147755" " 1.00695" " 0.996462" " 1.00276"
2.63795 " 31.4849" " 0.313061" " 1.89234" " 0.4" " -0.00490715" " 0.147755" " 1.00704" " 0.996519" " 1.00279"
2.63895 " 31.3967" " 0.311569" " 1.88973" " 0.4" " -0.00489667" " 0.147755" " 1.00714" " 0.996575" " 1.00282"
2.63995 " 31.3086" " 0.310083" " 1.88713" " 0.4" " -0.00488603" " 0.147755" " 1.00723" " 0.99663" " 1.00286"
2.64095 " 31.2208" " 0.308602" " 1.88454" " 0.4" " -0.0048752" " 0.147755" " 1.00732" " 0.996684" " 1.00289"
2.64195 " 31.1331" " 0.307126" " 1.88195" " 0.4" " -0.00486421" " 0.147755" " 1.0074" " 0.996738" " 1.00292"
2.64295 " 31.0457" " 0.305655" " 1.87937" " 0.4" " -0.00485305" " 0.147755" " 1.00749" " 0.996791" " 1.00295"
2.64395 " 30.9584" " 0.30419" " 1.87679" " 0.4" " -0.00484171" " 0.147755" " 1.00758" " 0.996843" " 1.00298"
2.64495 " 30.8714" " 0.30273" " 1.87422" " 0.4" " -0.00483021" " 0.147755" " 1.00766" " 0.996894" " 1.00301"
2.64595 " 30.7845" " 0.301276" " 1.87166" " 0.4" " -0.00481853" " 0.147755" " 1.00775" " 0.996945" " 1.00304"
2.64695 " 30.6979" " 0.299827" " 1.86911" " 0.4" " -0.00480669" " 0.147755" " 1.00783" " 0.996995" " 1.00306"
2.64795 " 30.6115" " 0.298384" " 1.86656" " 0.4" " -0.00479467" " 0.147755" " 1.00791" " 0.997045" " 1.00309"
2.64895 " 30.5253" " 0.296946" " 1.86402" " 0.4" " -0.0047825" " 0.147755" " 1.00799" " 0.997093" " 1.00312"
2.64995 " 30.4393" " 0.295514" " 1.86149" " 0.4" " -0.00477015" " 0.147755" " 1.00808" " 0.997142" " 1.00314"
2.65095 " 30.3536" " 0.294088" " 1.85897" " 0.4" " -0.00475763" " 0.147755" " 1.00815" " 0.997189" " 1.00317"
2.65195 " 30.268" " 0.292668" " 1.85645" " 0.4" " -0.00474495" " 0.147755" " 1.00823" " 0.997236" " 1.0032"
2.65295 " 30.1827" " 0.291253" " 1.85395" " 0.4" " -0.00473211" " 0.147755" " 1.00831" " 0.997282" " 1.00322"
2.65395 " 30.0977" " 0.289844" " 1.85144" " 0.4" " -0.0047191" " 0.147755" " 1.00839" " 0.997327" " 1.00325"
2.65495 " 30.0128" " 0.288442" " 1.84895" " 0.4" " -0.00470593" " 0.147755" " 1.00846" " 0.997372" " 1.00327"
2.65595 " 29.9283" " 0.287046" " 1.84647" " 0.4" " -0.00469259" " 0.147755" " 1.00854" " 0.997416" " 1.00329"
2.65695 " 29.8439" " 0.285655" " 1.84399" " 0.4" " -0.0046791" " 0.147755" " 1.00861" " 0.99746" " 1.00332"
2.65795 " 29.7598" " 0.284271" " 1.84152" " 0.4" " -0.00466544" " 0.147755" " 1.00869" " 0.997502" " 1.00334"
2.65895 " 29.676" " 0.282893" " 1.83906" " 0.4" " -0.00465162" " 0.147755" " 1.00876" " 0.997545" " 1.00336"
2.65995 " 29.5924" " 0.281522" " 1.83661" " 0.4" " -0.00463764" " 0.147755" " 1.00883" " 0.997586" " 1.00339"
2.66095 " 29.509" " 0.280156" " 1.83416" " 0.4" " -0.0046235" " 0.147755" " 1.0089" " 0.997627" " 1.00341"
2.66195 " 29.4259" " 0.278797" " 1.83173" " 0.4" " -0.0046092" " 0.147755" " 1.00897" " 0.997667" " 1.00343"
2.66295 " 29.3431" " 0.277445" " 1.8293" " 0.4" " -0.00459475" " 0.147755" " 1.00904" " 0.997707" " 1.00345"
2.66395 " 29.2605" " 0.276099" " 1.82688" " 0.4" " -0.00458014" " 0.147755" " 1.00911" " 0.997746" " 1.00347"
2.66495 " 29.1782" " 0.274759" " 1.82447" " 0.4" " -0.00456537" " 0.147755" " 1.00918" " 0.997784" " 1.00349"
2.66595 " 29.0961" " 0.273426" " 1.82207" " 0.4" " -0.00455045" " 0.147755" " 1.00924" " 0.997822" " 1.00351"
2.66695 " 29.0144" " 0.2721" " 1.81967" " 0.4" " -0.00453537" " 0.147755" " 1.00931" " 0.997859" " 1.00353"
2.66795 " 28.9329" " 0.270781" " 1.81729" " 0.4" " -0.00452014" " 0.147755" " 1.00937" " 0.997896" " 1.00355"
2.66895 " 28.8516" " 0.269468" " 1.81491" " 0.4" " -0.00450475" " 0.147755" " 1.00944" " 0.997932" " 1.00357"
2.66995 " 28.7707" " 0.268162" " 1.81254" " 0.4" " -0.00448922" " 0.147755" " 1.0095" " 0.997967" " 1.00358"
2.67095 " 28.69" " 0.266863" " 1.81018" " 0.4" " -0.00447353" " 0.147755" " 1.00956" " 0.998002" " 1.0036"
2.67195 " 28.6096" " 0.265571" " 1.80783" " 0.4" " -0.00445769" " 0.147755" " 1.00962" " 0.998036" " 1.00362"
2.67295 " 28.5295" " 0.264286" " 1.80549" " 0.4" " -0.0044417" " 0.147755" " 1.00968" " 0.99807" " 1.00364"
2.67395 " 28.4497" " 0.263008" " 1.80316" " 0.4" " -0.00442556" " 0.147755" " 1.00974" " 0.998102" " 1.00365"
2.67495 " 28.3702" " 0.261737" " 1.80084" " 0.4" " -0.00440928" " 0.147755" " 1.0098" " 0.998135" " 1.00367"
2.67595 " 28.291" " 0.260473" " 1.79852" " 0.4" " -0.00439285" " 0.147755" " 1.00986" " 0.998167" " 1.00368"
2.67695 " 28.2121" " 0.259216" " 1.79622" " 0.4" " -0.00437627" " 0.147755" " 1.00992" " 0.998198" " 1.0037"
2.67795 " 28.1335" " 0.257966" " 1.79392" " 0.4" " -0.00435954" " 0.147755" " 1.00997" " 0.998229" " 1.00371"
2.67895 " 28.0551" " 0.256724" " 1.79163" " 0.4" " -0.00434267" " 0.147755" " 1.01003" " 0.998259" " 1.00373"
2.67995 " 27.9771" " 0.255489" " 1.78936" " 0.4" " -0.00432566" " 0.147755" " 1.01008" " 0.998289" " 1.00374"
2.68095 " 27.8994" " 0.254261" " 1.78709" " 0.4" " -0.0043085" " 0.147755" " 1.01014" " 0.998318" " 1.00376"
2.68195 " 27.822" " 0.253041" " 1.78483" " 0.4" " -0.0042912" " 0.147755" " 1.01019" " 0.998346" " 1.00377"
2.68295 " 27.7449" " 0.251828" " 1.78258" " 0.4" " -0.00427376" " 0.147755" " 1.01024" " 0.998374" " 1.00378"
2.68395 " 27.6682" " 0.250622" " 1.78034" " 0.4" " -0.00425618" " 0.147755" " 1.01029" " 0.998402" " 1.00379"
2.68495 " 27.5917" " 0.249424" " 1.77811" " 0.4" " -0.00423846" " 0.147755" " 1.01034" " 0.998429" " 1.00381"
2.68595 " 27.5156" " 0.248234" " 1.77589" " 0.4" " -0.0042206" " 0.147755" " 1.01039" " 0.998455" " 1.00382"
2.68695 " 27.4398" " 0.247051" " 1.77367" " 0.4" " -0.0042026" " 0.147755" " 1.01044" " 0.998481" " 1.00383"
2.68795 " 27.3643" " 0.245876" " 1.77147" " 0.4" " -0.00418447" " 0.147755" " 1.01049" " 0.998507" " 1.00384"
2.68895 " 27.2891" " 0.244709" " 1.76928" " 0.4" " -0.0041662" " 0.147755" " 1.01054" " 0.998532" " 1.00385"
2.68995 " 27.2143" " 0.243549" " 1.7671" " 0.4" " -0.0041478" " 0.147755" " 1.01059" " 0.998556" " 1.00386"
2.69095 " 27.1398" " 0.242398" " 1.76492" " 0.4" " -0.00412926" " 0.147755" " 1.01063" " 0.99858" " 1.00387"
2.69195 " 27.0656" " 0.241254" " 1.76276" " 0.4" " -0.00411059" " 0.147755" " 1.01068" " 0.998604" " 1.00388"
2.69295 " 26.9918" " 0.240117" " 1.76061" " 0.4" " -0.00409178" " 0.147755" " 1.01072" " 0.998627" " 1.00389"
2.69395 " 26.9183" " 0.238989" " 1.75846" " 0.4" " -0.00407284" " 0.147755" " 1.01077" " 0.998649" " 1.0039"
2.69495 " 26.8452" " 0.237869" " 1.75633" " 0.4" " -0.00405378" " 0.147755" " 1.01081" " 0.998671" " 1.00391"
2.69595 " 26.7724" " 0.236756" " 1.7542" " 0.4" " -0.00403458" " 0.147755" " 1.01085" " 0.998693" " 1.00392"
2.69695 " 26.6999" " 0.235652" " 1.75209" " 0.4" " -0.00401526" " 0.147755" " 1.0109" " 0.998714" " 1.00393"
2.69795 " 26.6278" " 0.234556" " 1.74999" " 0.4" " -0.00399581" " 0.147755" " 1.01094" " 0.998734" " 1.00394"
2.69895 " 26.5561" " 0.233468" " 1.74789" " 0.4" " -0.00397623" " 0.147755" " 1.01098" " 0.998755" " 1.00395"
2.69995 " 26.4847" " 0.232388" " 1.74581" " 0.4" " -0.00395652" " 0.147755" " 1.01102" " 0.998774" " 1.00395"
2.70095 " 26.4137" " 0.231316" " 1.74373" " 0.4" " -0.00393669" " 0.147755" " 1.01106" " 0.998794" " 1.00396"
2.70195 " 26.343" " 0.230252" " 1.74167" " 0.4" " -0.00391674" " 0.147755" " 1.0111" " 0.998812" " 1.00397"
2.70295 " 26.2727" " 0.229197" " 1.73962" " 0.4" " -0.00389667" " 0.147755" " 1.01113" " 0.998831" " 1.00398"
2.70395 " 26.2027" " 0.22815" " 1.73757" " 0.4" " -0.00387647" " 0.147755" " 1.01117" " 0.998849" " 1.00398"
2.70495 " 26.1331" " 0.227111" " 1.73554" " 0.4" " -0.00385615" " 0.147755" " 1.01121" " 0.998866" " 1.00399"
2.70595 " 26.0639" " 0.22608" " 1.73352" " 0.4" " -0.00383571" " 0.147755" " 1.01124" " 0.998884" " 1.004"
2.70695 " 25.995" " 0.225058" " 1.7315" " 0.4" " -0.00381515" " 0.147755" " 1.01128" " 0.9989" " 1.004"
2.70795 " 25.9265" " 0.224045" " 1.7295" " 0.4" " -0.00379448" " 0.147755" " 1.01131" " 0.998917" " 1.00401"
2.70895 " 25.8584" " 0.223039" " 1.72751" " 0.4" " -0.00377369" " 0.147755" " 1.01135" " 0.998933" " 1.00401"
2.70995 " 25.7907" " 0.222043" " 1.72553" " 0.4" " -0.00375278" " 0.147755" " 1.01138" " 0.998948" " 1.00402"
2.71095 " 25.7233" " 0.221054" " 1.72355" " 0.4" " -0.00373176" " 0.147755" " 1.01141" " 0.998963" " 1.00402"
2.71195 " 25.6563" " 0.220075" " 1.72159" " 0.4" " -0.00371062" " 0.147755" " 1.01145" " 0.998978" " 1.00403"
2.71295 " 25.5897" " 0.219104" " 1.71964" " 0.4" " -0.00368937" " 0.147755" " 1.01148" " 0.998992" " 1.00403"
2.71395 " 25.5235" " 0.218141" " 1.7177" " 0.4" " -0.00366801" " 0.147755" " 1.01151" " 0.999006" " 1.00404"
2.71495 " 25.4577" " 0.217187" " 1.71577" " 0.4" " -0.00364653" " 0.147755" " 1.01154" " 0.99902" " 1.00404"
2.71595 " 25.3922" " 0.216242" " 1.71385" " 0.4" " -0.00362495" " 0.147755" " 1.01157" " 0.999033" " 1.00404"
2.71695 " 25.3272" " 0.215305" " 1.71194" " 0.4" " -0.00360326" " 0.147755" " 1.0116" " 0.999046" " 1.00405"
2.71795 " 25.2625" " 0.214378" " 1.71004" " 0.4" " -0.00358146" " 0.147755" " 1.01163" " 0.999059" " 1.00405"
2.71895 " 25.1982" " 0.213459" " 1.70816" " 0.4" " -0.00355955" " 0.147755" " 1.01165" " 0.999071" " 1.00405"
2.71995 " 25.1344" " 0.212548" " 1.70628" " 0.4" " -0.00353754" " 0.147755" " 1.01168" " 0.999083" " 1.00406"
2.72095 " 25.0709" " 0.211647" " 1.70441" " 0.4" " -0.00351542" " 0.147755" " 1.01171" " 0.999095" " 1.00406"
2.72195 " 25.0078" " 0.210754" " 1.70256" " 0.4" " -0.0034932" " 0.147755" " 1.01173" " 0.999106" " 1.00406"
2.72295 " 24.9451" " 0.20987" " 1.70071" " 0.4" " -0.00347088" " 0.147755" " 1.01176" " 0.999117" " 1.00406"
2.72395 " 24.8829" " 0.208996" " 1.69888" " 0.4" " -0.00344845" " 0.147755" " 1.01179" " 0.999127" " 1.00407"
2.72495 " 24.821" " 0.20813" " 1.69705" " 0.4" " -0.00342593" " 0.147755" " 1.01181" " 0.999137" " 1.00407"
2.72595 " 24.7595" " 0.207272" " 1.69524" " 0.4" " -0.0034033" " 0.147755" " 1.01183" " 0.999147" " 1.00407"
2.72695 " 24.6985" " 0.206424" " 1.69343" " 0.4" " -0.00338058" " 0.147755" " 1.01186" " 0.999157" " 1.00407"
2.72795 " 24.6378" " 0.205585" " 1.69164" " 0.4" " -0.00335776" " 0.147755" " 1.01188" " 0.999166" " 1.00407"
2.72895 " 24.5776" " 0.204755" " 1.68986" " 0.4" " -0.00333484" " 0.147755" " 1.0119" " 0.999175" " 1.00408"
2.72995 " 24.5178" " 0.203934" " 1.68809" " 0.4" " -0.00331183" " 0.147755" " 1.01193" " 0.999184" " 1.00408"
2.73095 " 24.4584" " 0.203122" " 1.68633" " 0.4" " -0.00328872" " 0.147755" " 1.01195" " 0.999192" " 1.00408"
2.73195 " 24.3994" " 0.202319" " 1.68458" " 0.4" " -0.00326552" " 0.147755" " 1.01197" " 0.999201" " 1.00408"
2.73295 " 24.3408" " 0.201525" " 1.68284" " 0.4" " -0.00324222" " 0.147755" " 1.01199" " 0.999208" " 1.00408"
2.73395 " 24.2826" " 0.20074" " 1.68111" " 0.4" " -0.00321884" " 0.147755" " 1.01201" " 0.999216" " 1.00408"
2.73495 " 24.2249" " 0.199965" " 1.67939" " 0.4" " -0.00319537" " 0.147755" " 1.01203" " 0.999223" " 1.00408"
2.73594 " 24.1676" " 0.199198" " 1.67768" " 0.4" " -0.0031718" " 0.147755" " 1.01205" " 0.99923" " 1.00408"
2.73694 " 24.1107" " 0.198441" " 1.67599" " 0.4" " -0.00314815" " 0.147755" " 1.01207" " 0.999237" " 1.00408"
2.73794 " 24.0543" " 0.197693" " 1.6743" " 0.4" " -0.00312441" " 0.147755" " 1.01209" " 0.999244" " 1.00408"
2.73894 " 23.9983" " 0.196954" " 1.67263" " 0.4" " -0.00310059" " 0.147755" " 1.0121" " 0.99925" " 1.00408"
2.73994 " 23.9427" " 0.196224" " 1.67096" " 0.4" " -0.00307668" " 0.147755" " 1.01212" " 0.999256" " 1.00408"
2.74094 " 23.8875" " 0.195504" " 1.66931" " 0.4" " -0.00305269" " 0.147755" " 1.01214" " 0.999262" " 1.00408"
2.74194 " 23.8328" " 0.194792" " 1.66767" " 0.4" " -0.00302862" " 0.147755" " 1.01215" " 0.999267" " 1.00408"
2.74294 " 23.7785" " 0.19409" " 1.66603" " 0.4" " -0.00300446" " 0.147755" " 1.01217" " 0.999273" " 1.00408"
2.74394 " 23.7246" " 0.193398" " 1.66441" " 0.4" " -0.00298022" " 0.147755" " 1.01219" " 0.999278" " 1.00408"
2.74494 " 23.6712" " 0.192714" " 1.6628" " 0.4" " -0.00295591" " 0.147755" " 1.0122" " 0.999283" " 1.00408"
2.74594 " 23.6182" " 0.19204" " 1.6612" " 0.4" " -0.00293151" " 0.147755" " 1.01222" " 0.999288" " 1.00408"
2.74694 " 23.5656" " 0.191376" " 1.65961" " 0.4" " -0.00290704" " 0.147755" " 1.01223" " 0.999292" " 1.00408"
2.74794 " 23.5135" " 0.190721" " 1.65803" " 0.4" " -0.0028825" " 0.147755" " 1.01224" " 0.999296" " 1.00408"
2.74894 " 23.4619" " 0.190075" " 1.65647" " 0.4" " -0.00285788" " 0.147755" " 1.01226" " 0.9993" " 1.00408"
2.74994 " 23.4106" " 0.189438" " 1.65491" " 0.4" " -0.00283318" " 0.147755" " 1.01227" " 0.999304" " 1.00407"
2.75094 " 23.3599" " 0.188811" " 1.65336" " 0.4" " -0.00280841" " 0.147755" " 1.01228" " 0.999308" " 1.00407"
2.75194 " 23.3095" " 0.188193" " 1.65183" " 0.4" " -0.00278357" " 0.147755" " 1.0123" " 0.999311" " 1.00407"
2.75294 " 23.2597" " 0.187585" " 1.6503" " 0.4" " -0.00275866" " 0.147755" " 1.01231" " 0.999315" " 1.00407"
2.75394 " 23.2102" " 0.186986" " 1.64879" " 0.4" " -0.00273369" " 0.147755" " 1.01232" " 0.999318" " 1.00407"
2.75494 " 23.1613" " 0.186396" " 1.64729" " 0.4" " -0.00270864" " 0.147755" " 1.01233" " 0.999321" " 1.00407"
2.75594 " 23.1127" " 0.185816" " 1.64579" " 0.4" " -0.00268352" " 0.147755" " 1.01234" " 0.999323" " 1.00407"
2.75694 " 23.0646" " 0.185245" " 1.64431" " 0.4" " -0.00265834" " 0.147755" " 1.01235" " 0.999326" " 1.00406"
2.75794 " 23.017" " 0.184684" " 1.64284" " 0.4" " -0.0026331" " 0.147755" " 1.01236" " 0.999328" " 1.00406"
2.75894 " 22.9699" " 0.184133" " 1.64138" " 0.4" " -0.00260779" " 0.147755" " 1.01237" " 0.999331" " 1.00406"
2.75994 " 22.9231" " 0.18359" " 1.63993" " 0.4" " -0.00258242" " 0.147755" " 1.01238" " 0.999333" " 1.00406"
2.76094 " 22.8769" " 0.183058" " 1.63849" " 0.4" " -0.00255698" " 0.147755" " 1.01239" " 0.999335" " 1.00406"
2.76194 " 22.8311" " 0.182534" " 1.63706" " 0.4" " -0.00253149" " 0.147755" " 1.0124" " 0.999337" " 1.00405"
2.76294 " 22.7857" " 0.182021" " 1.63564" " 0.4" " -0.00250594" " 0.147755" " 1.01241" " 0.999338" " 1.00405"
2.76394 " 22.7409" " 0.181517" " 1.63423" " 0.4" " -0.00248032" " 0.147755" " 1.01242" " 0.99934" " 1.00405"
2.76494 " 22.6965" " 0.181022" " 1.63284" " 0.4" " -0.00245465" " 0.147755" " 1.01242" " 0.999341" " 1.00405"
2.76594 " 22.6525" " 0.180537" " 1.63145" " 0.4" " -0.00242893" " 0.147755" " 1.01243" " 0.999343" " 1.00405"
2.76694 " 22.609" " 0.180061" " 1.63007" " 0.4" " -0.00240315" " 0.147755" " 1.01244" " 0.999344" " 1.00404"
2.76794 " 22.566" " 0.179595" " 1.62871" " 0.4" " -0.00237732" " 0.147755" " 1.01245" " 0.999345" " 1.00404"
2.76894 " 22.5234" " 0.179139" " 1.62735" " 0.4" " -0.00235143" " 0.147755" " 1.01245" " 0.999346" " 1.00404"
2.76994 " 22.4813" " 0.178691" " 1.62601" " 0.4" " -0.00232549" " 0.147755" " 1.01246" " 0.999346" " 1.00404"
2.77094 " 22.4397" " 0.178254" " 1.62467" " 0.4" " -0.0022995" " 0.147755" " 1.01247" " 0.999347" " 1.00404"
2.77194 " 22.3986" " 0.177826" " 1.62335" " 0.4" " -0.00227347" " 0.147755" " 1.01247" " 0.999348" " 1.00403"
2.77294 " 22.3579" " 0.177408" " 1.62204" " 0.4" " -0.00224738" " 0.147755" " 1.01248" " 0.999348" " 1.00403"
2.77394 " 22.3176" " 0.176999" " 1.62073" " 0.4" " -0.00222125" " 0.147755" " 1.01248" " 0.999348" " 1.00403"
2.77494 " 22.2779" " 0.1766" " 1.61944" " 0.4" " -0.00219507" " 0.147755" " 1.01249" " 0.999349" " 1.00403"
2.77594 " 22.2386" " 0.17621" " 1.61816" " 0.4" " -0.00216885" " 0.147755" " 1.01249" " 0.999349" " 1.00402"
2.77694 " 22.1998" " 0.17583" " 1.61689" " 0.4" " -0.00214258" " 0.147755" " 1.0125" " 0.999349" " 1.00402"
2.77794 " 22.1615" " 0.175459" " 1.61562" " 0.4" " -0.00211627" " 0.147755" " 1.0125" " 0.999349" " 1.00402"
2.77894 " 22.1236" " 0.175098" " 1.61437" " 0.4" " -0.00208992" " 0.147755" " 1.01251" " 0.999349" " 1.00402"
2.77994 " 22.0863" " 0.174746" " 1.61313" " 0.4" " -0.00206352" " 0.147755" " 1.01251" " 0.999348" " 1.00402"
2.78094 " 22.0493" " 0.174405" " 1.6119" " 0.4" " -0.00203709" " 0.147755" " 1.01251" " 0.999348" " 1.00401"
2.78194 " 22.0129" " 0.174072" " 1.61068" " 0.4" " -0.00201062" " 0.147755" " 1.01252" " 0.999348" " 1.00401"
2.78294 " 21.977" " 0.173749" " 1.60947" " 0.4" " -0.00198412" " 0.147755" " 1.01252" " 0.999347" " 1.00401"
2.78394 " 21.9415" " 0.173436" " 1.60827" " 0.4" " -0.00195758" " 0.147755" " 1.01252" " 0.999347" " 1.00401"
2.78494 " 21.9065" " 0.173132" " 1.60708" " 0.4" " -0.001931" " 0.147755" " 1.01253" " 0.999346" " 1.004"
2.78594 " 21.872" " 0.172838" " 1.6059" " 0.4" " -0.00190439" " 0.147755" " 1.01253" " 0.999346" " 1.004"
2.78694 " 21.8379" " 0.172554" " 1.60473" " 0.4" " -0.00187774" " 0.147755" " 1.01253" " 0.999345" " 1.004"
2.78794 " 21.8044" " 0.172279" " 1.60357" " 0.4" " -0.00185107" " 0.147755" " 1.01253" " 0.999344" " 1.004"
2.78894 " 21.7713" " 0.172013" " 1.60242" " 0.4" " -0.00182436" " 0.147755" " 1.01254" " 0.999344" " 1.004"
2.78994 " 21.7387" " 0.171757" " 1.60128" " 0.4" " -0.00179763" " 0.147755" " 1.01254" " 0.999343" " 1.00399"
2.79094 " 21.7066" " 0.171511" " 1.60015" " 0.4" " -0.00177087" " 0.147755" " 1.01254" " 0.999342" " 1.00399"
2.79194 " 21.6749" " 0.171274" " 1.59903" " 0.4" " -0.00174408" " 0.147755" " 1.01254" " 0.999341" " 1.00399"
2.79294 " 21.6438" " 0.171046" " 1.59792" " 0.4" " -0.00171726" " 0.147755" " 1.01254" " 0.99934" " 1.00399"
2.79394 " 21.6131" " 0.170828" " 1.59682" " 0.4" " -0.00169042" " 0.147755" " 1.01254" " 0.999339" " 1.00398"
2.79494 " 21.5829" " 0.17062" " 1.59572" " 0.4" " -0.00166356" " 0.147755" " 1.01254" " 0.999338" " 1.00398"
2.79594 " 21.5532" " 0.170422" " 1.59464" " 0.4" " -0.00163667" " 0.147755" " 1.01255" " 0.999342" " 1.00398"
2.79694 " 21.524" " 0.170232" " 1.59357" " 0.4" " -0.00160977" " 0.147755" " 1.01255" " 0.999341" " 1.00398"
2.79794 " 21.4953" " 0.170052" " 1.59251" " 0.4" " -0.00158284" " 0.147755" " 1.01255" " 0.999339" " 1.00398"
2.79894 " 21.467" " 0.169882" " 1.59146" " 0.4" " -0.00155589" " 0.147755" " 1.01255" " 0.999338" " 1.00398"
2.79994 " 21.4393" " 0.16972" " 1.59042" " 0.4" " -0.00152893" " 0.147755" " 1.01255" " 0.999336" " 1.00398"
2.80094 " 21.412" " 0.169569" " 1.58938" " 0.4" " -0.00150194" " 0.147755" " 1.01255" " 0.999335" " 1.00397"
2.80194 " 21.3852" " 0.169426" " 1.58836" " 0.4" " -0.00147495" " 0.147755" " 1.01255" " 0.999334" " 1.00397"
2.80294 " 21.3589" " 0.169294" " 1.58735" " 0.4" " -0.00144793" " 0.147755" " 1.01255" " 0.999332" " 1.00397"
2.80394 " 21.3331" " 0.16917" " 1.58634" " 0.4" " -0.00142091" " 0.147755" " 1.01254" " 0.999331" " 1.00397"
2.80494 " 21.3077" " 0.169056" " 1.58535" " 0.4" " -0.00139387" " 0.147755" " 1.01254" " 0.999329" " 1.00397"
2.80594 " 21.2829" " 0.168952" " 1.58436" " 0.4" " -0.00136682" " 0.147755" " 1.01254" " 0.999328" " 1.00397"
2.80694 " 21.2585" " 0.168857" " 1.58339" " 0.4" " -0.00133976" " 0.147755" " 1.01254" " 0.999326" " 1.00396"
2.80794 " 21.2347" " 0.168771" " 1.58242" " 0.4" " -0.00131269" " 0.147755" " 1.01254" " 0.999325" " 1.00396"
2.80894 " 21.2113" " 0.168695" " 1.58146" " 0.4" " -0.00128561" " 0.147755" " 1.01254" " 0.999323" " 1.00396"
2.80994 " 21.1884" " 0.168627" " 1.58051" " 0.4" " -0.00125852" " 0.147755" " 1.01254" " 0.999322" " 1.00396"
2.81094 " 21.166" " 0.16857" " 1.57958" " 0.4" " -0.00123143" " 0.147755" " 1.01254" " 0.99932" " 1.00396"
2.81194 " 21.1441" " 0.168521" " 1.57865" " 0.4" " -0.00120433" " 0.147755" " 1.01253" " 0.999318" " 1.00396"
2.81294 " 21.1226" " 0.168482" " 1.57773" " 0.4" " -0.00117723" " 0.147755" " 1.01253" " 0.999317" " 1.00396"
2.81394 " 21.1017" " 0.168452" " 1.57681" " 0.4" " -0.00115013" " 0.147755" " 1.01253" " 0.999315" " 1.00395"
2.81494 " 21.0812" " 0.168432" " 1.57591" " 0.4" " -0.00112302" " 0.147755" " 1.01253" " 0.999314" " 1.00395"
2.81594 " 21.0612" " 0.168421" " 1.57502" " 0.4" " -0.00109592" " 0.147755" " 1.01253" " 0.999312" " 1.00395"
2.81694 " 21.0418" " 0.168419" " 1.57413" " 0.4" " -0.00106881" " 0.147755" " 1.01252" " 0.999311" " 1.00395"
2.81794 " 21.0228" " 0.168426" " 1.57326" " 0.4" " -0.00104171" " 0.147755" " 1.01252" " 0.999309" " 1.00395"
2.81894 " 21.0043" " 0.168443" " 1.57239" " 0.4" " -0.00101461" " 0.147755" " 1.01252" " 0.999308" " 1.00395"
2.81994 " 20.9862" " 0.168468" " 1.57153" " 0.4" " -0.000987513" " 0.147755" " 1.01252" " 0.999306" " 1.00395"
2.82094 " 20.9687" " 0.168503" " 1.57068" " 0.4" " -0.00096042" " 0.147755" " 1.01251" " 0.999305" " 1.00395"
2.82194 " 20.9517" " 0.168547" " 1.56984" " 0.4" " -0.000933334" " 0.147755" " 1.01251" " 0.999303" " 1.00395"
2.82294 " 20.9351" " 0.168601" " 1.56901" " 0.4" " -0.000906255" " 0.147755" " 1.01251" " 0.999302" " 1.00395"
