Time(s) " gENROE.delta" " gENROE.PELEC" " sCRX.EFD" " gENROE.PMECH" " gENROE.SPEED" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
2.13599 " 40.4485" " 0.100446" " 4.64537" " 0.4" " 0.00490325" " 0.464378" " 0.186655" " 0.300322" " 2.43079e-07"
2.13699 " 40.5371" " 0.100689" " 4.64378" " 0.4" " 0.004938" " 0.464223" " 0.186582" " 0.300297" " 2.43023e-07"
2.13799 " 40.6263" " 0.100933" " 4.64223" " 0.4" " 0.00497272" " 0.464072" " 0.18651" " 0.300272" " 2.42967e-07"
2.13899 " 40.7161" " 0.101179" " 4.64072" " 0.4" " 0.00500741" " 0.463924" " 0.186439" " 0.300247" " 2.42911e-07"
2.13999 " 40.8065" " 0.101425" " 4.63924" " 0.4" " 0.00504208" " 0.46378" " 0.186369" " 0.300222" " 2.42856e-07"
2.14099 " 40.8976" " 0.101673" " 4.6378" " 0.4" " 0.00507671" " 0.46364" " 0.186299" " 0.300197" " 2.42801e-07"
2.14199 " 40.9893" " 0.101922" " 4.6364" " 0.4" " 0.00511131" " 0.463503" " 0.186229" " 0.300172" " 2.42746e-07"
2.14299 " 41.0816" " 0.102173" " 4.63503" " 0.4" " 0.00514588" " 0.46337" " 0.186161" " 0.300148" " 2.42691e-07"
2.14399 " 41.1745" " 0.102424" " 4.6337" " 0.4" " 0.00518041" " 0.463239" " 0.186093" " 0.300123" " 2.42637e-07"
2.14499 " 41.2681" " 0.102677" " 4.63239" " 0.4" " 0.00521492" " 0.463112" " 0.186025" " 0.300098" " 2.42583e-07"
2.14599 " 41.3623" " 0.102931" " 4.63112" " 0.4" " 0.0052494" " 0.462988" " 0.185958" " 0.300074" " 2.42529e-07"
2.14699 " 41.4571" " 0.103186" " 4.62988" " 0.4" " 0.00528384" " 0.462868" " 0.185892" " 0.300049" " 2.42476e-07"
2.14799 " 41.5525" " 0.103443" " 4.62868" " 0.4" " 0.00531825" " 0.46275" " 0.185826" " 0.300025" " 2.42422e-07"
2.14899 " 41.6485" " 0.1037" " 4.6275" " 0.4" " 0.00535264" " 0.462635" " 0.185761" " 0.300001" " 2.42369e-07"
2.14999 " 41.7452" " 0.103959" " 4.62635" " 0.4" " 0.00538699" " 0.462523" " 0.185696" " 0.299976" " 2.42316e-07"
2.15099 " 41.8425" " 0.104218" " 4.62523" " 0.4" " 0.0054213" " 0.462414" " 0.185632" " 0.299952" " 2.42263e-07"
2.15099 " 41.8425" " 0.612959" " 4.62414" " 0.4" " 0.0054213" " 0.78759" " 0.859553" " 0.9113" " 0.885367"
2.15199 " 41.9403" " 0.614859" " 7.85723" " 0.4" " 0.00541102" " 0.790301" " 0.861162" " 0.912369" " 0.886706"
2.15299 " 42.0377" " 0.616996" " 7.85702" " 0.4" " 0.0053707" " 0.795118" " 0.864063" " 0.914302" " 0.889123"
2.15399 " 42.134" " 0.619073" " 7.88039" " 0.4" " 0.00534497" " 0.798786" " 0.866257" " 0.915762" " 0.89095"
2.15499 " 42.2299" " 0.621164" " 7.89426" " 0.4" " 0.00531901" " 0.802408" " 0.868421" " 0.917202" " 0.892751"
2.15599 " 42.3255" " 0.623265" " 7.90782" " 0.4" " 0.0052928" " 0.805973" " 0.87055" " 0.918618" " 0.894524"
2.15699 " 42.4205" " 0.625377" " 7.92116" " 0.4" " 0.00526635" " 0.809485" " 0.872646" " 0.920011" " 0.896268"
2.15799 " 42.515" " 0.627499" " 7.93421" " 0.4" " 0.00523966" " 0.812943" " 0.874708" " 0.921383" " 0.897984"
2.15899 " 42.6091" " 0.629629" " 7.94693" " 0.4" " 0.00521271" " 0.816349" " 0.876737" " 0.922732" " 0.899673"
2.15999 " 42.7027" " 0.631768" " 7.95932" " 0.4" " 0.00518552" " 0.819704" " 0.878734" " 0.924059" " 0.901335"
2.16099 " 42.7958" " 0.633914" " 7.97135" " 0.4" " 0.00515808" " 0.823007" " 0.8807" " 0.925366" " 0.902971"
2.16199 " 42.8884" " 0.636067" " 7.98301" " 0.4" " 0.00513039" " 0.826261" " 0.882635" " 0.926651" " 0.90458"
2.16299 " 42.9805" " 0.638227" " 7.9943" " 0.4" " 0.00510245" " 0.829467" " 0.884539" " 0.927917" " 0.906165"
2.16399 " 43.0721" " 0.640393" " 8.0052" " 0.4" " 0.00507425" " 0.832624" " 0.886413" " 0.929162" " 0.907724"
2.16499 " 43.1632" " 0.642564" " 8.01571" " 0.4" " 0.00504581" " 0.835734" " 0.888259" " 0.930387" " 0.909259"
2.16599 " 43.2537" " 0.64474" " 8.02584" " 0.4" " 0.00501711" " 0.838797" " 0.890075" " 0.931593" " 0.91077"
2.16699 " 43.3438" " 0.64692" " 8.03559" " 0.4" " 0.00498816" " 0.841815" " 0.891863" " 0.932781" " 0.912257"
2.16799 " 43.4333" " 0.649104" " 8.04495" " 0.4" " 0.00495896" " 0.844788" " 0.893623" " 0.933949" " 0.913721"
2.16899 " 43.5223" " 0.651291" " 8.05393" " 0.4" " 0.0049295" " 0.847717" " 0.895357" " 0.9351" " 0.915162"
2.16999 " 43.6108" " 0.653481" " 8.06254" " 0.4" " 0.00489979" " 0.850603" " 0.897063" " 0.936232" " 0.916581"
2.17099 " 43.6987" " 0.655672" " 8.07077" " 0.4" " 0.00486982" " 0.853446" " 0.898743" " 0.937347" " 0.917978"
2.17199 " 43.7861" " 0.657865" " 8.07864" " 0.4" " 0.0048396" " 0.856248" " 0.900398" " 0.938445" " 0.919354"
2.17299 " 43.8729" " 0.66006" " 8.08615" " 0.4" " 0.00480912" " 0.859009" " 0.902027" " 0.939525" " 0.920708"
2.17399 " 43.9592" " 0.662255" " 8.0933" " 0.4" " 0.00477839" " 0.861729" " 0.903631" " 0.940589" " 0.922042"
2.17499 " 44.045" " 0.66445" " 8.1001" " 0.4" " 0.0047474" " 0.86441" " 0.905211" " 0.941637" " 0.923355"
2.17599 " 44.1301" " 0.666645" " 8.10656" " 0.4" " 0.00471616" " 0.867052" " 0.906768" " 0.942669" " 0.924648"
2.17699 " 44.2147" " 0.668839" " 8.11269" " 0.4" " 0.00468466" " 0.869656" " 0.9083" " 0.943685" " 0.925922"
2.17799 " 44.2988" " 0.671032" " 8.11848" " 0.4" " 0.00465291" " 0.872222" " 0.90981" " 0.944685" " 0.927176"
2.17899 " 44.3823" " 0.673224" " 8.12394" " 0.4" " 0.0046209" " 0.874752" " 0.911297" " 0.945671" " 0.928412"
2.17999 " 44.4651" " 0.675413" " 8.12909" " 0.4" " 0.00458864" " 0.877245" " 0.912762" " 0.946641" " 0.929629"
2.18099 " 44.5474" " 0.6776" " 8.13393" " 0.4" " 0.00455613" " 0.879703" " 0.914206" " 0.947597" " 0.930828"
2.18199 " 44.6292" " 0.679785" " 8.13845" " 0.4" " 0.00452336" " 0.882126" " 0.915627" " 0.948539" " 0.932009"
2.18299 " 44.7103" " 0.681966" " 8.14268" " 0.4" " 0.00449034" " 0.884515" " 0.917028" " 0.949466" " 0.933173"
2.18398 " 44.7908" " 0.684143" " 8.14662" " 0.4" " 0.00445706" " 0.88687" " 0.918409" " 0.95038" " 0.934319"
2.18498 " 44.8707" " 0.686317" " 8.15026" " 0.4" " 0.00442353" " 0.889193" " 0.919769" " 0.951281" " 0.935449"
2.18598 " 44.9501" " 0.688486" " 8.15362" " 0.4" " 0.00438975" " 0.891483" " 0.92111" " 0.952168" " 0.936562"
2.18698 " 45.0288" " 0.690651" " 8.15671" " 0.4" " 0.00435572" " 0.893741" " 0.922431" " 0.953042" " 0.937658"
2.18798 " 45.1069" " 0.692811" " 8.15952" " 0.4" " 0.00432144" " 0.895967" " 0.923733" " 0.953903" " 0.938739"
2.18898 " 45.1843" " 0.694965" " 8.16206" " 0.4" " 0.0042869" " 0.898164" " 0.925016" " 0.954752" " 0.939805"
2.18998 " 45.2612" " 0.697114" " 8.16434" " 0.4" " 0.00425212" " 0.90033" " 0.926281" " 0.955588" " 0.940855"
2.19098 " 45.3374" " 0.699256" " 8.16637" " 0.4" " 0.00421709" " 0.902466" " 0.927528" " 0.956413" " 0.94189"
2.19198 " 45.413" " 0.701392" " 8.16814" " 0.4" " 0.00418181" " 0.904574" " 0.928758" " 0.957226" " 0.94291"
2.19298 " 45.488" " 0.703522" " 8.16967" " 0.4" " 0.00414628" " 0.906652" " 0.92997" " 0.958027" " 0.943916"
2.19398 " 45.5623" " 0.705644" " 8.17095" " 0.4" " 0.00411051" " 0.908703" " 0.931165" " 0.958816" " 0.944907"
2.19498 " 45.636" " 0.70776" " 8.17199" " 0.4" " 0.00407449" " 0.910727" " 0.932343" " 0.959595" " 0.945885"
2.19598 " 45.709" " 0.709867" " 8.1728" " 0.4" " 0.00403822" " 0.912723" " 0.933505" " 0.960362" " 0.946849"
2.19698 " 45.7813" " 0.711967" " 8.17338" " 0.4" " 0.00400171" " 0.914694" " 0.934651" " 0.961119" " 0.9478"
2.19798 " 45.853" " 0.714059" " 8.17374" " 0.4" " 0.00396496" " 0.916638" " 0.935782" " 0.961866" " 0.948737"
2.19898 " 45.9241" " 0.716142" " 8.17387" " 0.4" " 0.00392796" " 0.918556" " 0.936897" " 0.962602" " 0.949662"
2.19998 " 45.9944" " 0.718217" " 8.17379" " 0.4" " 0.00389073" " 0.92045" " 0.937997" " 0.963328" " 0.950574"
2.20098 " 46.0641" " 0.720282" " 8.17349" " 0.4" " 0.00385325" " 0.922319" " 0.939082" " 0.964044" " 0.951474"
2.20198 " 46.1332" " 0.722339" " 8.17299" " 0.4" " 0.00381553" " 0.924164" " 0.940152" " 0.96475" " 0.952362"
2.20298 " 46.2015" " 0.724386" " 8.17228" " 0.4" " 0.00377758" " 0.925985" " 0.941209" " 0.965447" " 0.953237"
2.20398 " 46.2692" " 0.726423" " 8.17137" " 0.4" " 0.00373939" " 0.927783" " 0.942251" " 0.966135" " 0.954101"
2.20498 " 46.3361" " 0.72845" " 8.17025" " 0.4" " 0.00370097" " 0.929558" " 0.94328" " 0.966813" " 0.954954"
2.20598 " 46.4024" " 0.730467" " 8.16895" " 0.4" " 0.00366231" " 0.931311" " 0.944295" " 0.967482" " 0.955795"
2.20698 " 46.468" " 0.732473" " 8.16745" " 0.4" " 0.00362341" " 0.933042" " 0.945297" " 0.968143" " 0.956626"
2.20798 " 46.5328" " 0.734469" " 8.16576" " 0.4" " 0.00358429" " 0.934751" " 0.946286" " 0.968795" " 0.957446"
2.20898 " 46.597" " 0.736454" " 8.16389" " 0.4" " 0.00354493" " 0.936439" " 0.947262" " 0.969438" " 0.958255"
2.20998 " 46.6605" " 0.738428" " 8.16183" " 0.4" " 0.00350535" " 0.938107" " 0.948227" " 0.970073" " 0.959053"
2.21098 " 46.7232" " 0.74039" " 8.1596" " 0.4" " 0.00346553" " 0.939754" " 0.949178" " 0.9707" " 0.959842"
2.21198 " 46.7852" " 0.742341" " 8.15719" " 0.4" " 0.00342549" " 0.941381" " 0.950118" " 0.97132" " 0.960621"
2.21298 " 46.8465" " 0.744279" " 8.1546" " 0.4" " 0.00338523" " 0.942988" " 0.951047" " 0.971931" " 0.96139"
2.21398 " 46.9071" " 0.746206" " 8.15185" " 0.4" " 0.00334474" " 0.944577" " 0.951963" " 0.972535" " 0.962149"
2.21498 " 46.9669" " 0.748121" " 8.14892" " 0.4" " 0.00330402" " 0.946146" " 0.952869" " 0.973131" " 0.962899"
2.21598 " 47.026" " 0.750023" " 8.14583" " 0.4" " 0.00326309" " 0.947697" " 0.953764" " 0.97372" " 0.96364"
2.21698 " 47.0844" " 0.751913" " 8.14258" " 0.4" " 0.00322194" " 0.949229" " 0.954647" " 0.974301" " 0.964372"
2.21798 " 47.142" " 0.753789" " 8.13917" " 0.4" " 0.00318057" " 0.950744" " 0.955521" " 0.974876" " 0.965095"
2.21898 " 47.1989" " 0.755653" " 8.13559" " 0.4" " 0.00313898" " 0.952242" " 0.956383" " 0.975444" " 0.96581"
2.21998 " 47.255" " 0.757504" " 8.13187" " 0.4" " 0.00309718" " 0.953722" " 0.957236" " 0.976005" " 0.966516"
2.22098 " 47.3104" " 0.759341" " 8.12799" " 0.4" " 0.00305516" " 0.955185" " 0.958079" " 0.976559" " 0.967213"
2.22198 " 47.365" " 0.761165" " 8.12395" " 0.4" " 0.00301293" " 0.956632" " 0.958912" " 0.977107" " 0.967903"
2.22298 " 47.4189" " 0.762975" " 8.11977" " 0.4" " 0.0029705" " 0.958063" " 0.959736" " 0.977649" " 0.968585"
2.22398 " 47.472" " 0.764771" " 8.11544" " 0.4" " 0.00292785" " 0.959477" " 0.96055" " 0.978184" " 0.969259"
2.22498 " 47.5243" " 0.766553" " 8.11097" " 0.4" " 0.002885" " 0.960876" " 0.961355" " 0.978714" " 0.969925"
2.22598 " 47.5758" " 0.768321" " 8.10635" " 0.4" " 0.00284194" " 0.96226" " 0.962151" " 0.979237" " 0.970584"
2.22698 " 47.6266" " 0.770074" " 8.10159" " 0.4" " 0.00279867" " 0.963629" " 0.962938" " 0.979755" " 0.971236"
2.22798 " 47.6766" " 0.771813" " 8.0967" " 0.4" " 0.00275521" " 0.964983" " 0.963717" " 0.980266" " 0.97188"
2.22898 " 47.7258" " 0.773537" " 8.09167" " 0.4" " 0.00271154" " 0.966323" " 0.964487" " 0.980773" " 0.972518"
2.22998 " 47.7742" " 0.775246" " 8.0865" " 0.4" " 0.00266768" " 0.967648" " 0.965249" " 0.981274" " 0.973148"
2.23098 " 47.8218" " 0.77694" " 8.08119" " 0.4" " 0.00262362" " 0.96896" " 0.966003" " 0.981769" " 0.973772"
2.23198 " 47.8687" " 0.77862" " 8.07576" " 0.4" " 0.00257937" " 0.970258" " 0.966749" " 0.982259" " 0.97439"
2.23298 " 47.9147" " 0.780284" " 8.0702" " 0.4" " 0.00253492" " 0.971543" " 0.967488" " 0.982745" " 0.975001"
2.23398 " 47.9599" " 0.781932" " 8.0645" " 0.4" " 0.00249028" " 0.972814" " 0.968218" " 0.983225" " 0.975605"
2.23498 " 48.0043" " 0.783565" " 8.05868" " 0.4" " 0.00244545" " 0.974073" " 0.968942" " 0.9837" " 0.976204"
2.23598 " 48.048" " 0.785182" " 8.05274" " 0.4" " 0.00240043" " 0.975319" " 0.969658" " 0.98417" " 0.976796"
2.23698 " 48.0908" " 0.786783" " 8.04666" " 0.4" " 0.00235523" " 0.976553" " 0.970367" " 0.984636" " 0.977383"
2.23798 " 48.1327" " 0.788368" " 8.04047" " 0.4" " 0.00230984" " 0.977774" " 0.971069" " 0.985098" " 0.977964"
2.23898 " 48.1739" " 0.789937" " 8.03416" " 0.4" " 0.00226427" " 0.978984" " 0.971764" " 0.985554" " 0.978539"
2.23998 " 48.2143" " 0.79149" " 8.02773" " 0.4" " 0.00221852" " 0.980182" " 0.972453" " 0.986007" " 0.979109"
2.24098 " 48.2538" " 0.793026" " 8.02117" " 0.4" " 0.00217259" " 0.981369" " 0.973135" " 0.986455" " 0.979673"
2.24198 " 48.2925" " 0.794546" " 8.0145" " 0.4" " 0.00212649" " 0.982544" " 0.973811" " 0.986899" " 0.980233"
2.24298 " 48.3303" " 0.796049" " 8.00772" " 0.4" " 0.00208021" " 0.983709" " 0.974481" " 0.987339" " 0.980787"
2.24398 " 48.3674" " 0.797536" " 8.00082" " 0.4" " 0.00203376" " 0.984863" " 0.975144" " 0.987774" " 0.981335"
2.24498 " 48.4035" " 0.799005" " 7.99381" " 0.4" " 0.00198714" " 0.986006" " 0.975802" " 0.988207" " 0.98188"
2.24598 " 48.4389" " 0.800458" " 7.98668" " 0.4" " 0.00194035" " 0.987139" " 0.976453" " 0.988635" " 0.982419"
2.24698 " 48.4734" " 0.801893" " 7.97945" " 0.4" " 0.00189339" " 0.988261" " 0.977099" " 0.989059" " 0.982953"
2.24798 " 48.5071" " 0.803311" " 7.9721" " 0.4" " 0.00184627" " 0.989374" " 0.97774" " 0.98948" " 0.983483"
2.24898 " 48.5399" " 0.804712" " 7.96465" " 0.4" " 0.00179899" " 0.990477" " 0.978375" " 0.989897" " 0.984009"
2.24998 " 48.5718" " 0.806096" " 7.95709" " 0.4" " 0.00175154" " 0.991571" " 0.979005" " 0.990311" " 0.98453"
2.25098 " 48.6029" " 0.807461" " 7.94942" " 0.4" " 0.00170394" " 0.992655" " 0.979629" " 0.990721" " 0.985047"
2.25198 " 48.6332" " 0.808809" " 7.94164" " 0.4" " 0.00165618" " 0.99373" " 0.980248" " 0.991129" " 0.985559"
2.25298 " 48.6626" " 0.81014" " 7.93376" " 0.4" " 0.00160827" " 0.994796" " 0.980863" " 0.991532" " 0.986068"
2.25398 " 48.6911" " 0.811452" " 7.92578" " 0.4" " 0.0015602" " 0.995853" " 0.981473" " 0.991933" " 0.986572"
2.25498 " 48.7187" " 0.812747" " 7.91769" " 0.4" " 0.00151199" " 0.996901" " 0.982077" " 0.992331" " 0.987073"
2.25598 " 48.7455" " 0.814023" " 7.9095" " 0.4" " 0.00146362" " 0.997941" " 0.982678" " 0.992726" " 0.98757"
2.25698 " 48.7714" " 0.815281" " 7.90121" " 0.4" " 0.00141511" " 0.998973" " 0.983274" " 0.993117" " 0.988063"
2.25798 " 48.7964" " 0.816521" " 7.89282" " 0.4" " 0.00136646" " 0.999996" " 0.983865" " 0.993506" " 0.988553"
2.25898 " 48.8206" " 0.817743" " 7.88433" " 0.4" " 0.00131767" " 1.00101" " 0.984452" " 0.993892" " 0.989039"
2.25998 " 48.8439" " 0.818946" " 7.87574" " 0.4" " 0.00126873" " 1.00202" " 0.985035" " 0.994276" " 0.989521"
2.26098 " 48.8663" " 0.82013" " 7.86706" " 0.4" " 0.00121966" " 1.00302" " 0.985613" " 0.994657" " 0.990001"
2.26198 " 48.8878" " 0.821296" " 7.85827" " 0.4" " 0.00117046" " 1.00401" " 0.986188" " 0.995035" " 0.990477"
2.26298 " 48.9084" " 0.822443" " 7.84939" " 0.4" " 0.00112112" " 1.005" " 0.986759" " 0.995411" " 0.990949"
2.26398 " 48.9282" " 0.823571" " 7.84042" " 0.4" " 0.00107165" " 1.00598" " 0.987326" " 0.995784" " 0.991419"
2.26498 " 48.947" " 0.82468" " 7.83134" " 0.4" " 0.00102205" " 1.00695" " 0.987889" " 0.996155" " 0.991886"
2.26598 " 48.9649" " 0.825771" " 7.82218" " 0.4" " 0.00097233" " 1.00791" " 0.988449" " 0.996523" " 0.992349"
2.26698 " 48.982" " 0.826842" " 7.81292" " 0.4" " 0.000922483" " 1.00887" " 0.989005" " 0.99689" " 0.99281"
2.26798 " 48.9982" " 0.827894" " 7.80357" " 0.4" " 0.000872514" " 1.00982" " 0.989558" " 0.997254" " 0.993268"
2.26898 " 49.0134" " 0.828926" " 7.79412" " 0.4" " 0.000822425" " 1.01076" " 0.990107" " 0.997616" " 0.993723"
2.26998 " 49.0278" " 0.829939" " 7.78459" " 0.4" " 0.000772219" " 1.0117" " 0.990653" " 0.997976" " 0.994176"
2.27098 " 49.0412" " 0.830933" " 7.77496" " 0.4" " 0.000721899" " 1.01263" " 0.991196" " 0.998334" " 0.994626"
2.27198 " 49.0538" " 0.831908" " 7.76524" " 0.4" " 0.000671466" " 1.01356" " 0.991735" " 0.99869" " 0.995073"
2.27298 " 49.0654" " 0.832862" " 7.75543" " 0.4" " 0.000620922" " 1.01448" " 0.992272" " 0.999044" " 0.995518"
2.27398 " 49.0761" " 0.833797" " 7.74553" " 0.4" " 0.00057027" " 1.01539" " 0.992806" " 0.999396" " 0.995961"
2.27498 " 49.0859" " 0.834712" " 7.73555" " 0.4" " 0.000519513" " 1.0163" " 0.993336" " 0.999746" " 0.996401"
2.27598 " 49.0948" " 0.835608" " 7.72547" " 0.4" " 0.000468652" " 1.0172" " 0.993864" " 1.0001" " 0.996839"
2.27698 " 49.1028" " 0.836483" " 7.71531" " 0.4" " 0.000417691" " 1.0181" " 0.99439" " 1.00044" " 0.997275"
2.27798 " 49.1099" " 0.837339" " 7.70505" " 0.4" " 0.00036663" " 1.01899" " 0.994912" " 1.00079" " 0.997708"
2.27898 " 49.116" " 0.838174" " 7.69471" " 0.4" " 0.000315473" " 1.01988" " 0.995432" " 1.00113" " 0.99814"
2.27998 " 49.1212" " 0.83899" " 7.68429" " 0.4" " 0.000264222" " 1.02076" " 0.99595" " 1.00147" " 0.998569"
2.28098 " 49.1255" " 0.839785" " 7.67378" " 0.4" " 0.00021288" " 1.02163" " 0.996464" " 1.00181" " 0.998997"
2.28198 " 49.1289" " 0.840559" " 7.66318" " 0.4" " 0.000161448" " 1.0225" " 0.996977" " 1.00215" " 0.999422"
2.28298 " 49.1313" " 0.841314" " 7.65249" " 0.4" " 0.000109929" " 1.02337" " 0.997487" " 1.00249" " 0.999846"
2.28398 " 49.1328" " 0.842048" " 7.64172" " 0.4" " 5.83256e-05" " 1.02423" " 0.997995" " 1.00283" " 1.00027"
2.28498 " 49.1334" " 0.842762" " 7.63087" " 0.4" " 6.64011e-06" " 1.02509" " 0.998501" " 1.00316" " 1.00069"
2.28598 " 49.1331" " 0.843455" " 7.61993" " 0.4" " -4.51252e-05" " 1.02594" " 0.999005" " 1.0035" " 1.00111"
2.28698 " 49.1318" " 0.844127" " 7.60891" " 0.4" " -9.69678e-05" " 1.02679" " 0.999506" " 1.00383" " 1.00152"
2.28798 " 49.1296" " 0.844778" " 7.59781" " 0.4" " -0.000148885" " 1.02763" " 1.00001" " 1.00416" " 1.00194"
2.28898 " 49.1264" " 0.84541" " 7.58662" " 0.4" " -0.000200875" " 1.02847" " 1.0005" " 1.00449" " 1.00235"
2.28998 " 49.1224" " 0.84602" " 7.57534" " 0.4" " -0.000252935" " 1.0293" " 1.001" " 1.00482" " 1.00276"
2.29098 " 49.1173" " 0.846609" " 7.56399" " 0.4" " -0.000305063" " 1.03013" " 1.00149" " 1.00515" " 1.00317"
2.29198 " 49.1114" " 0.847177" " 7.55255" " 0.4" " -0.000357256" " 1.03096" " 1.00198" " 1.00547" " 1.00358"
2.29298 " 49.1045" " 0.847725" " 7.54103" " 0.4" " -0.000409511" " 1.03178" " 1.00247" " 1.0058" " 1.00399"
2.29398 " 49.0966" " 0.848251" " 7.52943" " 0.4" " -0.000461827" " 1.0326" " 1.00296" " 1.00612" " 1.0044"
2.29498 " 49.0878" " 0.848756" " 7.51775" " 0.4" " -0.000514201" " 1.03342" " 1.00345" " 1.00645" " 1.0048"
2.29598 " 49.0781" " 0.84924" " 7.50599" " 0.4" " -0.00056663" " 1.03423" " 1.00394" " 1.00677" " 1.00521"
2.29698 " 49.0674" " 0.849703" " 7.49414" " 0.4" " -0.000619112" " 1.03503" " 1.00442" " 1.00709" " 1.00561"
2.29798 " 49.0558" " 0.850144" " 7.48222" " 0.4" " -0.000671644" " 1.03584" " 1.0049" " 1.00741" " 1.00601"
2.29898 " 49.0433" " 0.850564" " 7.47021" " 0.4" " -0.000724224" " 1.03664" " 1.00538" " 1.00773" " 1.00641"
2.29998 " 49.0298" " 0.850963" " 7.45813" " 0.4" " -0.00077685" " 1.03744" " 1.00586" " 1.00805" " 1.00681"
2.30098 " 49.0153" " 0.85134" " 7.44596" " 0.4" " -0.000829518" " 1.03823" " 1.00634" " 1.00837" " 1.00721"
2.30198 " 48.9999" " 0.851696" " 7.43372" " 0.4" " -0.000882227" " 1.03902" " 1.00682" " 1.00869" " 1.00761"
2.30298 " 48.9835" " 0.85203" " 7.42139" " 0.4" " -0.000934973" " 1.03981" " 1.00729" " 1.009" " 1.008"
2.30398 " 48.9662" " 0.852343" " 7.40899" " 0.4" " -0.000987755" " 1.04059" " 1.00776" " 1.00932" " 1.0084"
2.30498 " 48.948" " 0.852634" " 7.39651" " 0.4" " -0.00104057" " 1.04137" " 1.00824" " 1.00964" " 1.00879"
2.30598 " 48.9288" " 0.852903" " 7.38395" " 0.4" " -0.00109341" " 1.04215" " 1.00871" " 1.00995" " 1.00919"
2.30698 " 48.9086" " 0.85315" " 7.3713" " 0.4" " -0.00114629" " 1.04292" " 1.00918" " 1.01027" " 1.00958"
2.30798 " 48.8875" " 0.853376" " 7.35859" " 0.4" " -0.00119918" " 1.0437" " 1.00965" " 1.01058" " 1.00997"
2.30898 " 48.8654" " 0.853579" " 7.34579" " 0.4" " -0.0012521" " 1.04447" " 1.01012" " 1.01089" " 1.01036"
2.30998 " 48.8424" " 0.853761" " 7.33292" " 0.4" " -0.00130505" " 1.04523" " 1.01058" " 1.01121" " 1.01075"
2.31098 " 48.8185" " 0.853921" " 7.31996" " 0.4" " -0.001358" " 1.046" " 1.01105" " 1.01152" " 1.01114"
2.31198 " 48.7935" " 0.854059" " 7.30693" " 0.4" " -0.00141098" " 1.04676" " 1.01151" " 1.01183" " 1.01153"
2.31298 " 48.7677" " 0.854175" " 7.29382" " 0.4" " -0.00146396" " 1.04751" " 1.01198" " 1.01214" " 1.01192"
2.31398 " 48.7408" " 0.854268" " 7.28064" " 0.4" " -0.00151696" " 1.04827" " 1.01244" " 1.01245" " 1.01231"
2.31498 " 48.7131" " 0.85434" " 7.26738" " 0.4" " -0.00156996" " 1.04902" " 1.0129" " 1.01276" " 1.01269"
2.31598 " 48.6843" " 0.854389" " 7.25404" " 0.4" " -0.00162296" " 1.04977" " 1.01337" " 1.01307" " 1.01308"
2.31698 " 48.6546" " 0.854416" " 7.24062" " 0.4" " -0.00167597" " 1.05052" " 1.01383" " 1.01338" " 1.01346"
2.31798 " 48.624" " 0.854421" " 7.22713" " 0.4" " -0.00172898" " 1.05127" " 1.01429" " 1.01369" " 1.01385"
2.31898 " 48.5924" " 0.854404" " 7.21356" " 0.4" " -0.00178199" " 1.05201" " 1.01475" " 1.014" " 1.01423"
2.31998 " 48.5598" " 0.854364" " 7.19991" " 0.4" " -0.00183498" " 1.05275" " 1.0152" " 1.01431" " 1.01462"
2.32098 " 48.5263" " 0.854302" " 7.18619" " 0.4" " -0.00188797" " 1.05349" " 1.01566" " 1.01462" " 1.015"
2.32197 " 48.4919" " 0.854217" " 7.17239" " 0.4" " -0.00194095" " 1.05423" " 1.01612" " 1.01492" " 1.01538"
2.32297 " 48.4565" " 0.85411" " 7.15852" " 0.4" " -0.00199392" " 1.05496" " 1.01657" " 1.01523" " 1.01576"
2.32397 " 48.4201" " 0.85398" " 7.14457" " 0.4" " -0.00204687" " 1.05569" " 1.01703" " 1.01554" " 1.01615"
2.32497 " 48.3828" " 0.853828" " 7.13054" " 0.4" " -0.0020998" " 1.05642" " 1.01748" " 1.01584" " 1.01653"
2.32597 " 48.3445" " 0.853653" " 7.11644" " 0.4" " -0.00215271" " 1.05715" " 1.01794" " 1.01615" " 1.01691"
2.32697 " 48.3053" " 0.853457" " 7.10226" " 0.4" " -0.00220559" " 1.05788" " 1.01839" " 1.01646" " 1.01729"
2.32797 " 48.2651" " 0.853236" " 7.08801" " 0.4" " -0.00225845" " 1.0586" " 1.01885" " 1.01676" " 1.01767"
2.32897 " 48.224" " 0.852994" " 7.07368" " 0.4" " -0.00231128" " 1.05932" " 1.0193" " 1.01707" " 1.01805"
2.32997 " 48.1819" " 0.852728" " 7.05928" " 0.4" " -0.00236408" " 1.06004" " 1.01975" " 1.01737" " 1.01843"
2.33097 " 48.1389" " 0.85244" " 7.0448" " 0.4" " -0.00241684" " 1.06076" " 1.0202" " 1.01768" " 1.01881"
2.33197 " 48.0949" " 0.852129" " 7.03024" " 0.4" " -0.00246956" " 1.06148" " 1.02065" " 1.01798" " 1.01918"
2.33297 " 48.05" " 0.851796" " 7.01562" " 0.4" " -0.00252224" " 1.06219" " 1.0211" " 1.01829" " 1.01956"
2.33397 " 48.0041" " 0.851439" " 7.00091" " 0.4" " -0.00257489" " 1.0629" " 1.02155" " 1.01859" " 1.01994"
2.33497 " 47.9573" " 0.85106" " 6.98614" " 0.4" " -0.00262748" " 1.06361" " 1.022" " 1.0189" " 1.02032"
