Time(s); gENROE.delta; gENROE.PELEC; iEEET2_1.EFD; gENROE.PMECH; gENROE.SPEED; GEN1.V; LOAD.V; GEN2.V; FAULT.V
2.24898; 49.3876; 0.681691; 2.20116; 0.4; 0.00281144; 0.1; 0.920806; 0.939342; 0.964422
2.24998; 49.4379; 0.682387; 2.20389; 0.4; 0.00277836; 0.1; 0.921416; 0.939695; 0.964656
2.25098; 49.4876; 0.683072; 2.20662; 0.4; 0.0027452; 0.1; 0.922016; 0.940043; 0.964886
2.25198; 49.5367; 0.683746; 2.20935; 0.4; 0.00271196; 0.1; 0.922607; 0.940386; 0.965112
2.25298; 49.5852; 0.684408; 2.21207; 0.4; 0.00267865; 0.1; 0.923189; 0.940723; 0.965335
2.25398; 49.6332; 0.685059; 2.21479; 0.4; 0.00264526; 0.1; 0.923762; 0.941056; 0.965554
2.25498; 49.6805; 0.685699; 2.2175; 0.4; 0.0026118; 0.1; 0.924326; 0.941383; 0.96577
2.25598; 49.7272; 0.686327; 2.22021; 0.4; 0.00257827; 0.1; 0.924882; 0.941705; 0.965983
2.25698; 49.7733; 0.686943; 2.22292; 0.4; 0.00254466; 0.1; 0.925429; 0.942023; 0.966193
2.25798; 49.8188; 0.687548; 2.22562; 0.4; 0.00251098; 0.1; 0.925969; 0.942336; 0.9664
2.25898; 49.8637; 0.688142; 2.22832; 0.4; 0.00247724; 0.1; 0.9265; 0.942644; 0.966604
2.25998; 49.908; 0.688725; 2.23102; 0.4; 0.00244343; 0.1; 0.927024; 0.942948; 0.966804
2.26098; 49.9516; 0.689296; 2.23371; 0.4; 0.00240955; 0.1; 0.92754; 0.943248; 0.967002
2.26198; 49.9947; 0.689856; 2.2364; 0.4; 0.00237561; 0.1; 0.928048; 0.943543; 0.967198
2.26298; 50.0372; 0.690404; 2.23908; 0.4; 0.00234161; 0.1; 0.928549; 0.943835; 0.96739
2.26398; 50.079; 0.69094; 2.24176; 0.4; 0.00230754; 0.1; 0.929043; 0.944122; 0.96758
2.26498; 50.1202; 0.691466; 2.24444; 0.4; 0.00227342; 0.1; 0.92953; 0.944405; 0.967767
2.26598; 50.1609; 0.69198; 2.24711; 0.4; 0.00223923; 0.1; 0.930011; 0.944685; 0.967952
2.26698; 50.2009; 0.692482; 2.24978; 0.4; 0.00220499; 0.1; 0.930484; 0.94496; 0.968134
2.26798; 50.2402; 0.692973; 2.25245; 0.4; 0.00217069; 0.1; 0.930951; 0.945232; 0.968314
2.26898; 50.279; 0.693453; 2.25511; 0.4; 0.00213633; 0.1; 0.931412; 0.945501; 0.968491
2.26998; 50.3171; 0.693922; 2.25777; 0.4; 0.00210192; 0.1; 0.931866; 0.945766; 0.968666
2.27098; 50.3547; 0.694379; 2.26042; 0.4; 0.00206746; 0.1; 0.932314; 0.946027; 0.968839
2.27198; 50.3916; 0.694824; 2.26307; 0.4; 0.00203295; 0.1; 0.932756; 0.946285; 0.96901
2.27298; 50.4279; 0.695259; 2.26572; 0.4; 0.00199839; 0.1; 0.933193; 0.94654; 0.969179
2.27398; 50.4635; 0.695681; 2.26836; 0.4; 0.00196378; 0.1; 0.933624; 0.946792; 0.969345
2.27498; 50.4986; 0.696093; 2.271; 0.4; 0.00192912; 0.1; 0.934049; 0.947041; 0.96951
2.27598; 50.533; 0.696493; 2.27364; 0.4; 0.00189442; 0.1; 0.934468; 0.947286; 0.969673
2.27698; 50.5668; 0.696882; 2.27627; 0.4; 0.00185967; 0.1; 0.934883; 0.947529; 0.969833
2.27798; 50.5999; 0.69726; 2.2789; 0.4; 0.00182488; 0.1; 0.935292; 0.947769; 0.969992
2.27898; 50.6325; 0.697626; 2.28152; 0.4; 0.00179004; 0.1; 0.935696; 0.948006; 0.970149
2.27998; 50.6644; 0.697981; 2.28414; 0.4; 0.00175517; 0.1; 0.936095; 0.94824; 0.970304
2.28098; 50.6956; 0.698325; 2.28676; 0.4; 0.00172026; 0.1; 0.936489; 0.948472; 0.970458
2.28198; 50.7263; 0.698657; 2.28937; 0.4; 0.00168531; 0.1; 0.936879; 0.948701; 0.97061
2.28298; 50.7563; 0.698978; 2.29198; 0.4; 0.00165032; 0.1; 0.937263; 0.948928; 0.97076
2.28398; 50.7857; 0.699288; 2.29458; 0.4; 0.0016153; 0.1; 0.937644; 0.949152; 0.970909
2.28498; 50.8145; 0.699587; 2.29718; 0.4; 0.00158024; 0.1; 0.938019; 0.949373; 0.971056
2.28598; 50.8426; 0.699874; 2.29978; 0.4; 0.00154515; 0.1; 0.938391; 0.949593; 0.971201
2.28698; 50.8701; 0.70015; 2.30237; 0.4; 0.00151003; 0.1; 0.938758; 0.94981; 0.971346
2.28798; 50.8969; 0.700415; 2.30496; 0.4; 0.00147488; 0.1; 0.939122; 0.950025; 0.971488
2.28898; 50.9232; 0.700669; 2.30754; 0.4; 0.0014397; 0.1; 0.939481; 0.950238; 0.97163
2.28998; 50.9488; 0.700912; 2.31012; 0.4; 0.0014045; 0.1; 0.939836; 0.950449; 0.97177
2.29098; 50.9737; 0.701143; 2.3127; 0.4; 0.00136927; 0.1; 0.940188; 0.950658; 0.971909
2.29198; 50.9981; 0.701363; 2.31527; 0.4; 0.00133401; 0.1; 0.940536; 0.950865; 0.972046
2.29298; 51.0218; 0.701573; 2.31784; 0.4; 0.00129873; 0.1; 0.94088; 0.95107; 0.972183
2.29398; 51.0448; 0.701771; 2.32041; 0.4; 0.00126343; 0.1; 0.941221; 0.951273; 0.972318
2.29498; 51.0673; 0.701958; 2.32297; 0.4; 0.0012281; 0.1; 0.941558; 0.951474; 0.972452
2.29598; 51.089; 0.702134; 2.32553; 0.4; 0.00119276; 0.1; 0.941892; 0.951674; 0.972585
2.29698; 51.1102; 0.702299; 2.32808; 0.4; 0.0011574; 0.1; 0.942222; 0.951872; 0.972716
2.29798; 51.1307; 0.702452; 2.33063; 0.4; 0.00112202; 0.1; 0.94255; 0.952068; 0.972847
2.29898; 51.1506; 0.702595; 2.33318; 0.4; 0.00108663; 0.1; 0.942874; 0.952263; 0.972977
2.29998; 51.1698; 0.702727; 2.33572; 0.4; 0.00105122; 0.1; 0.943195; 0.952456; 0.973106
2.30098; 51.1884; 0.702848; 2.33826; 0.4; 0.0010158; 0.1; 0.943514; 0.952648; 0.973234
2.30198; 51.2064; 0.702957; 2.34079; 0.4; 0.000980364; 0.1; 0.943829; 0.952838; 0.973361
2.30298; 51.2237; 0.703056; 2.34332; 0.4; 0.00094492; 0.1; 0.944142; 0.953027; 0.973487
2.30398; 51.2404; 0.703144; 2.34585; 0.4; 0.000909467; 0.1; 0.944452; 0.953215; 0.973612
2.30498; 51.2565; 0.703221; 2.34837; 0.4; 0.000874007; 0.1; 0.944759; 0.953401; 0.973736
2.30598; 51.2719; 0.703287; 2.35089; 0.4; 0.000838539; 0.1; 0.945064; 0.953586; 0.97386
2.30698; 51.2867; 0.703342; 2.3534; 0.4; 0.000803066; 0.1; 0.945366; 0.953769; 0.973983
2.30798; 51.3008; 0.703387; 2.35591; 0.4; 0.000767589; 0.1; 0.945666; 0.953952; 0.974105
2.30898; 51.3143; 0.70342; 2.35842; 0.4; 0.000732109; 0.1; 0.945963; 0.954133; 0.974226
2.30998; 51.3271; 0.703442; 2.36092; 0.4; 0.000696628; 0.1; 0.946259; 0.954314; 0.974347
2.31098; 51.3394; 0.703454; 2.36342; 0.4; 0.000661146; 0.1; 0.946551; 0.954493; 0.974467
2.31198; 51.351; 0.703455; 2.36592; 0.4; 0.000625665; 0.1; 0.946842; 0.954671; 0.974587
2.31298; 51.3619; 0.703446; 2.36841; 0.4; 0.000590186; 0.1; 0.947131; 0.954848; 0.974706
2.31398; 51.3722; 0.703425; 2.37089; 0.4; 0.000554711; 0.1; 0.947417; 0.955025; 0.974824
2.31498; 51.3819; 0.703394; 2.37338; 0.4; 0.00051924; 0.1; 0.947702; 0.9552; 0.974941
2.31598; 51.3909; 0.703352; 2.37586; 0.4; 0.000483775; 0.1; 0.947985; 0.955375; 0.975059
2.31698; 51.3993; 0.703299; 2.37833; 0.4; 0.000448317; 0.1; 0.948265; 0.955548; 0.975175
2.31798; 51.407; 0.703235; 2.3808; 0.4; 0.000412868; 0.1; 0.948544; 0.955721; 0.975291
2.31898; 51.4141; 0.703161; 2.38327; 0.4; 0.000377429; 0.1; 0.948821; 0.955893; 0.975407
2.31998; 51.4206; 0.703076; 2.38573; 0.4; 0.000342; 0.1; 0.949097; 0.956064; 0.975522
2.32098; 51.4265; 0.702981; 2.38819; 0.4; 0.000306584; 0.1; 0.949371; 0.956235; 0.975637
2.32197; 51.4317; 0.702875; 2.39058; 0.4; 0.000271181; 0.1; 0.949643; 0.956405; 0.975751
2.32297; 51.4362; 0.702758; 2.39275; 0.4; 0.000235793; 0.1; 0.949914; 0.956574; 0.975865
2.32397; 51.4401; 0.702631; 2.39476; 0.4; 0.000200421; 0.1; 0.950183; 0.956743; 0.975979
2.32497; 51.4434; 0.702493; 2.39662; 0.4; 0.000165065; 0.1; 0.95045; 0.956911; 0.976092
2.32597; 51.4461; 0.702345; 2.39833; 0.4; 0.000129729; 0.1; 0.950717; 0.957078; 0.976205
2.32697; 51.4481; 0.702186; 2.3999; 0.4; 9.44113e-05; 0.1; 0.950981; 0.957245; 0.976318
2.32797; 51.4495; 0.702016; 2.40133; 0.4; 5.91149e-05; 0.1; 0.951245; 0.957412; 0.97643
2.32897; 51.4502; 0.701836; 2.40262; 0.4; 2.38406e-05; 0.1; 0.951507; 0.957577; 0.976542
2.32997; 51.4504; 0.701646; 2.40379; 0.4; -1.14104e-05; 0.1; 0.951768; 0.957743; 0.976654
2.33097; 51.4498; 0.701445; 2.40483; 0.4; -4.6637e-05; 0.1; 0.952028; 0.957907; 0.976765
2.33197; 51.4487; 0.701233; 2.40575; 0.4; -8.18377e-05; 0.1; 0.952286; 0.958072; 0.976877
2.33297; 51.4469; 0.701011; 2.40655; 0.4; -0.000117011; 0.1; 0.952544; 0.958236; 0.976988
2.33397; 51.4445; 0.700778; 2.40723; 0.4; -0.000152157; 0.1; 0.9528; 0.958399; 0.977098
2.33497; 51.4414; 0.700535; 2.40781; 0.4; -0.000187273; 0.1; 0.953055; 0.958563; 0.977209
2.33597; 51.4377; 0.700281; 2.40827; 0.4; -0.000222359; 0.1; 0.953309; 0.958725; 0.977319
2.33697; 51.4334; 0.700017; 2.40864; 0.4; -0.000257412; 0.1; 0.953562; 0.958888; 0.977429
2.33797; 51.4284; 0.699742; 2.4089; 0.4; -0.000292433; 0.1; 0.953814; 0.95905; 0.977539
2.33897; 51.4229; 0.699457; 2.40907; 0.4; -0.000327419; 0.1; 0.954065; 0.959212; 0.977649
2.33997; 51.4167; 0.699162; 2.40914; 0.4; -0.000362369; 0.1; 0.954315; 0.959373; 0.977759
2.34097; 51.4098; 0.698856; 2.40913; 0.4; -0.000397283; 0.1; 0.954564; 0.959535; 0.977868
2.34197; 51.4024; 0.698539; 2.40902; 0.4; -0.000432159; 0.1; 0.954813; 0.959696; 0.977978
2.34297; 51.3943; 0.698212; 2.40883; 0.4; -0.000466995; 0.1; 0.95506; 0.959856; 0.978087
2.34397; 51.3855; 0.697875; 2.40855; 0.4; -0.000501791; 0.1; 0.955307; 0.960017; 0.978196
2.34497; 51.3762; 0.697528; 2.4082; 0.4; -0.000536546; 0.1; 0.955553; 0.960177; 0.978305
2.34597; 51.3662; 0.69717; 2.40777; 0.4; -0.000571258; 0.1; 0.955798; 0.960337; 0.978414
2.34697; 51.3556; 0.696801; 2.40726; 0.4; -0.000605925; 0.1; 0.956042; 0.960497; 0.978523
2.34797; 51.3444; 0.696422; 2.40668; 0.4; -0.000640548; 0.1; 0.956286; 0.960657; 0.978632
2.34897; 51.3326; 0.696033; 2.40603; 0.4; -0.000675124; 0.1; 0.956529; 0.960816; 0.978741
2.34997; 51.3201; 0.695634; 2.40531; 0.4; -0.000709652; 0.1; 0.956771; 0.960976; 0.978849
2.35097; 51.307; 0.695224; 2.40453; 0.4; -0.000744131; 0.1; 0.957013; 0.961135; 0.978958
2.35197; 51.2933; 0.694804; 2.40368; 0.4; -0.00077856; 0.1; 0.957254; 0.961294; 0.979067
2.35297; 51.279; 0.694374; 2.40277; 0.4; -0.000812938; 0.1; 0.957494; 0.961453; 0.979175
2.35397; 51.2641; 0.693933; 2.4018; 0.4; -0.000847264; 0.1; 0.957734; 0.961612; 0.979284
2.35497; 51.2485; 0.693483; 2.40078; 0.4; -0.000881536; 0.1; 0.957973; 0.961771; 0.979392
2.35597; 51.2323; 0.693022; 2.3997; 0.4; -0.000915753; 0.1; 0.958212; 0.96193; 0.979501
2.35697; 51.2155; 0.69255; 2.39856; 0.4; -0.000949914; 0.1; 0.95845; 0.962088; 0.979609
2.35797; 51.1981; 0.692069; 2.39737; 0.4; -0.000984018; 0.1; 0.958688; 0.962247; 0.979718
2.35897; 51.1801; 0.691577; 2.39613; 0.4; -0.00101806; 0.1; 0.958925; 0.962405; 0.979826
2.35997; 51.1615; 0.691075; 2.39484; 0.4; -0.00105205; 0.1; 0.959162; 0.962564; 0.979935
2.36097; 51.1422; 0.690563; 2.3935; 0.4; -0.00108597; 0.1; 0.959398; 0.962722; 0.980043
2.36197; 51.1224; 0.69004; 2.39212; 0.4; -0.00111984; 0.1; 0.959634; 0.962881; 0.980152
2.36297; 51.1019; 0.689508; 2.39069; 0.4; -0.00115364; 0.1; 0.95987; 0.963039; 0.98026
2.36397; 51.0808; 0.688966; 2.38922; 0.4; -0.00118737; 0.1; 0.960105; 0.963198; 0.980369
2.36497; 51.0592; 0.688413; 2.3877; 0.4; -0.00122104; 0.1; 0.960339; 0.963356; 0.980478
2.36597; 51.0369; 0.68785; 2.38615; 0.4; -0.00125464; 0.1; 0.960573; 0.963514; 0.980586
2.36697; 51.014; 0.687278; 2.38455; 0.4; -0.00128818; 0.1; 0.960807; 0.963673; 0.980695
2.36797; 50.9905; 0.686695; 2.38292; 0.4; -0.00132164; 0.1; 0.961041; 0.963831; 0.980803
2.36897; 50.9664; 0.686102; 2.38125; 0.4; -0.00135504; 0.1; 0.961274; 0.96399; 0.980912
2.36997; 50.9417; 0.685499; 2.37955; 0.4; -0.00138836; 0.1; 0.961507; 0.964148; 0.981021
2.37097; 50.9164; 0.684886; 2.37781; 0.4; -0.00142162; 0.1; 0.961739; 0.964307; 0.98113
2.37197; 50.8906; 0.684263; 2.37603; 0.4; -0.00145479; 0.1; 0.961972; 0.964465; 0.981239
2.37297; 50.8641; 0.683631; 2.37423; 0.4; -0.0014879; 0.1; 0.962204; 0.964624; 0.981348
2.37397; 50.837; 0.682988; 2.37239; 0.4; -0.00152092; 0.1; 0.962435; 0.964782; 0.981457
2.37497; 50.8093; 0.682335; 2.37052; 0.4; -0.00155387; 0.1; 0.962667; 0.964941; 0.981566
2.37597; 50.781; 0.681673; 2.36862; 0.4; -0.00158675; 0.1; 0.962898; 0.965099; 0.981675
2.37697; 50.7522; 0.681; 2.3667; 0.4; -0.00161954; 0.1; 0.963129; 0.965258; 0.981784
2.37797; 50.7227; 0.680318; 2.36474; 0.4; -0.00165225; 0.1; 0.96336; 0.965417; 0.981894
2.37897; 50.6927; 0.679626; 2.36276; 0.4; -0.00168488; 0.1; 0.96359; 0.965576; 0.982003
2.37997; 50.6621; 0.678923; 2.36075; 0.4; -0.00171742; 0.1; 0.96382; 0.965735; 0.982113
2.38097; 50.6309; 0.678212; 2.35872; 0.4; -0.00174989; 0.1; 0.96405; 0.965894; 0.982222
2.38197; 50.5991; 0.67749; 2.35666; 0.4; -0.00178226; 0.1; 0.96428; 0.966053; 0.982332
2.38297; 50.5667; 0.676759; 2.35458; 0.4; -0.00181455; 0.1; 0.964509; 0.966212; 0.982441
2.38397; 50.5338; 0.676018; 2.35247; 0.4; -0.00184676; 0.1; 0.964739; 0.966371; 0.982551
2.38497; 50.5002; 0.675267; 2.35035; 0.4; -0.00187887; 0.1; 0.964968; 0.96653; 0.982661
2.38597; 50.4661; 0.674506; 2.3482; 0.4; -0.0019109; 0.1; 0.965197; 0.96669; 0.982771
2.38697; 50.4314; 0.673736; 2.34602; 0.4; -0.00194283; 0.1; 0.965426; 0.966849; 0.982881
2.38797; 50.3962; 0.672956; 2.34383; 0.4; -0.00197467; 0.1; 0.965655; 0.967008; 0.982991
2.38897; 50.3603; 0.672167; 2.34162; 0.4; -0.00200642; 0.1; 0.965883; 0.967168; 0.983101
2.38997; 50.3239; 0.671368; 2.33939; 0.4; -0.00203808; 0.1; 0.966111; 0.967328; 0.983211
2.39097; 50.287; 0.67056; 2.33714; 0.4; -0.00206964; 0.1; 0.96634; 0.967487; 0.983321
2.39197; 50.2494; 0.669742; 2.33487; 0.4; -0.0021011; 0.1; 0.966568; 0.967647; 0.983432
2.39297; 50.2113; 0.668914; 2.33259; 0.4; -0.00213246; 0.1; 0.966796; 0.967807; 0.983542
2.39397; 50.1727; 0.668077; 2.33028; 0.4; -0.00216373; 0.1; 0.967023; 0.967967; 0.983652
2.39497; 50.1334; 0.66723; 2.32796; 0.4; -0.0021949; 0.1; 0.967251; 0.968127; 0.983763
2.39597; 50.0937; 0.666374; 2.32563; 0.4; -0.00222596; 0.1; 0.967478; 0.968287; 0.983874
2.39697; 50.0533; 0.665509; 2.32327; 0.4; -0.00225692; 0.1; 0.967706; 0.968447; 0.983984
2.39797; 50.0124; 0.664634; 2.3209; 0.4; -0.00228778; 0.1; 0.967933; 0.968608; 0.984095
2.39897; 49.9709; 0.66375; 2.31852; 0.4; -0.00231854; 0.1; 0.96816; 0.968768; 0.984206
2.39997; 49.9289; 0.662857; 2.31612; 0.4; -0.00234919; 0.1; 0.968387; 0.968928; 0.984317
2.40097; 49.8864; 0.661954; 2.31371; 0.4; -0.00237974; 0.1; 0.968614; 0.969089; 0.984428
2.40197; 49.8433; 0.661042; 2.31129; 0.4; -0.00241017; 0.1; 0.968841; 0.969249; 0.984539
2.40297; 49.7996; 0.660121; 2.30885; 0.4; -0.0024405; 0.1; 0.969067; 0.96941; 0.98465
2.40397; 49.7554; 0.65919; 2.30639; 0.4; -0.00247072; 0.1; 0.969294; 0.969571; 0.984761
2.40497; 49.7107; 0.65825; 2.30393; 0.4; -0.00250083; 0.1; 0.96952; 0.969731; 0.984872
2.40597; 49.6654; 0.657302; 2.30145; 0.4; -0.00253083; 0.1; 0.969746; 0.969892; 0.984983
2.40697; 49.6196; 0.656344; 2.29896; 0.4; -0.00256071; 0.1; 0.969973; 0.970053; 0.985094
2.40797; 49.5732; 0.655377; 2.29646; 0.4; -0.00259048; 0.1; 0.970199; 0.970214; 0.985206
2.40897; 49.5263; 0.654401; 2.29394; 0.4; -0.00262014; 0.1; 0.970425; 0.970375; 0.985317
2.40997; 49.4789; 0.653415; 2.29142; 0.4; -0.00264968; 0.1; 0.97065; 0.970536; 0.985429
2.41097; 49.4309; 0.652421; 2.28888; 0.4; -0.0026791; 0.1; 0.970876; 0.970697; 0.98554
2.41197; 49.3824; 0.651418; 2.28634; 0.4; -0.0027084; 0.1; 0.971102; 0.970858; 0.985651
2.41297; 49.3334; 0.650406; 2.28378; 0.4; -0.00273759; 0.1; 0.971327; 0.971019; 0.985763
2.41397; 49.2839; 0.649385; 2.28121; 0.4; -0.00276665; 0.1; 0.971552; 0.97118; 0.985874
2.41497; 49.2338; 0.648355; 2.27863; 0.4; -0.0027956; 0.1; 0.971777; 0.971342; 0.985986
2.41597; 49.1832; 0.647317; 2.27605; 0.4; -0.00282442; 0.1; 0.972003; 0.971503; 0.986098
2.41697; 49.1321; 0.646269; 2.27345; 0.4; -0.00285312; 0.1; 0.972227; 0.971664; 0.986209
2.41797; 49.0805; 0.645213; 2.27084; 0.4; -0.00288169; 0.1; 0.972452; 0.971825; 0.986321
2.41897; 49.0284; 0.644148; 2.26823; 0.4; -0.00291014; 0.1; 0.972677; 0.971987; 0.986432
2.41997; 48.9757; 0.643075; 2.26561; 0.4; -0.00293846; 0.1; 0.972901; 0.972148; 0.986544
2.42097; 48.9226; 0.641992; 2.26297; 0.4; -0.00296666; 0.1; 0.973126; 0.972309; 0.986656
2.42197; 48.8689; 0.640901; 2.26033; 0.4; -0.00299472; 0.1; 0.97335; 0.972471; 0.986767
2.42297; 48.8148; 0.639802; 2.25768; 0.4; -0.00302266; 0.1; 0.973574; 0.972632; 0.986879
2.42397; 48.7601; 0.638694; 2.25503; 0.4; -0.00305047; 0.1; 0.973798; 0.972793; 0.986991
2.42497; 48.705; 0.637577; 2.25236; 0.4; -0.00307815; 0.1; 0.974022; 0.972955; 0.987102
2.42597; 48.6493; 0.636452; 2.24969; 0.4; -0.00310569; 0.1; 0.974245; 0.973116; 0.987214
2.42697; 48.5932; 0.635319; 2.24701; 0.4; -0.0031331; 0.1; 0.974469; 0.973277; 0.987326
2.42797; 48.5365; 0.634177; 2.24432; 0.4; -0.00316038; 0.1; 0.974692; 0.973438; 0.987437
2.42897; 48.4794; 0.633027; 2.24162; 0.4; -0.00318752; 0.1; 0.974916; 0.9736; 0.987549
2.42997; 48.4218; 0.631869; 2.23892; 0.4; -0.00321453; 0.1; 0.975138; 0.973761; 0.98766
2.43097; 48.3637; 0.630702; 2.23621; 0.4; -0.00324139; 0.1; 0.975361; 0.973922; 0.987772
2.43197; 48.3051; 0.629527; 2.2335; 0.4; -0.00326812; 0.1; 0.975584; 0.974083; 0.987883
2.43297; 48.246; 0.628344; 2.23077; 0.4; -0.00329472; 0.1; 0.975806; 0.974244; 0.987994
2.43397; 48.1865; 0.627152; 2.22804; 0.4; -0.00332117; 0.1; 0.976029; 0.974405; 0.988106
2.43497; 48.1264; 0.625953; 2.22531; 0.4; -0.00334748; 0.1; 0.976251; 0.974566; 0.988217
2.43597; 48.0659; 0.624745; 2.22257; 0.4; -0.00337365; 0.1; 0.976473; 0.974727; 0.988328
2.43697; 48.005; 0.62353; 2.21982; 0.4; -0.00339967; 0.1; 0.976694; 0.974887; 0.98844
2.43797; 47.9436; 0.622306; 2.21706; 0.4; -0.00342555; 0.1; 0.976916; 0.975048; 0.988551
2.43897; 47.8817; 0.621075; 2.2143; 0.4; -0.00345129; 0.1; 0.977137; 0.975209; 0.988662
2.43997; 47.8193; 0.619835; 2.21154; 0.4; -0.00347688; 0.1; 0.977358; 0.975369; 0.988773
2.44097; 47.7565; 0.618588; 2.20877; 0.4; -0.00350233; 0.1; 0.977579; 0.97553; 0.988883
2.44197; 47.6932; 0.617333; 2.20599; 0.4; -0.00352763; 0.1; 0.9778; 0.97569; 0.988994
2.44297; 47.6295; 0.61607; 2.20321; 0.4; -0.00355278; 0.1; 0.97802; 0.97585; 0.989105
2.44397; 47.5653; 0.6148; 2.20042; 0.4; -0.00357778; 0.1; 0.97824; 0.97601; 0.989216
2.44497; 47.5007; 0.613521; 2.19763; 0.4; -0.00360263; 0.1; 0.97846; 0.97617; 0.989326
2.44597; 47.4356; 0.612236; 2.19483; 0.4; -0.00362733; 0.1; 0.97868; 0.97633; 0.989436
2.44697; 47.3701; 0.610942; 2.19203; 0.4; -0.00365188; 0.1; 0.978899; 0.976489; 0.989547
2.44797; 47.3042; 0.609641; 2.18922; 0.4; -0.00367627; 0.1; 0.979118; 0.976649; 0.989657
2.44897; 47.2378; 0.608333; 2.18641; 0.4; -0.00370052; 0.1; 0.979337; 0.976808; 0.989767
2.44997; 47.1709; 0.607017; 2.18359; 0.4; -0.0037246; 0.1; 0.979556; 0.976967; 0.989877
2.45097; 47.1037; 0.605694; 2.18077; 0.4; -0.00374853; 0.1; 0.979774; 0.977126; 0.989986
2.45197; 47.036; 0.604363; 2.17794; 0.4; -0.00377231; 0.1; 0.979992; 0.977285; 0.990096
2.45297; 46.9679; 0.603026; 2.17511; 0.4; -0.00379593; 0.1; 0.98021; 0.977444; 0.990206
2.45397; 46.8993; 0.60168; 2.17228; 0.4; -0.00381939; 0.1; 0.980427; 0.977602; 0.990315
2.45497; 46.8304; 0.600328; 2.16944; 0.4; -0.00384269; 0.1; 0.980645; 0.97776; 0.990424
2.45597; 46.761; 0.598968; 2.1666; 0.4; -0.00386584; 0.1; 0.980861; 0.977919; 0.990533
2.45697; 46.6912; 0.597602; 2.16375; 0.4; -0.00388882; 0.1; 0.981078; 0.978076; 0.990642
2.45797; 46.621; 0.596228; 2.1609; 0.4; -0.00391164; 0.1; 0.981294; 0.978234; 0.990751
2.45897; 46.5504; 0.594848; 2.15804; 0.4; -0.0039343; 0.1; 0.98151; 0.978391; 0.990859
2.45996; 46.4794; 0.59346; 2.15519; 0.4; -0.0039568; 0.1; 0.981725; 0.978549; 0.990967
2.46096; 46.4079; 0.592066; 2.15232; 0.4; -0.00397913; 0.1; 0.98194; 0.978706; 0.991075
2.46196; 46.3361; 0.590665; 2.14946; 0.4; -0.0040013; 0.1; 0.982155; 0.978862; 0.991183
2.46296; 46.2639; 0.589256; 2.14659; 0.4; -0.0040233; 0.1; 0.982369; 0.979019; 0.991291
2.46396; 46.1913; 0.587842; 2.14372; 0.4; -0.00404514; 0.1; 0.982583; 0.979175; 0.991399
2.46496; 46.1183; 0.58642; 2.14084; 0.4; -0.00406681; 0.1; 0.982797; 0.979331; 0.991506
2.46596; 46.0449; 0.584992; 2.13797; 0.4; -0.00408832; 0.1; 0.98301; 0.979486; 0.991613
2.46696; 45.9711; 0.583558; 2.13508; 0.4; -0.00410965; 0.1; 0.983223; 0.979642; 0.99172
2.46796; 45.8969; 0.582117; 2.1322; 0.4; -0.00413082; 0.1; 0.983436; 0.979797; 0.991827
2.46896; 45.8224; 0.580669; 2.12931; 0.4; -0.00415181; 0.1; 0.983648; 0.979952; 0.991933
2.46996; 45.7474; 0.579215; 2.12642; 0.4; -0.00417264; 0.1; 0.98386; 0.980106; 0.992039
2.47096; 45.6721; 0.577755; 2.12353; 0.4; -0.0041933; 0.1; 0.984071; 0.98026; 0.992145
2.47196; 45.5965; 0.576288; 2.12063; 0.4; -0.00421378; 0.1; 0.984282; 0.980414; 0.992251
2.47296; 45.5204; 0.574815; 2.11774; 0.4; -0.00423409; 0.1; 0.984492; 0.980568; 0.992356
2.47396; 45.444; 0.573336; 2.11484; 0.4; -0.00425423; 0.1; 0.984702; 0.980721; 0.992462
2.47496; 45.3673; 0.571851; 2.11193; 0.4; -0.00427419; 0.1; 0.984911; 0.980874; 0.992566
2.47596; 45.2902; 0.57036; 2.10903; 0.4; -0.00429398; 0.1; 0.98512; 0.981026; 0.992671
2.47696; 45.2127; 0.568863; 2.10612; 0.4; -0.00431359; 0.1; 0.985329; 0.981178; 0.992775
2.47796; 45.1349; 0.56736; 2.10321; 0.4; -0.00433303; 0.1; 0.985537; 0.98133; 0.99288
2.47896; 45.0567; 0.565851; 2.1003; 0.4; -0.00435229; 0.1; 0.985744; 0.981482; 0.992983
2.47996; 44.9782; 0.564336; 2.09739; 0.4; -0.00437137; 0.1; 0.985951; 0.981633; 0.993087
2.48096; 44.8993; 0.562816; 2.09447; 0.4; -0.00439027; 0.1; 0.986158; 0.981783; 0.99319
2.48196; 44.8202; 0.56129; 2.09156; 0.4; -0.004409; 0.1; 0.986364; 0.981934; 0.993293
2.48296; 44.7406; 0.559758; 2.08864; 0.4; -0.00442754; 0.1; 0.98657; 0.982084; 0.993396
2.48396; 44.6608; 0.55822; 2.08572; 0.4; -0.00444591; 0.1; 0.986775; 0.982233; 0.993498
2.48496; 44.5806; 0.556677; 2.0828; 0.4; -0.0044641; 0.1; 0.986979; 0.982382; 0.9936
2.48596; 44.5; 0.555129; 2.07987; 0.4; -0.0044821; 0.1; 0.987183; 0.982531; 0.993701
2.48696; 44.4192; 0.553575; 2.07695; 0.4; -0.00449992; 0.1; 0.987387; 0.982679; 0.993803
2.48796; 44.338; 0.552016; 2.07403; 0.4; -0.00451756; 0.1; 0.987589; 0.982827; 0.993904
